city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Mariehamn,60.0,20.0,0.0021491782,0.0014066143,0.0021462128,0.0023437282,0.0011138628,0.00033347608,9.156206e-09,4.539696e-05,7.4173794,5.618304,5.4580116,7.008329,273.54773,276.9883,288.84686,282.4695,274.8787,278.60913,290.50812,283.8269,272.09695,275.1562,286.80923,281.02008
Tirana,41.25,19.75,0.0040439386,0.0030394397,0.00084783975,0.0033829357,0.00015392102,2.5982697e-05,3.2009773e-09,4.9533253e-05,2.2323942,1.8824686,1.589155,1.8094496,280.14703,286.8565,297.53525,289.72983,284.53012,291.91357,304.14532,295.52536,276.15457,281.63934,290.45374,284.77896
Andorra la Vella,42.5,1.5,0.0020979114,0.00259729,0.0023764987,0.0022127817,0.0011288212,0.0005976424,9.042572e-06,0.00020652788,1.7204391,1.8080784,1.4995676,1.4671578,274.76297,280.91394,291.6072,284.28177,278.86075,285.92722,297.59485,289.4375,271.0732,275.6977,285.34195,279.50555
Yerevan,40.25,44.5,0.0016546634,0.0022418704,0.0010442488,0.0012717122,0.0013742396,0.0005873899,9.944746e-07,0.00030537258,1.3201283,1.4399743,1.6620623,1.3547361,268.64117,281.32343,294.47797,283.43927,273.58096,287.1665,301.9725,290.16095,264.24875,275.43695,287.28735,277.5373
Vienna,48.25,16.25,0.001609924,0.002040205,0.0031453501,0.002040963,0.000674626,9.409807e-05,6.665965e-09,6.897789e-05,3.5654318,3.3416252,3.0146842,3.1773865,274.56427,284.2274,294.44357,284.9222,276.70795,288.64874,299.51328,288.61847,272.31433,279.60284,289.2927,281.52393
Minsk,54.0,27.5,0.0015361768,0.0017307999,0.002519811,0.0016598569,0.0010969104,0.00027158286,1.15053345e-08,0.00019219948,4.7810464,4.1197157,3.4614081,4.2250667,270.13928,280.20587,292.31293,281.32834,272.22855,284.53293,297.23303,284.78082,267.63416,275.23184,286.63235,277.76602
Brussels,50.75,4.25,0.0025451377,0.0025498443,0.0026753244,0.0022428993,0.00019873433,6.290443e-05,1.5729455e-08,3.0858777e-05,4.3644176,4.0051465,3.3951316,3.8982704,276.79495,283.16742,291.9053,285.5302,279.44977,287.32205,296.90604,289.26813,274.15683,278.88098,286.71103,281.95694
Sarajevo,43.75,18.5,0.0028186203,0.0032496038,0.002765682,0.0032896225,0.0015746503,0.00051903364,5.1931136e-07,0.00029938956,1.7261509,1.8491313,1.4891921,1.5675297,272.14987,280.8609,291.878,283.19232,275.31982,285.35153,297.69406,287.8557,268.69315,276.32617,286.1396,278.99304
Sofia,42.75,23.25,0.0018771663,0.0026157948,0.0025103188,0.001968701,0.0012666215,0.00039280974,1.0075575e-08,0.00021438277,1.8000602,1.9373558,1.6772108,1.6632957,272.8215,282.8395,293.83392,284.53168,276.19373,287.60504,299.5004,289.65533,269.53995,278.1246,288.12115,279.95877
Zagreb,45.75,16.0,0.0022365558,0.002650698,0.003400271,0.0031121385,0.000614371,7.508278e-05,1.0439477e-08,7.9631616e-05,2.0335698,2.216617,1.7638042,1.9171041,274.668,285.1743,295.3232,285.9234,277.6301,290.0721,300.77704,290.23315,271.69833,280.29745,289.94086,282.03436
