city,latitude,longitude,hot_days,hot_days_consec,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn,temp_range_winter,temp_range_spring,temp_range_summer,temp_range_autumn
Antwerpen,51.219891,4.40346,8.366666666666667,3.2333333333333334,0.0027205315,0.0017368066,0.002182757,0.0023103135,0.00012573642,1.6721846e-05,1.0390635e-08,8.226068e-06,4.7908573,3.8204741,3.3577259,3.9644742,278.88177,283.88324,292.097,285.9041,281.6503,288.30154,296.95215,289.89426,276.13162,279.33557,287.03033,282.10367,5.5186768,8.965973,9.921814,7.7905884
Apeldoorn,52.209999,5.96944,5.2,2.3,0.003011836,0.0019084595,0.002416692,0.002531826,0.0001337116,2.2611619e-05,2.8788736e-09,1.4166624e-05,4.923931,3.8838985,3.4318898,4.02551,278.27048,283.31213,291.00626,285.0875,280.82245,287.77567,295.94284,289.04947,275.67828,278.67596,285.68317,281.29294,5.144165,9.099701,10.259674,7.756531
Arezzo,43.461391,11.87691,21.3,10.233333333333333,0.0017526549,0.0021614616,0.0014264561,0.0033839173,0.00028410272,5.8391186e-05,3.753979e-09,5.0559953e-05,2.1766639,2.1213253,1.8213056,1.9964023,278.01443,284.04428,294.7877,287.11325,281.14874,288.1527,300.00323,290.96332,275.18124,279.99216,289.64743,283.69867,5.967499,8.160553,10.355804,7.2646484
Arnhem,51.98,5.91111,6.633333333333334,2.8,0.002929173,0.0018350062,0.0022791347,0.0024302998,0.00013365585,2.4167259e-05,6.8106996e-09,1.22982665e-05,4.735307,3.7447784,3.3151877,3.9015682,278.40286,283.46063,291.38538,285.24695,281.01376,287.9916,296.479,289.29263,275.77426,278.78305,286.01367,281.40042,5.239502,9.208557,10.465332,7.892212
Athens,37.97945,23.716221,91.53333333333333,47.86666666666667,0.001802729,0.0010112873,0.00023190519,0.0014912102,6.20807e-05,3.140406e-05,3.3361222e-10,8.6087726e-07,2.5865445,2.4647052,2.5574257,2.4134703,282.97073,288.49756,300.16864,292.3029,286.70587,293.43555,305.78653,297.0539,279.41833,283.6673,294.25208,288.0186,7.2875366,9.7682495,11.534454,9.035309
Augsburg,48.366669,10.88333,18.433333333333334,6.066666666666666,0.002089132,0.002120117,0.0033326184,0.002182484,0.00057475216,0.00012251789,1.8421117e-08,0.000112677706,3.2754595,2.761245,2.3869693,2.6262145,275.2279,283.213,292.84006,284.43076,278.1909,288.37646,298.59552,288.99188,272.43698,278.2421,287.3366,280.46896,5.7539062,10.134369,11.258911,8.522919
Avignon,43.948341,4.80892,43.3,16.866666666666667,0.0018250011,0.0020740326,0.0010850101,0.0037351039,8.185871e-05,2.5925867e-05,5.5470593e-09,1.598384e-05,3.2876945,3.398851,3.2281291,3.0922987,280.3313,286.20755,296.39957,289.0439,284.2327,291.10526,302.23105,293.5025,277.03348,281.39304,290.4999,285.12793,7.1992188,9.712219,11.73114,8.374573
Barcelona,41.38879,2.15899,40.833333333333336,17.1,0.0013136561,0.0016877612,0.0012681659,0.0027578888,4.2325497e-05,1.03869925e-05,1.7487992e-09,3.6007152e-06,2.0398276,2.2128701,2.0419388,1.8341826,282.59146,286.9727,296.85956,290.6153,287.1706,291.64417,301.8017,295.20786,278.83417,282.49973,292.02438,286.6869,8.336426,9.14444,9.777313,8.520966
Bari,41.117729,16.851179,73.26666666666667,33.3,0.0019011205,0.0016188691,0.0008066843,0.0020006583,2.302752e-05,5.9207177e-06,1.6889689e-09,1.9249694e-06,3.812569,3.3529217,2.8407595,3.1031976,282.84534,288.07742,299.0147,291.91458,286.5212,292.6799,304.50403,296.57217,279.39413,283.61667,293.3815,287.8261,7.127075,9.063232,11.122528,8.746063
Basel,47.558399,7.57327,14.7,5.4,0.0035676986,0.003068268,0.0031575367,0.0033063139,0.0007858345,0.00019879203,1.0293947e-05,0.00013126682,2.3619006,2.1415286,1.8516997,1.9391606,276.28415,283.42795,292.59015,284.93164,278.8763,288.22568,298.3174,289.157,273.92017,278.83582,286.9938,281.2934,4.9561462,9.389862,11.323608,7.863617
Bath,51.377949,-2.35907,1.3666666666666667,0.8666666666666667,0.0029128876,0.0019400609,0.0018383487,0.002880531,0.00015602307,2.555276e-05,5.0907105e-09,2.2146598e-05,4.8306985,4.133352,3.7060115,4.1079626,278.8007,282.63144,290.17917,285.02402,281.5813,286.77393,294.79147,288.60736,275.84232,278.3721,285.39954,281.45026,5.738983,8.401825,9.391937,7.1571045
Belfast,54.583328,-5.93333,0.0,0.0,0.0036158322,0.0025985267,0.0027076479,0.0036102473,0.00014036303,4.171834e-05,7.884804e-09,1.0155143e-05,5.893871,4.8542333,4.011943,5.013494,278.73148,281.60754,288.24512,283.93085,281.399,285.20444,292.0898,287.0456,276.0524,277.95383,284.3378,280.7926,5.346588,7.2506104,7.752014,6.2529907
Belgrade,44.804008,20.46513,64.16666666666667,21.333333333333332,0.0013145254,0.0018064628,0.0022026687,0.001674315,0.00026666146,4.5250297e-05,1.1006136e-08,4.468918e-05,2.7169714,2.6199775,2.286641,2.6127086,276.93936,286.745,297.9637,287.9862,280.26425,291.85977,303.9287,293.0615,273.63898,281.62808,291.98193,283.4709,6.6252747,10.231689,11.946777,9.590607
Bergamo,45.697979,9.66895,37.833333333333336,14.0,0.0016217852,0.0029847403,0.002927757,0.003997689,0.00022889653,6.525846e-05,2.3662958e-06,3.6429938e-05,1.4447751,1.6017941,1.4781134,1.3917729,277.57404,286.16147,296.47305,287.56964,281.2776,291.02493,301.89697,291.80008,274.58728,281.41656,291.23383,283.80215,6.6903076,9.608368,10.663147,7.997925
Bergen,60.39299,5.32415,0.0,0.0,0.011890313,0.0063186707,0.0053990018,0.010159031,0.0048145787,0.0017198573,3.3876086e-07,0.0008507701,3.3079317,3.0937183,2.6261108,3.1679125,275.8219,279.55515,287.588,281.99908,277.38043,282.4313,290.61377,284.19788,273.898,276.15506,283.94543,279.546,3.4824219,6.276245,6.668335,4.651886
Berlin,52.524368,13.41053,14.166666666666666,4.3,0.0019119674,0.0015528426,0.0021577133,0.0015158223,0.00028826913,5.14085e-05,1.0896911e-08,5.0239076e-05,4.1542406,3.308112,3.0361855,3.5586915,276.82156,283.92773,292.9621,284.90686,279.22897,288.61017,298.12924,288.809,274.33347,279.13495,287.61102,281.20877,4.895508,9.47522,10.518219,7.6002197
Bern,46.94809,7.44744,5.866666666666666,3.3666666666666667,0.0039231204,0.0037148602,0.0040143477,0.003838192,0.0016718475,0.0008122603,5.6282788e-05,0.00050787925,1.9602579,1.7797797,1.5686542,1.6429622,275.16138,281.8691,291.13535,283.7002,277.7515,286.3409,296.53812,287.64832,272.75806,277.51477,285.78073,280.2401,4.9934387,8.826141,10.757385,7.408203
Besançon,47.248779,6.01815,19.266666666666666,6.633333333333334,0.0034841117,0.0031212731,0.002904523,0.003538815,0.00046368115,0.00010730612,4.9459795e-06,7.7676355e-05,3.2834477,2.8510978,2.4812942,2.8237698,277.14062,283.8762,293.12033,285.64584,280.0676,288.765,298.95682,290.101,274.39755,279.09293,287.29764,281.70883,5.670044,9.672089,11.65918,8.392181
Bielefeld,52.033329,8.53333,8.933333333333334,3.6666666666666665,0.003048491,0.001950391,0.0024097958,0.0024249156,0.0002898544,4.8549693e-05,1.28282105e-08,4.1814394e-05,4.386321,3.4237328,3.1218405,3.723117,277.19904,283.13867,291.53168,284.73727,279.49622,287.517,296.5455,288.53357,274.87152,278.6543,286.39978,281.18176,4.624695,8.862701,10.145721,7.3518066
Bilbao,43.262711,-2.92528,17.033333333333335,6.4,0.0035199295,0.0031993021,0.0016360878,0.0033885879,0.000111205394,2.38599e-05,1.2807338e-07,9.22042e-06,3.0397344,2.6626997,2.1940715,2.5686834,281.5827,285.1086,292.93005,288.6215,285.69672,289.97375,298.74237,293.79684,277.7041,280.2072,287.37646,283.9714,7.9926147,9.766541,11.365906,9.825439
Birmingham,52.481419,-1.89983,2.0,1.2,0.0022878896,0.0018039863,0.0020265484,0.0023938552,0.00019831069,4.168339e-05,8.193618e-09,2.0583137e-05,4.9398518,4.172737,3.7372186,4.24642,278.48865,282.45755,289.9249,284.6574,281.3783,286.72507,294.8667,288.42416,275.52548,278.09088,284.87418,280.9587,5.8528137,8.634186,9.992523,7.465454
Blackpool,53.816669,-3.05,0.0,0.0,0.0040162317,0.002393407,0.0027224994,0.004215629,0.000258806,7.562012e-05,1.2522851e-08,1.9709329e-05,5.751155,4.6603403,4.140421,5.0197315,278.38123,281.79675,288.8219,284.15164,281.0419,285.45737,292.69226,287.27542,275.64786,277.91693,284.68164,280.94592,5.394043,7.540436,8.01062,6.3294983
Bochum,51.481651,7.21648,9.566666666666666,3.533333333333333,0.0035429369,0.0021975033,0.0026366296,0.0027997491,0.00033756436,5.590259e-05,1.2313366e-08,5.129225e-05,4.4934483,3.5153625,3.1212656,3.765118,278.10486,283.85297,292.1805,285.62204,280.42975,288.0286,296.95346,289.2573,275.77112,279.59232,287.3247,282.24014,4.6586304,8.436279,9.628754,7.017151
Bologna,44.493809,11.33875,47.03333333333333,16.566666666666666,0.0016111017,0.0022475473,0.0017888623,0.0030092453,0.00028516445,7.419512e-05,2.4979864e-08,4.6753037e-05,2.0069535,2.155295,1.9624004,1.9478481,278.2297,286.4996,297.34424,288.5638,281.73993,291.0953,302.6341,292.6065,275.25116,282.072,292.22696,285.0352,6.4887695,9.023315,10.407135,7.5713196
Bonn,50.734379,7.09548,11.6,4.1,0.0026805808,0.001902209,0.0023214305,0.0022075383,0.00028659857,4.7074212e-05,1.0206768e-08,3.8243415e-05,4.258386,3.3081512,2.8987656,3.5511553,277.6875,283.84177,292.40262,285.5273,280.17194,288.28958,297.50626,289.471,275.22702,279.3457,287.2486,281.9152,4.944916,8.943878,10.25766,7.5558167
Bordeaux,44.840439,-0.5805,35.63333333333333,11.366666666666667,0.0029241533,0.0025397574,0.0016301457,0.0026223983,2.0686408e-05,1.5773608e-06,3.9435943e-09,3.3585172e-07,3.2338288,3.082246,2.7394404,2.8428357,281.2368,286.27,294.76944,288.8997,285.10474,291.32025,300.4894,294.10413,277.71262,281.26315,288.97702,284.3471,7.3921204,10.057098,11.51239,9.757019
Bournemouth,50.720482,-1.8795,0.5,0.3333333333333333,0.0030007428,0.0018867035,0.0015216663,0.0029080973,6.0933347e-05,8.055992e-06,1.0995653e-10,1.1044176e-05,5.573635,4.554987,4.1000056,4.7866445,279.5398,282.9097,290.2626,285.67532,282.40787,286.8691,294.77444,289.31204,276.42325,278.7871,285.57303,281.98743,5.984619,8.082001,9.201416,7.3246155
Bradford,53.793911,-1.75206,0.36666666666666664,0.3,0.0033493687,0.0023017216,0.0025817242,0.0032318407,0.00063344545,0.00017641252,1.4572455e-08,4.045134e-05,5.1712,4.321176,3.86283,4.509589,277.9699,281.58002,288.8813,283.9936,280.51953,285.2962,293.0909,287.15326,275.40463,277.8002,284.51038,280.88852,5.1148987,7.496002,8.580536,6.26474
Braga,41.55032,-8.42005,19.2,8.0,0.0049593565,0.0034813522,0.0012773861,0.004444614,1.1359576e-05,5.359942e-06,4.1383266e-09,1.1998948e-06,2.8128145,2.9375696,2.7599666,2.4695668,282.73526,286.59897,293.3939,289.13782,287.0884,291.67682,299.2568,294.32166,278.95215,281.69614,287.73132,284.79926,8.136261,9.980682,11.525482,9.5224
Bratislava,48.148159,17.106741,33.166666666666664,10.033333333333333,0.0012668042,0.0017258587,0.0023818226,0.0016805003,0.00034632662,4.492531e-05,1.3341289e-08,6.769437e-05,3.3918967,3.2381582,3.0469406,3.0945604,275.98334,285.18015,295.28482,285.78818,278.72778,290.0321,300.76068,290.12717,273.26105,280.2397,289.74933,281.77005,5.466736,9.792419,11.011353,8.357117
Braunschweig,52.265942,10.52673,8.466666666666667,3.1666666666666665,0.0023024788,0.0017926696,0.0022729954,0.0019469355,0.00023727897,4.8065565e-05,1.2666451e-08,4.1333322e-05,4.239445,3.2846549,3.0467448,3.5910153,277.17917,283.06213,291.7383,284.67236,279.5781,287.44446,296.49136,288.45688,274.70715,278.56848,286.8507,281.12,4.870941,8.875977,9.6406555,7.3368835
Braşov,45.648609,25.606131,14.4,5.366666666666666,0.001525182,0.0024355175,0.0032251598,0.0015576049,0.001072287,0.00037715546,3.0113816e-07,0.00027107773,1.8343747,1.7497673,1.484558,1.5443999,272.62653,282.0114,292.36032,282.97647,276.98788,287.82327,298.73627,289.0981,268.4615,276.20416,286.03586,277.6148,8.526398,11.61911,12.700409,11.483307
Breda,51.586559,4.77596,7.433333333333334,2.8666666666666667,0.0027707359,0.0017676137,0.0021979746,0.002431241,0.00013393251,1.6622356e-05,1.134328e-08,7.939336e-06,4.833705,3.8545878,3.389656,3.9903226,278.73755,283.6179,291.7368,285.64413,281.5366,288.13205,296.67725,289.67636,275.9438,278.94382,286.53702,281.78546,5.592804,9.188232,10.140228,7.8908997
Bremen,53.075161,8.80777,8.533333333333333,3.3,0.0028148869,0.0017840674,0.0024191465,0.0022250193,0.00024235378,3.9250408e-05,1.3531707e-08,3.7905927e-05,4.3301806,3.485415,3.2268736,3.7314997,277.52966,283.1008,291.50058,284.9128,279.90997,287.5294,296.54828,288.76358,275.07065,278.59296,286.33313,281.26855,4.839325,8.936432,10.215149,7.4950256
Brescia,45.52478,10.22727,20.166666666666668,8.266666666666667,0.0017351714,0.0031147436,0.0030741976,0.0039226213,0.00050552184,0.0002989535,2.8668052e-07,0.00016938169,1.3814617,1.4187316,1.3459123,1.3254791,276.05963,284.69882,295.20462,286.32257,279.8708,289.31885,300.25272,290.34552,272.78793,280.03967,290.2386,282.68506,7.082855,9.279175,10.01413,7.6604614
Brest,48.400002,-4.48333,0.4,0.3333333333333333,0.003944995,0.0022953285,0.0015269624,0.0033066852,2.7030406e-05,5.653776e-06,3.935212e-09,2.9099763e-06,6.2722745,5.214699,4.390253,5.0915575,281.273,283.82938,290.4736,287.1257,283.62625,287.15106,294.14075,290.22852,278.69843,280.43607,286.7656,284.12546,4.927826,6.7149963,7.3751526,6.103058
Brighton,50.828381,-0.13947,1.8333333333333333,1.0,0.002446728,0.0015944515,0.0015523377,0.0026112061,0.00013005732,1.4389733e-05,2.2928888e-09,1.7184362e-05,5.1979923,4.2831635,3.8075023,4.397004,279.29825,283.05997,290.55328,285.87888,281.97617,286.92325,294.8717,289.4315,276.44168,279.03604,286.034,282.29898,5.534485,7.887207,8.8377075,7.1325073
Bristol,51.455231,-2.59665,1.3666666666666667,0.8666666666666667,0.0029128876,0.0019400609,0.0018383487,0.002880531,0.00015602307,2.555276e-05,5.0907105e-09,2.2146598e-05,4.8306985,4.133352,3.7060115,4.1079626,278.8007,282.63144,290.17917,285.02402,281.5813,286.77393,294.79147,288.60736,275.84232,278.3721,285.39954,281.45026,5.738983,8.401825,9.391937,7.1571045
Brno,49.195221,16.60796,21.033333333333335,6.166666666666667,0.0012468268,0.0015614871,0.0024193623,0.001443887,0.00047318317,0.00010537223,1.1858613e-08,7.3528594e-05,3.3511424,3.1524358,2.853947,2.9951048,274.9934,283.74988,293.6379,284.5677,277.47806,288.58487,299.174,288.7669,272.46393,278.7363,287.97766,280.59946,5.0141296,9.848572,11.19635,8.16745
Brugge,51.20892,3.22424,2.1333333333333333,1.2,0.0028199903,0.0018021959,0.0024064013,0.0027036793,7.711177e-05,9.6984395e-06,5.1693343e-09,6.862174e-06,5.633913,4.522295,3.9896498,4.7434297,278.77786,283.4273,291.35428,286.2643,281.12137,286.92935,295.21158,289.52692,276.42456,279.80508,287.21844,283.08035,4.696808,7.1242676,7.9931335,6.4465637
Brussels,50.850449,4.34878,8.733333333333333,3.566666666666667,0.0027464647,0.0018315536,0.0021921883,0.0022239978,0.00013479468,2.3147293e-05,9.283974e-09,1.0161819e-05,4.851258,3.8368807,3.359407,4.017379,278.71274,283.8888,292.12683,285.92252,281.47018,288.28873,297.0499,289.88824,275.99164,279.35394,286.9834,282.14188,5.478546,8.934784,10.066498,7.7463684
Bucharest,44.432251,26.10626,74.83333333333333,27.666666666666668,0.0017144989,0.0018655155,0.002136371,0.0014479305,0.00068003224,7.5623204e-05,9.421924e-09,0.00010714105,2.670641,2.5668452,2.0872114,2.2921133,275.63922,286.08957,297.74475,286.9349,279.4288,292.1421,304.5921,293.01715,272.04047,280.02023,290.87656,281.35373,7.388336,12.121857,13.715546,11.663422
Budapest,47.498009,19.039909,43.9,15.333333333333334,0.0011947234,0.001561405,0.0020348728,0.0014452452,0.00028152988,4.880637e-05,1.0676305e-08,6.9576854e-05,2.7601464,2.6664567,2.5601046,2.5891726,275.19815,285.06824,295.3942,285.67294,278.87967,290.80872,301.87845,291.29282,271.41263,279.1401,288.5853,280.395,7.467041,11.66861,13.293152,10.897827
Burgos,42.349998,-3.7,32.53333333333333,11.0,0.0017841102,0.0021279992,0.0009838645,0.001858111,0.00035398582,0.00011980988,2.3731768e-07,6.181046e-05,3.0284345,2.9473238,2.621226,2.7489202,278.16882,282.88748,292.47794,286.1668,282.43704,288.35526,300.03632,292.06354,274.22134,277.53317,285.45758,280.8999,8.215698,10.8220825,14.578735,11.163635
Bydgoszcz,53.123501,18.00762,9.0,3.7,0.0018098392,0.0013956191,0.0022930824,0.001291193,0.0005175633,9.2065566e-05,8.66026e-09,8.321625e-05,4.0689254,3.2998137,3.0614958,3.6042078,275.8306,282.88742,292.28836,284.01617,277.94962,287.33435,297.1359,287.82587,273.57037,278.13815,287.01328,280.26083,4.379242,9.1961975,10.12262,7.565033
Cagliari,39.207378,9.13462,57.733333333333334,27.8,0.0022377332,0.001566875,0.0002966092,0.0021419025,1.8168552e-05,3.2221917e-07,1.8329845e-09,1.642706e-08,3.2078335,3.2542098,2.813045,2.7864518,284.27444,288.01505,298.01874,292.9668,288.00833,292.24457,303.0826,297.12613,280.96982,284.0478,293.14612,289.31607,7.038513,8.196777,9.936493,7.8100586
Cambridge,52.200001,0.11667,3.1666666666666665,1.7,0.0016426214,0.001372552,0.0017085661,0.0019079074,0.00010875854,1.3889915e-05,7.919588e-09,8.498017e-06,5.2092466,4.3064275,3.829106,4.470886,278.5277,282.8407,290.29453,285.12384,281.47095,287.25027,295.37955,289.0326,275.50726,278.37585,285.1293,281.3176,5.963684,8.87442,10.250244,7.7149963
Cardiff,51.48,-3.18,0.6333333333333333,0.4,0.0036312789,0.0022382827,0.0020723795,0.003541136,0.00022174322,4.8754388e-05,4.6837214e-09,1.9578987e-05,4.939542,4.190661,3.7758217,4.2046223,278.886,282.4799,289.86115,284.9932,281.6172,286.4876,294.30173,288.5,275.98343,278.3438,285.23242,281.4893,5.6337585,8.143799,9.069305,7.0107117
Cartagena,37.605122,-0.98623,34.666666666666664,16.866666666666667,0.001054127,0.00090121233,0.00019954139,0.0010430828,6.7416136e-07,4.2533782e-07,7.474162e-10,8.961567e-07,3.8646069,4.186274,3.6204867,3.8304179,286.21765,289.51904,298.29178,293.82962,289.8252,292.80432,301.53738,297.1525,283.30502,286.18814,294.9086,290.92883,6.520172,6.6161804,6.628784,6.2236633
Catania,37.502129,15.08719,51.766666666666666,25.333333333333332,0.002080666,0.0010455683,0.00027502645,0.0017973772,4.9955903e-05,1.6906655e-05,4.5009443e-10,3.3105505e-07,2.2515237,2.2230592,1.6908033,1.7737503,284.5427,288.3172,298.95792,293.32907,287.2127,291.4594,302.7935,296.38092,282.1483,285.27557,295.07877,290.70325,5.0644226,6.183838,7.7147217,5.6776733
Chemnitz,50.833328,12.91667,15.566666666666666,4.866666666666666,0.0022425586,0.0020145592,0.002801939,0.0020567863,0.0006498185,0.00017694704,1.4190568e-08,0.00011253646,4.1208453,3.1275308,2.8146484,3.3686163,275.68774,283.2975,292.6431,284.35727,278.18893,288.13004,298.0341,288.52924,273.21512,278.39932,287.1261,280.49237,4.973816,9.730713,10.9079895,8.036865
Chişinău,47.005562,28.8575,42.266666666666666,13.366666666666667,0.001143246,0.00144669,0.001969588,0.0012800328,0.0005287195,0.00011385579,9.346385e-09,0.00011841281,3.191009,3.0284872,2.7053695,2.9719017,274.36365,284.608,296.61185,285.42258,276.95847,289.2501,301.89172,289.91824,271.52927,279.7934,290.98773,281.02258,5.429199,9.456696,10.903992,8.89566
Clermont-Ferrand,45.779659,3.08628,17.9,6.4,0.0023492023,0.002595277,0.0025682305,0.0028426603,0.00035514816,0.00011548616,1.0586542e-08,9.056671e-05,3.1104155,2.883118,2.4004824,2.791437,276.8045,282.3782,291.92215,285.0396,280.9111,287.71426,298.28,290.22235,273.10748,277.05673,285.44867,280.43018,7.8036194,10.657532,12.831329,9.792175
Cluj-Napoca,46.76667,23.6,20.2,7.1,0.0014045225,0.0021869591,0.002743001,0.0015660281,0.00069891533,0.00017941502,4.982216e-07,0.00013758884,1.967624,2.0146506,1.8049028,1.7997289,272.74417,282.81146,293.00095,283.58926,276.39023,288.26923,299.0616,289.3639,268.99088,277.25937,286.7779,278.409,7.399353,11.009857,12.283722,10.954895
Coimbra,40.205639,-8.41955,53.733333333333334,16.366666666666667,0.0032993846,0.0023591842,0.0007662239,0.0026353484,1.1605072e-06,7.07144e-08,5.186812e-09,1.1415716e-08,3.1184914,3.2747548,3.1900408,2.7400243,284.7266,288.60355,295.57626,291.26028,289.34824,294.074,302.2709,296.95258,280.85413,283.53363,289.55472,286.73007,8.49411,10.540375,12.716187,10.222504
Como,45.809978,9.08744,3.2,2.433333333333333,0.002334834,0.0048699467,0.0048266887,0.0058001606,0.0012526351,0.0010231277,2.5792788e-05,0.0006440494,1.3599513,1.3331337,1.2748201,1.1937327,274.98517,281.60568,291.86118,283.91843,278.4104,285.71783,296.59833,287.6248,271.9936,277.44473,287.11755,280.53082,6.416809,8.273102,9.480774,7.0939636
Constanţa,44.183331,28.65,42.3,14.9,0.0009865935,0.0012486011,0.0013039688,0.0015283455,0.00028453412,5.7581175e-05,2.5872144e-09,4.608068e-05,4.2844095,3.6275504,3.1700935,3.6021566,276.90945,285.46082,297.22452,287.74957,280.14783,289.83463,302.24054,292.14648,273.70667,281.15884,292.15936,283.68863,6.441162,8.675781,10.081177,8.457855
Copenhagen,55.675941,12.56553,1.0333333333333334,0.7333333333333333,0.001954511,0.0012825201,0.002009543,0.0020257556,0.00029227388,6.0390845e-05,5.4689937e-09,3.697926e-05,5.5165944,4.5884852,4.113107,5.01154,276.2328,281.86075,291.20673,284.21594,278.336,285.31497,295.13202,287.15594,273.8735,278.04507,286.6071,281.16003,4.462494,7.2698975,8.524933,5.9959106
Cork,51.897968,-8.47061,0.0,0.0,0.004348691,0.0028109325,0.0025286719,0.003971528,6.1340455e-05,7.926886e-06,7.594965e-09,2.5875236e-06,5.1436143,4.363618,3.8098116,4.3529725,279.69516,282.29855,288.96274,284.7209,282.33762,285.88065,292.6505,287.79962,277.02713,278.72586,285.18115,281.6615,5.310486,7.154785,7.4693604,6.1381226
Coventry,52.406559,-1.51217,2.7333333333333334,1.4666666666666666,0.002002011,0.0016769483,0.001980785,0.0021899787,0.0001816848,4.115512e-05,1.1250266e-08,1.3141657e-05,5.148255,4.3306646,3.8789232,4.4600883,278.52414,282.58926,290.08182,284.7998,281.47443,286.9214,295.12164,288.62564,275.51288,278.20956,284.97403,281.057,5.961548,8.7118225,10.147614,7.568634
