city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Aachen,50.776642,6.08342,0.003144061,0.002148764,0.0025661672,0.0023732206,0.0002487043,4.5045945e-05,1.9125643e-08,5.3174143e-05,4.6113253,3.5841873,3.1723037,3.798581,278.25284,283.80338,292.06683,285.9743,281.05225,288.4392,297.17795,290.1861,275.51007,279.0678,286.84073,282.0921
Aberdeen,57.143688,-2.09814,0.002466843,0.0018783485,0.0020088896,0.0032144561,9.979937e-05,5.8477617e-05,3.7130998e-09,3.6264078e-06,6.7450576,5.440884,4.505538,5.9478173,278.99622,281.50266,287.99445,284.3482,281.10703,284.29022,291.00363,286.7914,276.7768,278.58588,284.84253,281.82333
Aix-en-Provence,43.528301,5.44973,0.0020141783,0.0020015403,0.000806804,0.0043317177,2.134209e-05,1.6476181e-06,1.0764802e-08,6.2386825e-06,3.2988558,3.4728808,2.9391944,3.0783362,281.55032,286.7207,296.602,290.28436,285.2306,291.10495,301.73993,294.33575,278.45114,282.26666,291.138,286.75864
Alcalá de Henares,40.482052,-3.35996,0.0014510519,0.0015002474,0.0003761949,0.0018770065,0.00012750165,5.528461e-05,6.1470736e-08,6.728231e-05,2.076167,2.4199426,2.379025,2.037027,280.73428,286.37936,299.1918,289.31772,286.2534,292.56598,307.47836,295.50873,275.9874,280.0847,290.39862,283.60437
Alicante,38.345169,-0.48149,0.00094319886,0.0010511278,0.00022165853,0.0016538987,1.3306221e-05,3.9294946e-06,9.028787e-09,8.61922e-06,2.7511728,2.7036662,2.3533454,2.4378898,284.8808,289.08395,300.1235,292.93732,290.822,294.9707,306.75363,298.7739,279.9387,283.3493,293.62775,287.8144
Almería,36.838139,-2.45974,0.00089741306,0.00091486855,0.00011131082,0.0010508096,8.615771e-05,4.5559565e-05,3.0223637e-10,3.4354314e-06,1.9276347,2.2231603,1.9127543,1.8890091,283.2909,287.72845,299.05478,291.43674,289.10767,293.22925,305.31366,297.13544,278.6592,282.1953,292.37292,286.42572
Amersfoort,52.154999,5.3875,0.0029016144,0.001972101,0.0026125615,0.0023210528,0.00011330375,2.016487e-05,6.918756e-09,6.4424726e-06,4.824927,3.865265,3.3933988,3.916417,278.88644,283.80542,291.5114,285.80444,281.50208,288.3493,296.31125,289.90305,276.23685,279.0528,286.3051,281.9142
Amiens,49.900002,2.3,0.0028598816,0.002073744,0.0023014804,0.0025337252,0.0001091034,2.2513259e-05,8.646499e-09,3.476597e-06,4.643555,3.8636086,3.3893535,3.8315067,279.68033,284.32623,292.372,286.89374,282.08484,288.2043,296.85547,290.50763,277.28317,280.2744,287.61053,283.45267
Amsterdam,52.374031,4.88969,0.0032675923,0.0020595116,0.00290234,0.0030254677,0.000118416705,2.0937912e-05,9.065368e-09,3.68193e-06,6.2222233,4.918434,4.31669,5.147567,279.0083,283.44128,291.06476,286.23474,281.03778,286.758,294.41098,289.25015,276.89148,279.9081,287.21518,283.24005
Angers,47.466671,-0.55,0.002726294,0.002123157,0.0013699236,0.0021973862,2.2416189e-05,7.953721e-07,7.4101636e-09,1.2746561e-07,4.0744967,3.6947331,3.3000164,3.3895683,280.46936,285.142,293.73627,287.58682,283.5,289.83087,299.34772,292.29758,277.43796,280.33325,287.9218,283.2124
Antwerpen,51.219891,4.40346,0.0026480411,0.0018757777,0.0023165436,0.0021159789,8.88458e-05,1.7575027e-05,1.2138775e-08,1.6752649e-06,4.6436834,3.7548556,3.3049374,3.8036084,279.4812,284.28992,292.38998,286.5362,282.18256,288.74414,297.09845,290.55048,276.80927,279.69995,287.438,282.72955
Apeldoorn,52.209999,5.96944,0.0030282093,0.0020262187,0.0028991974,0.0023497944,0.00012337456,1.398608e-05,5.149892e-09,1.3796933e-05,4.725629,3.7849689,3.3602452,3.8760333,278.82922,283.80447,291.27426,285.65277,281.30945,288.23682,295.98734,289.67188,276.29333,279.15738,286.16415,281.84125
Arezzo,43.461391,11.87691,0.0019243344,0.002189463,0.0012591889,0.0038364076,0.00032011833,7.305517e-05,1.949798e-09,2.4801999e-05,2.1610422,2.1016,1.8176868,1.973501,278.44748,284.21478,295.20804,287.61188,281.48746,288.3111,300.55072,291.31354,275.68527,280.17023,289.9267,284.3269
Arnhem,51.98,5.91111,0.0029100133,0.0019429944,0.002664013,0.002252242,0.00010637447,2.1272373e-05,8.753749e-09,8.91361e-06,4.5393105,3.6505446,3.25723,3.7455754,278.9919,283.94547,291.661,285.83118,281.53577,288.47266,296.55817,289.94437,276.40237,279.24817,286.4749,281.96466
Athens,37.97945,23.716221,0.001988789,0.0010109467,0.00021021313,0.0017274504,8.55797e-05,8.978572e-06,2.462786e-10,1.7606544e-06,2.644849,2.503442,2.4910502,2.4285915,283.31686,288.73172,300.91577,292.76642,286.994,293.62265,306.47214,297.59186,279.80264,283.9942,295.07794,288.39117
Augsburg,48.366669,10.88333,0.0022141198,0.0021890549,0.003009417,0.0022903397,0.0005409243,0.00011780283,1.2527006e-08,8.665382e-05,3.0907898,2.6490881,2.3929262,2.4652038,275.64288,283.4269,293.08905,285.01013,278.51126,288.56934,298.87115,289.53833,272.9236,278.5034,287.51987,281.10623
Avignon,43.948341,4.80892,0.0021243314,0.0020374877,0.001025805,0.0046367957,7.99767e-05,2.2235357e-05,9.2059596e-09,2.3046685e-05,3.3493454,3.430467,3.2179863,3.1356854,280.80624,286.319,296.7823,289.5211,284.6284,291.19302,302.7779,293.86356,277.57996,281.532,290.70105,285.77496
Barcelona,41.38879,2.15899,0.001443498,0.0016321834,0.0012342269,0.0030592326,6.29233e-05,1.694896e-05,1.9369413e-09,3.551336e-06,2.0786662,2.241405,2.0325966,1.8288138,283.02322,286.98566,297.4267,290.86295,287.4961,291.69452,302.48785,295.26205,279.3429,282.47308,292.47205,287.10565
Bari,41.117729,16.851179,0.0021349771,0.0017784297,0.00075895956,0.001968925,3.186676e-05,1.2681987e-05,2.6493001e-09,2.872678e-06,3.996868,3.4021382,2.847347,2.9879231,283.24002,288.2257,299.48105,292.40192,286.86096,292.69983,305.00507,297.05075,279.83957,283.885,293.78702,288.33752
Basel,47.558399,7.57327,0.0038686974,0.0031393778,0.002996446,0.003726208,0.0008260081,0.0002092626,3.6013985e-06,0.00015190215,2.2694776,2.1091752,1.8571978,1.8573468,276.7471,283.60068,292.88348,285.47595,279.24878,288.36102,298.66983,289.6758,274.52707,279.06046,287.19098,281.91306
Bath,51.377949,-2.35907,0.0031347799,0.0020040753,0.0020506487,0.002604435,9.437564e-05,1.875613e-05,6.4400254e-09,1.0868521e-05,4.6109996,4.232611,3.6762187,3.946608,279.27536,282.9381,290.6578,285.6385,282.00494,287.0279,295.20645,289.14532,276.32986,278.75336,285.9552,282.12997
Belfast,54.583328,-5.93333,0.0035776242,0.0026177582,0.0028482033,0.004037274,0.000118034404,3.920774e-05,9.906861e-09,1.7282433e-06,5.6607957,4.9541883,4.016917,4.9733872,279.31027,282.0656,289.01016,284.69995,281.85028,285.70328,292.83707,287.79654,276.68152,278.42316,285.15607,281.58084
