city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Aachen,50.776642,6.08342,0.0037272766,0.0021853514,0.002146103,0.0027528733,0.0003914465,4.492792e-05,7.367972e-09,3.118841e-05,5.164432,3.792144,3.301295,4.2076197,277.88913,283.4314,292.20804,285.5141,280.80478,288.0214,297.61243,289.64072,275.1183,278.79114,286.64755,281.70255
Aberdeen,57.143688,-2.09814,0.0030602003,0.0019310169,0.0017964536,0.0029847347,0.00020912004,2.7993909e-05,1.828345e-08,8.449702e-06,6.827475,5.5202036,4.4500275,6.1493354,278.05515,280.9737,287.31796,283.49918,280.17,283.73764,290.3887,286.03525,275.7986,278.05566,284.1122,280.87256
Aix-en-Provence,43.528301,5.44973,0.0017446093,0.0017244138,0.0008850166,0.0025162562,1.9798494e-05,4.8352496e-07,1.8439451e-09,1.8448561e-07,3.145363,3.3869872,3.0146804,2.9537067,281.61423,286.6387,296.49896,289.76483,285.31464,291.08362,301.48706,293.96793,278.42886,282.12427,291.20712,286.01434
Alcalá de Henares,40.482052,-3.35996,0.0015211144,0.0014091373,0.0006455826,0.0015308799,0.0001937831,2.9997644e-05,6.5704603e-06,1.628781e-05,2.3049953,2.4227395,2.3719738,2.090166,280.60822,286.47153,297.88214,289.43344,286.00433,292.6535,305.56256,295.7294,275.8582,280.09018,289.65845,283.63193
Alicante,38.345169,-0.48149,0.0012975466,0.0012479825,0.00038611423,0.001668093,1.5035437e-05,3.532985e-06,9.2300745e-09,2.580642e-07,2.7402349,2.5858722,2.3082688,2.3472075,284.84988,289.16315,298.98526,292.98004,290.89114,294.91315,305.2276,298.89807,279.8445,283.5528,292.89084,287.91617
Almería,36.838139,-2.45974,0.000980967,0.0009644063,0.00025020482,0.001005961,7.440194e-05,5.509518e-05,9.98255e-10,4.2228166e-06,1.9243608,2.1299808,1.9367558,1.9110104,283.31537,287.94675,297.91678,291.5322,289.18552,293.30823,303.92276,297.2297,278.606,282.45218,291.51093,286.58075
Amersfoort,52.154999,5.3875,0.0034448577,0.001900627,0.0018381724,0.002855068,0.00016103982,1.8819212e-05,5.9032064e-09,5.783758e-06,5.3027177,4.010867,3.4565825,4.22614,278.47482,283.3482,291.4026,285.36893,281.22772,287.87128,296.56036,289.3563,275.72147,278.65573,285.86945,281.61896
Amiens,49.900002,2.3,0.0036012433,0.0021994342,0.0021232734,0.00271191,0.00015870995,8.942455e-06,6.029669e-09,1.1635314e-06,5.0081234,3.8352463,3.4525342,4.0762763,279.38644,284.02008,292.31097,286.51117,281.93527,287.95615,297.05582,290.19086,276.8382,279.95514,287.35577,282.98364
Amsterdam,52.374031,4.88969,0.0037947425,0.0019849916,0.002036388,0.0034619595,0.00015001443,1.0155732e-05,6.9356973e-09,1.5620246e-06,6.814965,5.070165,4.3704405,5.4944415,278.59836,282.98633,290.7315,285.8023,280.78635,286.3416,294.37747,288.79898,276.328,279.45993,286.65536,282.88434
Angers,47.466671,-0.55,0.0034022962,0.0019925002,0.0013831931,0.0026872742,5.4360098e-05,1.272981e-06,8.636043e-09,2.2493175e-07,4.400768,3.616933,3.239678,3.561758,280.30798,284.94037,293.6836,287.50974,283.5229,289.72833,299.471,292.23505,277.15012,279.99545,287.67596,283.1103
