city,latitude,longitude,max_t2m_winter,min_t2m_winter,temp_range_winter,max_t2m_spring,min_t2m_spring,temp_range_spring,max_t2m_summer,min_t2m_summer,temp_range_summer,max_t2m_autumn,min_t2m_autumn,temp_range_autumn,hot_days,hot_days_consec
Lyon,45.748459,4.84671,278.19028,272.141,6.049286,287.84305,278.87802,8.965027,296.72977,287.05612,9.673645,288.24472,280.5135,7.7312317,7.258064516129032,3.032258064516129
Lübeck,53.868931,10.68729,275.0355,271.0965,3.9389954,283.50107,276.58856,6.912506,292.96255,285.503,7.459564,285.1271,279.68942,5.437683,0.5483870967741935,0.45161290322580644
Maastricht,50.848331,5.68889,276.9807,272.48425,4.49646,285.8037,277.9297,7.8740234,293.58453,285.40747,8.177063,286.41348,280.08633,6.3271484,2.032258064516129,1.2258064516129032
Madrid,40.4165,-3.70256,281.64868,273.87994,7.768738,289.93765,279.3953,10.542358,302.01053,289.1564,12.854126,291.82687,282.0361,9.7907715,46.645161290322584,16.129032258064516
Magdeburg,52.127731,11.62916,275.10352,270.56473,4.538788,285.2114,277.278,7.93338,294.55978,285.95993,8.5998535,285.99582,279.43536,6.5604553,2.7096774193548385,1.3548387096774193
Mainz,49.984192,8.2791,275.8204,271.0988,4.7216187,286.12265,277.7234,8.399261,294.82263,285.8261,8.996521,286.1821,279.29865,6.8834534,4.064516129032258,2.2903225806451615
Malmö,55.605869,13.00073,274.28848,270.6194,3.669098,281.38492,275.71396,5.6709595,291.7469,285.8103,5.9365845,283.9867,279.7144,4.2723083,0.0,0.0
Manchester,53.480949,-2.23743,278.19193,273.40057,4.7913513,284.1021,276.8666,7.235504,290.76727,283.6013,7.165985,285.20364,279.45172,5.7519226,0.0,0.0
Mannheim,49.496712,8.47955,276.356,271.51782,4.8381653,286.9473,278.423,8.524292,295.71906,286.65356,9.065491,286.93433,279.8932,7.0411377,6.32258064516129,2.838709677419355
Marbella,36.51543,-4.88583,286.56552,282.32608,4.239441,290.39737,285.4844,4.912964,298.15005,292.45853,5.6915283,293.16135,288.56784,4.593506,1.3548387096774193,0.7741935483870968
Marsala,37.796638,12.43518,286.82794,284.48935,2.3385925,289.73398,286.8905,2.8434753,298.3334,295.16373,3.1696777,294.38705,291.77472,2.6123352,0.25806451612903225,0.16129032258064516
Marseille,43.296951,5.38107,282.89392,278.3082,4.585724,288.80048,283.4083,5.3921814,297.50674,291.7106,5.7961426,291.31003,286.41757,4.892456,0.1935483870967742,0.1935483870967742
Messina,38.193272,15.54969,285.65778,282.93295,2.724823,289.1321,285.83218,3.2999268,298.26498,294.7047,3.5602722,293.5057,290.5741,2.93161,1.4193548387096775,1.032258064516129
Mestre,45.49028,12.2425,279.68808,274.59015,5.097931,288.80734,282.22446,6.5828857,298.6172,291.56583,7.051361,290.61465,284.64935,5.9653015,4.548387096774194,2.5483870967741935
Metz,49.11911,6.17269,276.64636,272.00082,4.6455383,286.27344,278.0741,8.199341,294.53906,285.77292,8.766144,286.53754,279.7695,6.768036,3.3870967741935485,1.8387096774193548
Milan,45.464272,9.18951,278.4315,271.77597,6.6555176,289.52136,280.2934,9.227966,298.95224,289.474,9.478241,289.78473,282.2341,7.5506287,10.129032258064516,4.483870967741935
Modena,44.647831,10.92539,278.73788,272.44028,6.2976074,289.28543,280.29187,8.993561,299.60333,289.73932,9.864014,290.51437,282.56195,7.952423,16.774193548387096,6.67741935483871
Montpellier,43.61092,3.87723,282.33096,277.16888,5.162079,288.8685,282.2631,6.6054077,297.87686,290.35455,7.5223083,290.8188,284.84143,5.977356,1.8064516129032258,1.1612903225806452
Moscow,55.75222,37.615559,266.20483,260.50766,5.697174,280.71127,272.38364,8.327637,294.37836,285.42807,8.950287,280.41153,274.3714,6.0401306,1.2903225806451613,0.9354838709677419
Mulhouse,47.75,7.33333,276.01627,270.20563,5.8106384,286.36078,277.54272,8.818054,294.7626,285.65155,9.111053,286.39847,278.9408,7.457672,2.870967741935484,1.7096774193548387
Murcia,37.987041,-1.13004,287.16644,278.39044,8.776001,293.578,283.44214,10.135864,302.57098,292.00812,10.562866,295.47626,286.42288,9.053375,44.483870967741936,12.451612903225806
Málaga,36.720161,-4.42034,286.0234,280.8193,5.2041016,290.40683,284.44632,5.9605103,298.80978,291.93024,6.879547,293.1677,287.48868,5.679016,3.096774193548387,1.6451612903225807
Mülheim (Ruhr),51.433331,6.88333,276.7342,272.3176,4.4165955,285.92828,278.0656,7.862671,293.99664,285.8281,8.168549,286.5035,280.26828,6.2352295,2.4516129032258065,1.4193548387096775
München,48.137428,11.57549,274.03595,268.05664,5.979309,285.2608,276.34085,8.919952,294.0172,285.03598,8.981232,285.482,277.86166,7.620331,1.5806451612903225,1.096774193548387
Münster,51.96236,7.62571,276.40347,271.93124,4.472229,285.7023,277.6414,8.060913,294.00006,285.49008,8.509979,286.373,279.9359,6.4370728,2.6774193548387095,1.5483870967741935
Namur,50.4669,4.86746,277.08597,272.42633,4.6596375,285.71176,277.73666,7.9750977,293.35,285.07526,8.27475,286.37738,279.90366,6.4737244,1.6774193548387097,0.967741935483871
Nantes,47.217251,-1.55336,280.99686,275.5198,5.477051,287.71094,280.01303,7.6979065,295.3257,286.95493,8.370789,289.1666,282.3367,6.829895,3.7096774193548385,1.7741935483870968
Napoli,40.833328,14.25,284.3013,280.13858,4.1627197,289.13202,284.0737,5.058319,298.37213,292.93344,5.43869,292.82083,288.1276,4.6932373,1.5806451612903225,1.032258064516129
Neuß,51.198071,6.68504,276.89157,272.4381,4.4534607,285.9788,278.09863,7.8801575,293.99332,285.8287,8.164612,286.57037,280.29364,6.2767334,2.3225806451612905,1.3870967741935485
Newcastle upon Tyne,54.973282,-1.61396,278.49277,274.6089,3.8838806,283.02097,277.5033,5.5176697,289.82135,284.13266,5.68869,285.0663,280.3915,4.6748047,0.0,0.0
Nice,43.703129,7.26608,280.6286,275.26242,5.3661804,286.556,280.52997,6.0260315,295.29358,289.381,5.912567,289.22174,283.8773,5.344452,0.0,0.0
Nijmegen,51.842499,5.85278,277.13126,272.70483,4.426422,285.8001,277.9732,7.8269043,293.71194,285.62967,8.082275,286.6103,280.4484,6.1618958,2.032258064516129,1.1612903225806452
Northampton,52.25,-0.88333,278.77695,273.9323,4.844635,285.0513,277.4467,7.6046143,292.53873,284.49414,8.044586,286.3892,280.03052,6.358673,0.22580645161290322,0.1935483870967742
Norwich,52.627831,1.29834,278.92697,275.42184,3.505127,283.44638,278.5412,4.905182,291.026,285.69843,5.3275757,286.3549,281.99506,4.359833,0.0,0.0
Nottingham,52.953602,-1.15047,278.7226,273.87222,4.8503723,284.86337,277.29672,7.5666504,292.23474,284.30182,7.9329224,286.21368,279.9482,6.2654724,0.12903225806451613,0.12903225806451613
Novi Sad,45.251671,19.836941,276.405,270.25616,6.148834,289.53433,280.22943,9.304901,300.2465,289.95908,10.287415,290.7302,281.81345,8.916748,27.548387096774192,7.193548387096774
Nîmes,43.833328,4.35,282.1955,275.9689,6.226593,290.13712,281.80527,8.331848,299.92044,290.4231,9.497345,291.55783,284.05365,7.504181,15.67741935483871,6.258064516129032
Nürnberg,49.454208,11.07752,274.48517,269.45123,5.0339355,285.65344,277.18997,8.46347,294.63632,285.53485,9.101471,285.6987,278.60892,7.0897827,3.4193548387096775,1.8064516129032258
Oberhausen,51.47311,6.88074,276.72464,272.3013,4.42334,285.899,278.0407,7.8582764,293.97626,285.80753,8.168732,286.49008,280.26746,6.2226257,2.5806451612903225,1.4838709677419355
Odessa,46.47747,30.73262,274.75775,270.31363,4.4441223,285.14737,279.29663,5.8507385,298.24335,291.4609,6.78244,287.67383,282.05927,5.614563,3.032258064516129,1.903225806451613
Olsztyn,53.779949,20.49416,271.67435,266.94672,4.7276306,282.72736,274.89716,7.8302,293.80823,285.27628,8.531952,283.91998,277.9256,5.994385,0.9032258064516129,0.7096774193548387
Oradea,47.066669,21.933331,275.4437,269.31482,6.1288757,288.38614,279.22342,9.16272,298.89224,288.78882,10.103424,289.36484,280.55087,8.813965,16.387096774193548,5.193548387096774
Orléans,47.902889,1.90389,279.1861,273.88266,5.3034363,287.5998,279.17807,8.421722,295.78195,286.66022,9.121735,288.45364,281.18555,7.268097,5.193548387096774,2.5483870967741935
Oslo,59.912731,10.74609,268.83734,263.6226,5.214752,280.53705,272.43988,8.097168,291.83453,284.27737,7.5571594,281.3432,276.4498,4.893402,0.06451612903225806,0.06451612903225806
Osnabrück,52.27264,8.0498,276.19995,271.74298,4.45697,285.54892,277.50064,8.048279,293.95093,285.43347,8.517456,286.2393,279.84985,6.389435,2.5161290322580645,1.4838709677419355
Ostrava,49.834648,18.28204,272.79218,267.54767,5.244507,284.51352,276.06067,8.45285,294.49646,285.37103,9.125427,285.5278,278.1764,7.35141,1.4838709677419355,0.967741935483871
Oulu,65.01236,25.468161,266.4812,261.33533,5.145874,276.4871,269.22614,7.260956,290.51694,283.1138,7.403137,278.46225,273.77792,4.684326,0.03225806451612903,0.03225806451612903
Oviedo,43.360291,-5.84476,281.7655,276.5447,5.2207947,285.9158,279.8275,6.0882874,292.34235,286.25388,6.0884705,288.5287,282.70874,5.8199463,0.0,0.0
Oxford,51.75222,-1.25596,278.91272,274.04254,4.870178,285.13928,277.5204,7.6188965,292.51233,284.50717,8.005157,286.4082,280.05878,6.3494263,0.1935483870967742,0.12903225806451613
Padova,45.415192,11.88181,279.49887,272.95624,6.542633,289.4904,281.1849,8.305481,299.27466,290.48923,8.785431,290.81702,283.26666,7.550354,11.838709677419354,5.387096774193548
Palermo,38.115822,13.35976,285.7707,281.88742,3.8832703,289.85577,284.95306,4.90271,299.34573,293.969,5.3767395,294.05075,289.63492,4.4158325,5.483870967741935,2.5161290322580645
Palma,39.569389,2.65024,286.11392,284.00055,2.1133728,289.42285,286.90936,2.5134888,297.89883,295.15405,2.7447815,293.65497,291.403,2.2519531,0.0,0.0
Pamplona,42.816872,-1.64323,280.654,274.33206,6.32193,287.4595,279.00266,8.456848,295.74542,286.09702,9.648407,289.49765,281.6899,7.8077393,4.612903225806452,2.129032258064516
Paris,48.853409,2.3488,278.69827,273.64328,5.0549927,287.05746,278.7939,8.26355,295.00067,286.1457,8.85498,287.82086,280.84998,6.970886,3.3225806451612905,1.7741935483870968
Parma,44.802662,10.32898,278.71152,272.36432,6.3471985,289.59833,280.45624,9.14209,299.72684,289.8977,9.829132,290.47604,282.62405,7.8519897,16.774193548387096,6.612903225806452
Perpignan,42.697639,2.89541,282.5772,276.4952,6.0820007,288.9592,281.70465,7.254547,297.83286,290.08978,7.7430725,291.15485,284.52386,6.6309814,2.903225806451613,1.8387096774193548
Perugia,43.112202,12.38878,280.306,273.7587,6.5473022,288.80637,279.65573,9.150635,299.70044,288.86014,10.8403015,291.04092,282.60675,8.434174,19.70967741935484,7.290322580645161
Piraeus,37.947449,23.637079,285.36514,280.88693,4.4782104,291.60287,285.1426,6.460266,302.40918,295.0609,7.3482666,294.84177,289.24088,5.600891,41.16129032258065,12.64516129032258
Pisa,43.71553,10.39659,282.1153,277.69324,4.422058,288.3806,282.9142,5.4664,297.55222,291.74164,5.8105774,291.1922,286.0863,5.105896,0.967741935483871,0.6774193548387096
Ploieşti,44.950001,26.01667,274.81277,267.94525,6.867523,286.86246,277.69894,9.163513,298.04517,288.03937,10.005798,288.2482,279.23764,9.010559,6.709677419354839,2.870967741935484
Plovdiv,42.150002,24.75,276.83542,269.01398,7.8214417,287.08652,277.69977,9.386749,297.94983,287.74078,10.209045,289.15726,279.94415,9.213104,6.709677419354839,3.0
Plymouth,50.371529,-4.14305,280.9024,277.63803,3.2643738,284.02832,279.85016,4.1781616,290.18057,286.00394,4.1766357,286.53268,283.05984,3.4728394,0.0,0.0
Plzeň,49.747471,13.37759,273.20007,267.96835,5.23172,284.5114,275.90903,8.602386,293.93326,284.6162,9.317047,284.86804,277.46945,7.39859,1.5161290322580645,1.032258064516129
Porto,41.149609,-8.61099,285.143,280.03995,5.103058,289.27527,283.42566,5.8496094,295.71573,288.95944,6.7562866,291.63287,285.90015,5.732727,0.5806451612903226,0.45161290322580644
Potsdam,52.398861,13.06566,274.7264,270.17313,4.5532837,285.16885,277.34158,7.8272705,294.79123,286.3226,8.468628,285.8853,279.4718,6.413513,2.870967741935484,1.4838709677419355
Poznań,52.406921,16.92993,273.5814,268.75772,4.8236694,284.52054,276.49316,8.027374,294.9977,286.0536,8.944122,285.50833,278.7433,6.765045,2.4838709677419355,1.4516129032258065
Prague,50.088039,14.42076,273.69284,268.5254,5.16745,285.02838,276.46976,8.558624,294.6672,285.40533,9.261871,285.55905,278.18835,7.370697,2.2903225806451615,1.3548387096774193
Prato,43.884251,11.09092,279.7504,273.3173,6.4331055,288.5722,279.75812,8.814087,298.95657,288.89056,10.0660095,290.48633,282.3986,8.087738,12.903225806451612,5.612903225806452
Preston,53.76667,-2.71667,278.9544,274.9849,3.969513,283.76385,278.10538,5.658478,290.1527,284.85065,5.302063,285.55942,281.05423,4.505188,0.0,0.0
Pécs,46.083328,18.23333,275.94724,270.02707,5.920166,288.56128,279.57864,8.9826355,298.92712,289.02853,9.89859,289.47845,281.05826,8.420197,16.677419354838708,5.225806451612903
Ravenna,44.4175,12.20111,280.8199,275.71686,5.1030273,289.23657,282.47586,6.7607117,299.82132,292.25626,7.5650635,291.67682,285.4525,6.224304,14.0,5.806451612903226
Reading,51.456249,-0.97113,279.03485,274.16074,4.874115,285.29306,277.6558,7.637268,292.70187,284.64908,8.052795,286.5769,280.18567,6.3912354,0.3870967741935484,0.25806451612903225
Regensburg,49.014999,12.09556,274.3699,268.94315,5.426758,285.99777,277.26556,8.732208,294.96857,285.7549,9.213654,285.88846,278.53848,7.3499756,3.3225806451612905,1.967741935483871
Reims,49.25,4.03333,277.97763,272.99643,4.981201,286.80472,278.5243,8.280426,294.69757,285.9358,8.76178,287.338,280.4148,6.923218,3.4838709677419355,1.7741935483870968
Rennes,48.11198,-1.67429,280.50034,275.18304,5.3172913,287.24454,279.32422,7.9203186,294.60052,286.02127,8.579254,288.5031,281.68323,6.8198853,1.8709677419354838,1.0
Reykjavík,64.135483,-21.895411,273.66107,268.81677,4.8442993,277.82092,272.9046,4.916321,284.91202,280.62183,4.2901917,279.0049,275.08948,3.9154358,0.0,0.0
Riga,56.945999,24.10589,270.57022,266.22803,4.3421936,280.5433,273.6196,6.923706,292.73376,285.8832,6.8505554,282.60645,277.9872,4.619232,0.03225806451612903,0.03225806451612903
Rimini,44.063332,12.58083,281.08374,277.39816,3.6855774,288.03522,283.272,4.763214,298.2747,292.93262,5.3420715,291.03375,286.64594,4.3878174,2.032258064516129,1.1935483870967742
Rome,41.894741,12.4839,283.79535,278.0219,5.7734375,289.70004,282.74887,6.951172,299.47986,291.77927,7.700592,292.79837,286.46408,6.3342896,8.225806451612904,4.451612903225806
Roquetas de Mar,36.764191,-2.61475,286.09625,282.07446,4.0217896,290.06256,285.68835,4.3742065,298.17264,293.48752,4.6851196,293.0748,288.9817,4.093109,0.45161290322580644,0.3870967741935484
Rostock,54.088699,12.14049,274.67767,271.258,3.4196777,282.41034,276.67618,5.7341614,292.4644,286.37067,6.0937195,284.57983,280.08527,4.494568,0.0,0.0
Rotterdam,51.922501,4.47917,277.7951,273.78183,4.013275,284.9732,278.49316,6.4800415,292.69272,286.09164,6.601074,286.6867,281.4251,5.2615967,0.6774193548387096,0.45161290322580644
Rouen,49.44313,1.09932,278.76978,273.90225,4.867523,286.21875,278.3651,7.8536377,293.7336,285.3331,8.400513,287.3318,280.76706,6.564728,1.6774193548387097,0.9354838709677419
Saint Petersburg,59.89444,30.26417,267.59045,262.84204,4.748413,279.03412,271.15683,7.877289,292.48132,284.2253,8.256012,280.29117,275.39264,4.898529,0.0967741935483871,0.0967741935483871
Saint-Étienne,45.433331,4.4,277.20218,271.1984,6.003784,286.09,277.53876,8.551239,295.06924,285.56097,9.50827,286.93698,279.3856,7.5513916,2.5483870967741935,1.6129032258064515
Salamanca,40.968819,-5.66388,280.69504,273.69876,6.996277,288.20792,278.2506,9.957306,299.43396,286.5367,12.897247,290.39124,280.73837,9.652863,21.870967741935484,6.806451612903226
Salerno,40.677971,14.76599,283.87903,279.82516,4.0538635,288.8228,283.79474,5.028076,298.164,292.70175,5.4622498,292.5311,287.83582,4.695282,1.6451612903225807,1.1290322580645162
Salzburg,47.799412,13.04399,272.3362,265.84457,6.491638,282.97958,273.6113,9.368286,292.36642,282.78876,9.577667,284.24643,275.56317,8.683258,0.41935483870967744,0.3548387096774194
Santander,43.464722,-3.80444,283.57343,279.7626,3.8108215,287.02097,282.70847,4.3125,293.18158,289.05734,4.124237,290.0555,286.03702,4.0184937,0.06451612903225806,0.06451612903225806
Santiago de Compostela,42.88052,-8.54569,283.86234,277.85233,6.01001,288.19257,280.85855,7.334015,294.8683,286.55606,8.312225,290.45874,283.504,6.9547424,1.967741935483871,1.2258064516129032
Sarajevo,43.84864,18.35644,274.38943,267.2955,7.093933,284.7475,275.8083,8.939209,294.77063,285.12436,9.646271,286.8076,278.221,8.586578,2.129032258064516,1.1935483870967742
Setúbal,38.524399,-8.8882,287.11288,282.28394,4.828949,291.1763,285.15854,6.017761,297.91492,289.8537,8.061218,293.72357,287.67673,6.0468445,3.6451612903225805,2.0
Sevilla,37.382408,-5.97613,287.7083,279.36993,8.338379,294.51492,284.26874,10.246185,305.43054,292.5736,12.856934,296.97552,287.06253,9.912994,89.87096774193549,36.83870967741935
Sheffield,53.382969,-1.4659,278.24353,273.59207,4.6514587,284.23862,276.9362,7.302429,291.37244,283.87378,7.498657,285.53445,279.63657,5.897888,0.03225806451612903,0.03225806451612903
Siracusa,37.085152,15.273,286.90216,283.34833,3.553833,290.32404,286.36008,3.9639587,299.67233,295.54675,4.12558,294.7961,291.2001,3.5960083,5.741935483870968,2.967741935483871
Skopje,42.001221,21.42878,276.37787,268.72473,7.653137,287.27444,277.17773,10.09671,298.54428,287.04074,11.50354,289.40195,279.81378,9.588165,13.516129032258064,5.548387096774194
Sochi,43.599171,39.725689,279.33942,275.2444,4.0950317,284.92017,279.88403,5.036133,295.63864,290.62387,5.0147705,289.41,284.28287,5.127136,0.16129032258064516,0.16129032258064516
Sofia,42.69751,23.32415,275.34888,267.18945,8.159424,286.01892,276.5074,9.511536,296.35257,286.24673,10.105835,287.98917,278.45728,9.531891,2.935483870967742,1.935483870967742
Southampton,50.90395,-1.40428,279.92874,276.2253,3.7034302,284.43283,279.16245,5.2703857,291.38513,285.91983,5.4653015,286.82812,282.3939,4.4342346,0.0,0.0
Split,43.508911,16.43915,281.30185,277.07855,4.223297,287.67117,282.96503,4.7061462,297.13583,292.08005,5.055786,290.75266,286.22903,4.5236206,0.0967741935483871,0.0967741935483871
Stockholm,59.332581,18.064899,272.1433,268.15182,3.9914856,279.63123,273.89053,5.740692,291.38528,285.81528,5.5700073,282.30386,278.41095,3.8929138,0.0,0.0
Strasbourg,48.58342,7.74296,276.6563,271.5739,5.0823975,287.05872,278.49777,8.560944,295.5178,286.56042,8.957367,287.03842,279.92316,7.115265,5.612903225806452,2.5483870967741935
Stuttgart,48.782318,9.17702,275.4502,270.07175,5.3784485,285.97427,277.3848,8.589478,294.52872,285.5253,9.003418,286.10126,278.78793,7.313324,3.3870967741935485,1.903225806451613
Szczecin,53.42894,14.55302,274.04782,269.6926,4.3552246,283.8366,276.45126,7.3853455,293.82877,285.97232,7.8564453,285.22095,279.3152,5.9057617,0.7096774193548387,0.5806451612903226
Szeged,46.252998,20.148239,276.1739,270.18167,5.992218,289.27322,279.96518,9.308044,300.2392,289.68427,10.554932,290.3187,281.28918,9.0295105,26.741935483870968,7.161290322580645
Tallinn,59.436958,24.753531,270.04776,265.9909,4.0568542,278.2062,272.2644,5.941803,291.01917,285.14926,5.8699036,281.38617,277.52402,3.862152,0.0,0.0
Tampere,61.499111,23.787121,268.01523,263.1805,4.834717,278.5239,270.83908,7.6848145,291.7103,284.536,7.174286,280.0282,275.7993,4.2289124,0.0,0.0
Taranto,40.476109,17.229719,284.93222,280.79977,4.1324463,290.0974,284.8359,5.261505,300.46454,294.45868,6.0058594,293.83185,289.04544,4.7864075,14.741935483870968,6.548387096774194
The Hague,52.076672,4.29861,278.0926,275.0524,3.0401917,283.35056,279.14474,4.2058105,291.06256,286.92844,4.1341248,286.4696,282.90738,3.5622253,0.0,0.0
Thessaloníki,40.640282,22.94389,281.56036,275.77036,5.7900085,290.13608,283.2407,6.8953857,301.47534,293.73148,7.743866,292.79782,286.2751,6.5227356,29.129032258064516,9.225806451612904
Tilburg,51.555511,5.0913,277.49643,273.02188,4.4745483,285.922,278.1651,7.756897,293.68973,285.69305,7.9966736,286.77502,280.58862,6.1864014,2.032258064516129,1.1935483870967742
Timişoara,45.753719,21.22571,276.3807,270.15872,6.221985,289.27832,279.9638,9.314514,299.85706,289.50098,10.356079,290.3514,281.3277,9.023712,22.774193548387096,6.709677419354839
Tirana,41.327499,19.81889,281.1418,274.54712,6.594696,288.86444,280.7465,8.11795,298.98492,290.0325,8.952423,291.91074,284.0737,7.837036,9.0,4.32258064516129
Toledo,39.858101,-4.02263,282.38943,274.63226,7.7571716,290.65573,280.14285,10.512878,302.96237,290.02057,12.941803,292.60492,282.75412,9.8508,58.54838709677419,21.483870967741936
Toruń,53.013748,18.598141,272.8886,268.10147,4.78714,283.9085,275.8578,8.05072,294.6824,285.78137,8.9010315,284.9804,278.46063,6.5197754,1.5161290322580645,1.064516129032258
Toulon,43.116669,5.93333,283.05457,278.64017,4.414398,288.63953,283.35452,5.2850037,297.46637,291.65823,5.808136,291.31677,286.56418,4.752594,0.1935483870967742,0.16129032258064516
Toulouse,43.604259,1.44367,281.7936,275.24377,6.549835,289.45865,280.61368,8.844971,297.99222,288.3007,9.691528,291.1075,282.8997,8.207825,12.258064516129032,3.7419354838709675
Tours,47.383331,0.68333,279.8878,274.4313,5.456482,287.873,279.50394,8.369049,295.98737,286.8687,9.118652,288.85416,281.61707,7.237091,4.870967741935484,2.4193548387096775
Trier,49.75565,6.63935,275.5992,271.07718,4.5220337,285.2305,277.1808,8.049713,293.38733,284.80966,8.577667,285.43015,278.86542,6.564728,1.6774193548387097,0.9354838709677419
Trieste,45.648609,13.78,278.47568,273.78604,4.689636,287.05222,280.9862,6.0660095,296.73203,290.15448,6.577545,289.0192,283.52884,5.4903564,0.6774193548387096,0.5483870967741935
Turin,45.070492,7.68682,275.463,268.53323,6.929779,285.4368,276.92355,8.513245,295.1195,286.19116,8.928345,286.37463,278.97,7.4046326,0.2903225806451613,0.16129032258064516
Turku,60.451481,22.26869,270.334,265.63464,4.6993713,278.9856,271.7385,7.247101,291.84695,284.58487,7.262085,281.2776,276.77805,4.499542,0.0,0.0
Utrecht,52.090832,5.12222,277.43057,273.27213,4.1584473,285.1527,278.1979,6.9548035,292.93918,285.80246,7.1367188,286.54208,280.9766,5.5654907,0.967741935483871,0.6451612903225806
Valencia,39.469749,-0.37739,286.03992,279.6897,6.3502197,291.3642,284.17245,7.191742,300.16492,292.8092,7.355713,294.08994,287.59564,6.494293,10.580645161290322,3.5161290322580645
Valladolid,41.655182,-4.72372,280.72562,273.67935,7.0462646,288.65366,278.33914,10.314514,299.84525,286.51352,13.331726,290.60104,280.70013,9.900909,25.741935483870968,7.741935483870968
Vantaa,60.29414,25.040991,269.80252,265.71332,4.089203,277.76056,272.1274,5.633148,290.80508,285.26538,5.5397034,280.89456,277.18756,3.7070007,0.0,0.0
Varna,43.216671,27.91667,277.9277,272.72064,5.207062,286.35324,280.1201,6.2331543,298.1355,291.12515,7.0103455,289.8747,283.74213,6.1325684,2.6774193548387095,1.6774193548387097
Venezia,45.43861,12.32667,279.9605,275.79654,4.163971,288.38025,282.9935,5.3867493,298.30515,292.48734,5.81781,290.61743,285.77847,4.8389587,2.7419354838709675,1.6774193548387097
Verona,45.434189,10.99779,278.34088,271.68948,6.6513977,288.9375,280.12192,8.815582,298.59924,289.5787,9.020538,289.78546,282.46982,7.3156433,8.612903225806452,3.935483870967742
Vienna,48.208488,16.37208,274.5129,269.09555,5.4173584,286.72772,278.03412,8.6936035,296.5626,287.1953,9.367279,287.22144,279.5118,7.7096252,6.161290322580645,2.6774193548387095
Vigo,42.232819,-8.72264,284.71136,279.67932,5.0320435,288.3847,282.544,5.8406982,294.47403,288.01508,6.458954,290.64438,285.1033,5.5410767,0.0967741935483871,0.0967741935483871
Vilnius,54.689159,25.2798,269.72913,264.75076,4.978363,281.81866,273.98,7.8386536,293.78604,285.1568,8.629242,282.53354,276.68066,5.8528748,0.4838709677419355,0.2903225806451613
Warsaw,52.229771,21.01178,272.6049,267.55585,5.0490417,284.3565,276.13702,8.219482,295.34738,286.20505,9.142334,285.0696,278.30853,6.761078,2.774193548387097,1.4516129032258065
Wiesbaden,50.082581,8.24932,275.6439,270.99048,4.653412,285.875,277.5521,8.3229065,294.52216,285.5986,8.923553,285.9555,279.1607,6.7948,3.4516129032258065,1.967741935483871
Wolverhampton,52.585468,-2.12296,278.75665,273.83978,4.91687,284.86853,277.2864,7.582123,291.989,284.1324,7.8566284,286.01083,279.79684,6.2139893,0.06451612903225806,0.06451612903225806
Wrocław,51.099998,17.033331,273.80215,268.6553,5.1468506,284.9954,276.68073,8.314667,295.23026,286.0103,9.21994,286.03867,278.69135,7.3473206,3.193548387096774,1.7419354838709677
Wuppertal,51.270271,7.16755,276.33844,271.9087,4.4297485,285.60446,277.80255,7.8019104,293.67258,285.55347,8.11911,286.154,279.96265,6.191345,2.064516129032258,1.1290322580645162
Yaroslavl',57.629871,39.87368,265.0765,259.46368,5.6128235,279.78195,271.58698,8.194977,293.7643,284.98175,8.782562,279.4434,273.8483,5.595093,1.0,0.7741935483870968
York,53.95763,-1.08271,278.65863,273.84583,4.812805,284.38382,277.1295,7.2543335,291.55167,284.05862,7.493042,285.96448,279.89,6.074463,0.0,0.0
Zagreb,45.814442,15.97798,276.05383,269.44946,6.60437,288.32465,279.00653,9.318115,298.15506,288.31247,9.84259,288.76227,280.57706,8.185211,11.225806451612904,4.0
Zaragoza,41.656059,-0.87734,282.54062,275.13324,7.407379,291.13394,280.5824,10.551544,301.6126,289.1056,12.507019,292.27463,282.85254,9.422089,40.58064516129032,10.064516129032258
Zürich,47.366669,8.55,274.0456,268.60745,5.438141,284.21634,275.674,8.542328,293.14413,284.4221,8.722046,284.99457,278.10876,6.885803,0.6129032258064516,0.45161290322580644
Århus,56.156738,10.21076,274.98242,271.9944,2.988037,281.08026,276.3924,4.687866,291.11566,285.91858,5.1970825,284.0728,280.46112,3.6116943,0.0,0.0
Łódź,51.75,19.466669,272.76315,267.7825,4.980652,284.2436,276.0463,8.197296,295.02322,285.82724,9.195984,285.27655,278.23254,7.0440063,2.7419354838709675,1.3870967741935485
