city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,min_t2m_winter,max_t2m_spring,min_t2m_spring,max_t2m_summer,min_t2m_summer,max_t2m_autumn,min_t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn
Tbilisi,41.75,44.75,0.0010292388,3.8095757e-05,0.0,0.00042888324,270.50134,282.07532,292.64813,283.3216,274.66074,263.7663,288.25177,273.2129,295.96378,288.79135,292.06332,274.455,0.0016329836,0.003407729,0.0021352416,0.0017034248,1.8017788,2.0096145,2.0292594,1.8088428
Vatican City,42.0,12.5,4.942859e-05,3.8826906e-06,0.0,1.8714976e-05,280.90997,285.52713,294.74252,287.99396,283.0589,278.94266,290.58176,280.115,298.10724,291.90982,294.40805,281.66254,0.0036633243,0.002626299,0.0023663344,0.0038990374,2.7739568,2.6136737,2.2321484,2.4588845
Rome,42.0,12.5,4.942859e-05,3.8826906e-06,0.0,1.8714976e-05,280.90997,285.52713,294.74252,287.99396,283.0589,278.94266,290.58176,280.115,298.10724,291.90982,294.40805,281.66254,0.0036633243,0.002626299,0.0023663344,0.0038990374,2.7739568,2.6136737,2.2321484,2.4588845
Skopje,42.0,21.5,0.00073434686,3.2869975e-05,1.3360271e-06,0.00044673638,274.6984,283.51712,293.09436,283.8463,279.57538,271.577,289.96466,275.6636,295.29865,290.17368,292.31604,275.0575,0.0018567297,0.0026866065,0.0017325861,0.0020999874,1.7230353,1.8019485,1.7105998,1.6659392
Andorra la Vella,42.5,1.5,0.0018210005,0.00086402893,4.3206743e-05,0.0010045122,272.3132,276.93448,286.78635,279.77194,274.8165,269.88635,282.89948,270.4201,289.30215,283.922,287.0512,272.14703,0.002642388,0.004343891,0.003585434,0.0023482146,1.8166885,1.7974039,1.5808291,1.6647826
Podgorica,42.5,19.25,0.0016210979,0.00018637622,1.4396067e-05,0.0006899746,276.1636,282.8996,292.14407,284.41586,279.2401,272.88776,288.97333,275.8715,294.89304,289.5697,291.66672,278.07443,0.006816532,0.005020548,0.00370944,0.007898914,1.9339583,1.807136,1.613809,1.8300134
Pristina,42.75,21.25,0.0007380486,7.199976e-05,7.2408604e-08,0.00047567333,274.16983,282.7447,291.82364,282.89365,279.16437,271.09674,289.5111,275.03555,294.00067,288.90912,291.0233,274.30273,0.001692719,0.0027515024,0.002031072,0.001945432,2.2045972,2.2729383,1.9292223,2.0298696
Sofia,42.75,23.25,0.0009441376,0.00012313171,5.6602335e-07,0.00052585785,272.61752,281.9831,290.72623,282.06107,278.03024,269.7058,288.1986,274.1183,292.66104,288.0161,289.64655,274.63947,0.0017018212,0.0031781162,0.0023109366,0.0016994334,2.0047581,2.0803041,1.83794,1.8843329
Monaco,43.75,7.5,0.0008900801,7.4835174e-05,5.925143e-07,0.0003466712,279.95056,283.82224,292.61115,286.87247,281.20306,277.5438,288.11044,278.68835,295.56143,289.9193,292.47113,282.09982,0.003759794,0.002710989,0.0019501369,0.003328726,3.5475533,3.1788783,2.466235,2.8847804
Sarajevo,43.75,18.5,0.0017633492,0.000350757,1.5598756e-05,0.0010804548,272.5259,280.07956,288.88336,280.77872,276.09122,269.2328,286.73853,271.98694,291.31165,286.37094,288.65283,274.21497,0.003061743,0.0038606361,0.0031475702,0.0031213867,1.8547844,1.9911791,1.673004,1.7719152
San Marino,44.0,12.5,0.00023470279,1.8042105e-05,0.0,0.00015827108,279.67773,285.19742,295.08978,287.20438,282.07712,276.75037,290.25763,279.19617,298.2904,292.75504,294.0261,280.19858,0.0026681758,0.00221523,0.0027716672,0.0026223536,3.0907526,3.0939744,2.748213,2.9483113
Bucharest,44.5,26.0,0.0006781702,5.481861e-06,0.0,0.00016775308,273.47293,284.63498,294.30045,284.41135,278.8002,269.9514,291.15567,276.5219,296.09534,291.78934,293.21988,276.4093,0.0014788911,0.0029531196,0.0025753446,0.0014221722,2.8363888,2.8517478,2.3480132,2.6666138
Belgrade,44.75,20.5,0.00045307123,1.2750978e-06,0.0,0.00020685726,275.44467,285.43152,294.18927,284.74014,280.63376,272.36316,292.40344,277.03842,296.5256,291.4445,292.77524,275.28668,0.0015574243,0.0025757859,0.0021153132,0.0016969893,3.18299,2.9851534,2.5001245,2.7763758
Zagreb,45.75,16.0,0.0006718211,3.7670135e-05,0.0,0.00035233144,274.8574,283.93054,293.03632,283.70715,279.45178,271.44763,290.11612,275.60242,295.06448,290.47336,291.78802,275.3344,0.00212503,0.002948729,0.0030087505,0.0023772204,1.9328597,2.270184,1.8545334,1.9479586
Ljubljana,46.0,14.5,0.0014499187,0.00023297998,9.095227e-06,0.0007487809,273.1534,281.17612,290.23553,281.72867,277.37994,269.2788,287.01566,273.71353,292.5979,287.70535,289.5016,274.49023,0.0033078017,0.0047235135,0.0040798397,0.0033524549,1.8740488,2.0660796,1.6859435,1.8900006
Bern,47.0,7.5,0.001707863,0.00057488016,3.6959296e-05,0.0010365716,272.59183,279.6024,288.45505,280.59003,276.0997,268.81873,285.61633,271.84546,290.7342,285.88382,287.571,274.46344,0.003365075,0.004647432,0.004518813,0.0034391156,2.0566428,1.9630262,1.6906445,1.8704151
Chisinau,47.0,28.75,0.0006950908,3.3140182e-06,0.0,0.00027748567,271.6554,282.74695,292.7861,282.6713,276.01678,264.58966,291.00793,274.20526,295.23987,290.61984,291.52066,274.71332,0.0013036692,0.0023323128,0.0024510773,0.0012396742,3.2589257,3.1153212,2.835323,3.0103338
Vaduz,47.25,9.5,0.0028910637,0.001275444,0.00014397127,0.0021953795,270.47348,277.60928,286.82797,278.9545,273.84534,266.2406,283.8722,270.34503,289.20737,283.39032,286.8347,273.0281,0.0038303763,0.005724522,0.0061360747,0.0041128686,1.59395,1.5247332,1.382643,1.4731051
Budapest,47.5,19.0,0.00048466612,1.1243644e-05,0.0,0.00021873404,273.85587,283.622,292.52396,282.96933,278.2265,269.57025,290.69424,275.44226,294.8188,289.8972,290.89935,275.0369,0.0015017333,0.0023138647,0.0021327336,0.0015463511,2.9511466,2.9473965,2.7010348,2.8489316
Vienna,48.25,16.25,0.0006643525,9.846599e-05,0.0,0.00026511264,273.7325,282.49744,291.57834,282.34573,277.61887,269.0579,288.74243,274.64148,294.19794,288.82123,290.9419,274.65472,0.0015990116,0.002308418,0.0023870538,0.0014852807,3.5877922,3.433112,3.162286,3.3619914
Bratislava,48.25,17.0,0.00057167653,6.1789266e-05,0.0,0.00020579409,274.08508,283.2023,292.3641,282.95032,277.92487,269.28445,289.83618,275.3841,294.96814,289.58923,291.60095,275.06857,0.0015583674,0.0021343443,0.0020671138,0.0014963539,3.6249774,3.4858081,3.180016,3.4219768
Paris,48.75,2.25,0.0002247881,5.9383888e-06,0.0,5.928852e-05,277.16666,282.29047,290.40518,283.77216,280.59802,271.83655,287.68036,276.86108,294.15955,286.93762,289.60098,278.458,0.0021027564,0.0022648105,0.0018444061,0.0018884906,3.9762526,3.7705493,3.150581,3.5504813
Saint Helier,49.25,-2.0,9.752556e-05,1.1629528e-06,0.0,1.8526007e-05,280.7781,282.36334,288.7442,286.41037,283.52728,277.6347,285.16013,279.5981,291.18472,285.6349,289.57416,283.25815,0.0031908036,0.0018478322,0.002030422,0.00354971,7.8428025,6.640372,5.5948787,6.989243
Saint Peter Port,49.5,-2.5,8.1318394e-05,1.2618524e-06,0.0,2.1169804e-05,281.48087,282.27704,288.09866,286.60413,283.92746,278.81744,284.605,279.8783,290.41022,285.1145,289.40836,283.69122,0.0032315184,0.0015773631,0.0017205909,0.003447494,8.924075,7.3593,5.9619765,7.8594036
Luxembourg,49.5,6.0,0.00044080595,5.144985e-05,0.0,0.00019256803,275.01132,281.15594,289.65723,282.18515,278.6308,269.16248,287.47443,275.01062,293.37784,286.69827,288.43933,276.58768,0.0023941535,0.0024951405,0.0021751898,0.0023673659,3.913869,3.669033,3.1626036,3.5534482
Prague,50.0,14.5,0.00061672175,8.3678744e-05,0.0,0.00030585393,273.2219,281.12527,290.14264,281.48807,277.67117,267.69788,287.33835,273.78967,292.82727,287.6227,289.84143,275.6582,0.0014169976,0.0025193037,0.0023430577,0.0016115896,3.3740885,3.1477022,2.72862,3.203931
Kyiv,50.5,30.5,0.00093038875,3.3783912e-05,7.258521e-07,0.0006050092,269.04446,281.29266,291.5317,280.53214,273.68167,261.4755,291.522,271.2914,295.12396,289.16385,289.38504,272.62173,0.0014259727,0.0020644506,0.0024934134,0.0017312827,3.9807336,3.4754448,3.1345482,3.7706501
Brussels,50.75,4.25,0.00020472915,2.6563363e-05,0.0,9.133198e-05,276.6314,281.63657,289.62485,283.3051,280.4496,269.8856,287.31644,276.19962,292.93103,286.81805,288.55713,278.34778,0.0020738991,0.0023984557,0.0021137027,0.0020398353,4.3811426,3.9079092,3.3584352,3.960476
London,51.5,-0.0,0.00019513236,1.4118795e-05,0.0,6.542736e-05,277.77225,281.2511,288.8505,283.57425,281.1868,273.5544,286.2061,276.76566,291.9022,285.30872,287.85287,278.93872,0.0019258147,0.0019479505,0.0017334479,0.001842958,4.5175614,4.274793,3.6539989,4.177295
Amsterdam,52.25,5.0,0.00022809065,2.206873e-05,0.0,7.489875e-05,276.70035,281.35202,289.43463,283.64227,280.88797,270.63644,286.63327,276.4603,293.00504,286.63837,288.6856,279.18597,0.001987157,0.002107433,0.0022453167,0.0022810868,4.9117684,4.4679456,3.9167492,4.5745554
Warsaw,52.25,21.0,0.00076029386,7.128892e-05,0.0,0.00036643876,271.74283,280.94308,290.4545,281.0931,276.35507,265.77844,289.0317,272.6059,293.77112,287.85944,289.1715,274.824,0.0014159662,0.0022646552,0.0026118527,0.00187083,3.8929842,3.5438929,3.0278513,3.7292466
Berlin,52.5,13.5,0.00048367892,4.683689e-05,0.0,0.00023048365,273.97168,281.15955,290.65158,282.18408,278.54117,268.23315,288.1159,274.15564,293.3347,287.9753,289.82687,275.80533,0.001409792,0.0020367587,0.0018953606,0.0017844377,3.807074,3.573036,3.1274629,3.6847615
Dublin,53.25,-6.25,0.00019823886,1.5127217e-05,0.0,3.6575177e-05,278.74963,280.98764,287.33752,283.50226,281.41467,275.52448,284.6705,277.67517,289.18518,284.15378,287.48193,279.2995,0.0026745654,0.0020618828,0.0022620165,0.0026446343,5.548729,4.7654223,3.9961195,5.1057115
Minsk,54.0,27.5,0.0011106686,7.2766234e-05,4.9864807e-06,0.0008014485,267.7014,278.69092,289.2887,278.69678,273.07806,260.70337,288.60468,268.57983,292.6077,286.4857,287.4304,271.70007,0.0014434214,0.0023814132,0.0027461795,0.001971969,5.352468,4.2502885,3.5484893,4.5584087
Douglas,54.25,-4.5,0.00010513376,3.086196e-06,0.0,1.0430372e-05,279.81717,280.7448,286.46494,284.67612,282.18253,276.94867,283.19696,278.23682,288.54736,283.85626,287.47086,281.57034,0.0031151879,0.0017548526,0.0025587152,0.0037528605,9.437264,7.45808,6.3091664,8.755874
Vilnius,54.75,25.25,0.0010064584,7.979605e-05,3.1020907e-06,0.00071448745,268.87378,278.90485,289.38742,279.23477,273.81622,261.97485,287.77698,269.79706,293.02478,286.29535,287.7926,273.00903,0.0014528593,0.002240008,0.0027001132,0.002194221,4.214013,3.694693,3.195834,4.0968356
Copenhagen,55.75,12.5,0.0006709929,8.776099e-05,0.0,0.0002449371,274.0223,279.12167,289.16293,281.9878,277.99185,268.95782,284.33972,272.91687,292.43494,287.10385,288.22815,276.56958,0.001692334,0.0017698711,0.0021008952,0.0020786675,5.3807874,4.7129955,4.2084947,5.232951
Moscow,55.75,37.5,0.0011269817,0.00016033472,7.0254005e-06,0.0011864662,264.7636,278.20996,289.84695,277.32364,271.52344,257.0914,289.59302,268.09113,295.24854,286.53278,286.38916,269.14127,0.001300448,0.0020649838,0.002430464,0.002215389,3.9583325,3.5172184,3.104236,3.8962178
Riga,57.0,24.0,0.000858487,9.531092e-05,2.7550593e-07,0.0005782834,270.13055,277.9677,289.5294,280.44092,275.49524,263.5205,285.58557,270.15298,293.2687,286.02518,288.50006,274.0548,0.0013277477,0.0019262985,0.0031380195,0.0025145565,5.106908,4.408018,4.0153823,5.185715
Stockholm,59.25,18.0,0.0009803489,0.00014746367,0.0,0.00044473365,271.12558,277.12854,288.65527,279.91882,276.72894,262.74255,283.1201,270.36218,292.07666,286.42566,287.07166,272.41855,0.0013627264,0.0013572869,0.0023399354,0.0018263852,4.5798163,3.9737458,3.5712976,4.607964
Tallinn,59.5,24.75,0.0010218603,0.0001617829,1.830525e-06,0.0007218908,269.26193,276.24216,288.55972,279.50772,276.18555,263.43027,283.67737,268.82834,292.34155,284.94977,287.28348,273.12988,0.0013552065,0.0017063282,0.0029413716,0.0022858514,5.4710407,4.6424174,4.2535,5.602121
Oslo,60.0,10.75,0.0017979445,0.00036190086,6.075258e-06,0.0013610099,267.77377,276.75266,288.3207,278.2201,273.5777,258.89294,283.71872,269.38434,291.04736,286.31293,284.79672,270.37817,0.0020725108,0.0022139691,0.0030196155,0.0026269208,2.5404823,2.4501374,2.4569,2.7174628
Mariehamn,60.0,20.0,0.000996353,0.00011423252,0.0,0.0004302696,272.51703,276.06543,287.5363,280.8912,277.3685,265.59668,280.64374,270.95117,291.51105,282.8024,287.44363,275.63727,0.0014147088,0.00114247,0.0021844723,0.0021659322,7.4447,5.997591,5.491174,7.463811
Helsinki,60.25,25.0,0.0013633799,0.00020161647,1.8720274e-06,0.0008217494,268.61752,275.9297,288.52762,278.7574,275.85916,262.5496,283.49814,268.4273,292.5044,285.56165,286.61682,271.86884,0.0016196992,0.0015645203,0.0028495789,0.0023095165,5.110076,4.3320837,4.0278506,5.160463
Torshavn,62.0,-6.75,0.00044653856,0.00010336505,0.0,0.0002711526,277.50714,278.57043,282.57224,280.55408,279.5064,274.9598,281.32663,275.33902,284.10248,280.76855,282.76135,276.5746,0.0032592455,0.0021269622,0.002412704,0.0039578825,9.127345,7.4899983,6.1417475,8.089543
Reykjavik,64.25,-22.0,0.0016258858,0.00038906644,2.0116346e-05,0.0011843151,271.16656,275.64444,282.18152,276.41504,275.1999,267.06845,280.80966,267.7364,284.13068,279.2306,281.19183,269.45694,0.004183144,0.0032934223,0.0033475806,0.004439545,4.934649,4.3110332,3.7249498,4.365668
