city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Aachen,50.776642,6.08342,0.00306269,0.002451635,0.0023924168,0.0027487688,0.0002667375,8.045475e-05,8.6350855e-09,7.98261e-06,4.788368,3.8499043,3.2091427,4.0657444,277.17615,283.292,292.48022,285.15872,279.89685,287.8753,297.93536,289.29468,274.47363,278.5893,286.8431,281.33948
Aberdeen,57.143688,-2.09814,0.0024446344,0.0019557576,0.0025426275,0.0029513016,0.00013703245,6.0550276e-05,1.1359989e-07,3.5702797e-05,6.8736663,5.5892534,4.572635,6.089856,278.07608,281.02216,287.17984,283.35156,280.21506,283.82367,290.20923,285.8153,275.81857,278.0641,284.0648,280.7934
Aix-en-Provence,43.528301,5.44973,0.0021664242,0.001701616,0.0009717156,0.0028380803,2.629374e-05,3.6687002e-06,2.4052222e-09,5.25537e-06,3.2565293,3.4225364,2.9823651,3.0269265,280.95892,286.32648,296.4185,289.49875,284.56458,290.88483,301.41302,293.69492,277.92792,281.79044,291.14398,285.763
Alcalá de Henares,40.482052,-3.35996,0.0014062666,0.0012664769,0.0006599296,0.0014110091,0.00016270213,3.1998374e-05,2.1145905e-08,3.4580247e-05,2.1942651,2.5591588,2.400865,2.1624494,279.57654,286.44238,297.9885,288.9738,284.88522,293.13525,305.85797,295.40967,274.89383,279.63324,289.5822,282.96768
Alicante,38.345169,-0.48149,0.0011429115,0.0009200221,0.0003985609,0.0018896852,1.558808e-05,4.2545025e-06,2.1697395e-09,5.058854e-07,2.7705412,2.6857839,2.342381,2.3823018,284.16956,289.19217,299.33597,292.61676,289.80704,295.44785,305.59448,298.54742,279.29196,283.11823,293.21655,287.4548
Almería,36.838139,-2.45974,0.0010088197,0.00072827574,0.0003138162,0.001059077,0.000106841704,1.7239296e-05,4.438832e-10,3.682396e-06,1.9890487,2.1178741,1.943072,1.8986232,282.58008,287.98267,298.39322,291.2655,288.03992,293.73773,304.3469,297.08957,278.08755,282.10455,291.9947,286.126
Amersfoort,52.154999,5.3875,0.0027767324,0.002253286,0.0023605067,0.002754421,9.742337e-05,2.3607052e-05,7.2330346e-09,2.298417e-06,4.8945546,4.0649734,3.298785,4.0898666,277.90005,283.245,291.80087,284.90314,280.512,287.73993,296.98444,288.91757,275.236,278.5478,286.24377,281.08878
Amiens,49.900002,2.3,0.0026816833,0.002271692,0.0024317354,0.0027146242,6.286124e-05,2.0977679e-05,1.0352279e-08,6.8854223e-07,4.616683,4.0818906,3.2759826,3.9882877,278.71027,283.97772,292.43097,286.2182,281.14905,287.85956,297.21344,289.80038,276.27213,279.98563,287.40915,282.7992
Amsterdam,52.374031,4.88969,0.0030379815,0.0023634736,0.0025586367,0.0032071292,9.9020435e-05,1.9984038e-05,7.61211e-09,1.764604e-06,6.3093567,5.118211,4.1588964,5.3415594,278.0474,282.86517,291.18314,285.3669,280.1136,286.2088,294.86514,288.3433,275.86227,279.3264,287.0593,282.4218
Angers,47.466671,-0.55,0.0025695027,0.0019879008,0.0014760878,0.0023818281,2.0009205e-05,7.0155525e-06,6.244015e-09,1.9735974e-07,3.9677095,3.8074155,3.1555498,3.5920818,279.55148,284.90717,293.41577,287.22797,282.5937,289.62128,299.18954,291.84918,276.48584,280.04977,287.46173,282.92026
