city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,min_t2m_winter,max_t2m_spring,min_t2m_spring,max_t2m_summer,min_t2m_summer,max_t2m_autumn,min_t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn
Nicosia,35.25,33.25,7.811299e-06,0.0,0.0,7.099576e-07,285.26932,290.9533,301.09967,294.85284,287.6173,283.18457,296.658,285.4193,302.9526,297.8771,299.46082,288.6536,0.001977624,0.000531677,0.00019031101,0.0017131981,3.5372007,3.2920578,3.1638026,2.9149618
North Nicosia,35.25,33.25,7.811299e-06,0.0,0.0,7.099576e-07,285.26932,290.9533,301.09967,294.85284,287.6173,283.18457,296.658,285.4193,302.9526,297.8771,299.46082,288.6536,0.001977624,0.000531677,0.00019031101,0.0017131981,3.5372007,3.2920578,3.1638026,2.9149618
Valletta,36.0,14.5,0.0,0.0,0.0,0.0,287.5412,289.54184,297.7423,294.9083,289.91672,284.93713,292.85178,286.82727,300.57214,294.4391,297.92194,291.3699,0.0016706325,0.0003315078,0.0004111537,0.0022128213,7.2494884,6.2524323,4.287789,5.5897393
Gibraltar,36.25,-5.25,4.7401145e-06,0.0,0.0,1.2609694e-06,286.03412,288.86316,295.60834,291.66144,287.4173,284.22495,291.84787,286.71027,297.19568,292.89957,295.0302,286.91785,0.0025771954,0.0010555515,0.0005141788,0.0033464008,5.125586,4.9724164,4.5753937,4.4459977
Athens,38.0,23.75,0.00012937475,0.0,0.0,1.9543259e-05,282.8952,289.07773,299.68515,292.01306,286.2475,279.09186,294.0683,282.64,301.63223,296.87018,297.39722,286.0668,0.0018128077,0.00059017964,0.00039919393,0.0017794503,3.375851,2.929792,3.1202047,2.9314277
Lisbon,38.75,-9.25,3.196575e-07,0.0,0.0,0.0,285.4517,288.01184,293.01346,290.6419,287.37106,283.48297,290.64258,285.8235,295.05023,290.68588,293.90198,286.10858,0.002091111,0.0011169822,0.00048388023,0.0030317414,5.144284,5.2348576,5.4798403,4.746816
Ankara,40.0,32.75,0.0006667543,1.8625788e-05,0.0,0.00026487245,273.8349,283.9239,295.69684,285.56622,277.59277,267.47668,292.40857,275.51935,299.66348,291.63083,293.28262,277.34503,0.0017787439,0.0013641358,0.00041460813,0.0013993722,2.142267,2.4638815,2.5324442,2.110276
Yerevan,40.25,44.5,0.0012436196,0.00042001405,1.11314985e-05,0.0006322604,268.9854,280.70377,293.1289,283.21735,273.24316,262.36935,287.59912,271.78455,296.7,289.69873,291.57822,274.55743,0.001846815,0.0032895512,0.0019513872,0.0015535462,1.7405933,1.8372294,1.9539711,1.700013
Madrid,40.5,-3.75,0.00018811403,1.6314012e-05,0.0,7.496057e-05,278.6445,285.77872,297.05447,287.47327,282.09625,275.5772,291.6389,281.2497,299.81107,292.44537,294.31342,279.80347,0.0014953084,0.0014873681,0.00051265996,0.002089963,2.3361275,2.5967898,2.5154881,2.378368
Tirana,41.25,19.75,0.000256028,1.0799479e-05,0.0,6.8922396e-05,279.8713,286.92722,296.30225,288.88455,282.96777,275.87683,292.7502,281.50742,298.8994,293.59283,294.31213,282.49933,0.004172339,0.002593468,0.0019538172,0.0042718817,2.78109,2.267901,2.0085366,2.2898245
