city,latitude,longitude,max_t2m_winter,min_t2m_winter,temp_range_winter,max_t2m_spring,min_t2m_spring,temp_range_spring,max_t2m_summer,min_t2m_summer,temp_range_summer,max_t2m_autumn,min_t2m_autumn,temp_range_autumn,hot_days,hot_days_consec
Arezzo,43.461391,11.87691,281.23807,274.74762,6.490448,289.31958,280.2717,9.047882,300.2911,289.70123,10.589874,290.8846,282.8445,8.0401,21.903225806451612,8.258064516129032
Arnhem,51.98,5.91111,279.2236,274.84048,4.3831177,287.07257,278.83395,8.238617,295.1444,286.3318,8.812622,287.47614,281.12518,6.350952,4.967741935483871,2.4838709677419355
Athens,37.97945,23.716221,286.55594,280.6072,5.9487305,293.31927,285.00952,8.309753,304.16574,295.2159,8.949829,296.127,288.76627,7.3607483,70.74193548387096,24.64516129032258
Augsburg,48.366669,10.88333,277.01105,271.86542,5.14563,286.95758,277.92728,9.030304,296.1639,286.53946,9.624451,286.35394,279.23883,7.1151123,6.870967741935484,3.064516129032258
Avignon,43.948341,4.80892,284.23175,276.71704,7.5147095,291.9677,282.30054,9.667175,302.24118,291.2542,10.986969,293.0553,284.4235,8.631805,42.67741935483871,14.225806451612904
Barcelona,41.38879,2.15899,285.6707,280.20166,5.4690247,289.87213,284.2412,5.6309204,298.5733,293.2076,5.365692,293.03598,287.95413,5.081848,2.225806451612903,1.6451612903225807
Bari,41.117729,16.851179,285.48828,281.5399,3.9483948,290.39978,285.47623,4.9235535,300.57678,295.21478,5.3619995,293.72787,289.20535,4.522522,17.967741935483872,6.548387096774194
Basel,47.558399,7.57327,277.78433,272.57214,5.2121887,287.26175,278.33398,8.927765,296.40326,286.7598,9.643463,286.96228,279.78387,7.178406,7.451612903225806,3.4193548387096775
Bath,51.377949,-2.35907,281.05945,276.2337,4.8257446,286.08307,278.87793,7.205139,293.13577,285.43365,7.702118,287.5373,281.3616,6.1756897,0.5483870967741935,0.45161290322580644
Belfast,54.583328,-5.93333,280.97418,277.77713,3.197052,283.6617,279.56165,4.100067,289.23083,285.16946,4.061371,285.9425,282.46478,3.4777222,0.0,0.0
Belgrade,44.804008,20.46513,278.94986,272.70026,6.2496033,291.28754,281.03247,10.255066,302.02386,290.41013,11.613739,291.1674,281.95923,9.20816,44.516129032258064,10.935483870967742
Bergamo,45.697979,9.66895,279.55975,272.62244,6.937317,289.0386,280.3758,8.662811,298.97253,290.03632,8.936218,289.09818,282.18976,6.9084167,10.064516129032258,5.032258064516129
Bergen,60.39299,5.32415,276.1817,272.98337,3.1983337,280.92764,276.30847,4.619171,288.852,284.3822,4.4697876,283.0893,279.5682,3.5210876,0.0,0.0
Berlin,52.524368,13.41053,276.99835,272.64938,4.3489685,286.89532,278.1532,8.742126,296.62378,286.96393,9.659851,286.68433,280.04404,6.6402893,9.03225806451613,3.129032258064516
Bern,46.94809,7.44744,275.608,269.68356,5.9244385,284.62866,275.95682,8.6718445,293.91385,284.5731,9.340759,285.08392,277.63422,7.449707,1.1612903225806452,0.7096774193548387
Besançon,47.248779,6.01815,279.24152,273.9793,5.262207,288.37387,279.37552,8.998352,297.69586,287.4759,10.219971,288.4441,281.01407,7.430023,13.161290322580646,4.903225806451613
