city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,min_t2m_winter,max_t2m_spring,min_t2m_spring,max_t2m_summer,min_t2m_summer,max_t2m_autumn,min_t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn
Nicosia,35.25,33.25,8.779101e-06,0.0,0.0,1.8367061e-07,284.53406,289.66766,299.73145,293.62537,286.95837,282.1598,294.85422,283.6863,302.28845,296.85532,298.96915,287.17642,0.0022011793,0.0004905312,5.4274667e-05,0.0017793479,3.5488207,3.2342718,3.1126382,2.8725808
Nicosia,35.25,33.25,8.779101e-06,0.0,0.0,1.8367061e-07,284.53406,289.66766,299.73145,293.62537,286.95837,282.1598,294.85422,283.6863,302.28845,296.85532,298.96915,287.17642,0.0022011793,0.0004905312,5.4274667e-05,0.0017793479,3.5488207,3.2342718,3.1126382,2.8725808
North Nicosia,35.25,33.25,8.779101e-06,0.0,0.0,1.8367061e-07,284.53406,289.66766,299.73145,293.62537,286.95837,282.1598,294.85422,283.6863,302.28845,296.85532,298.96915,287.17642,0.0022011793,0.0004905312,5.4274667e-05,0.0017793479,3.5488207,3.2342718,3.1126382,2.8725808
North Nicosia,35.25,33.25,8.779101e-06,0.0,0.0,1.8367061e-07,284.53406,289.66766,299.73145,293.62537,286.95837,282.1598,294.85422,283.6863,302.28845,296.85532,298.96915,287.17642,0.0022011793,0.0004905312,5.4274667e-05,0.0017793479,3.5488207,3.2342718,3.1126382,2.8725808
Valletta,36.0,14.5,0.0,0.0,0.0,0.0,287.21387,288.8073,296.8832,294.5208,289.79614,284.82578,292.01212,285.51312,299.71204,293.14337,299.2337,290.03323,0.0017115028,0.00028963442,0.00056945655,0.0023679205,7.383356,6.1989484,4.105345,5.5060625
Valletta,36.0,14.5,0.0,0.0,0.0,0.0,287.21387,288.8073,296.8832,294.5208,289.79614,284.82578,292.01212,285.51312,299.71204,293.14337,299.2337,290.03323,0.0017115028,0.00028963442,0.00056945655,0.0023679205,7.383356,6.1989484,4.105345,5.5060625
Gibraltar,36.25,-5.25,2.219942e-06,7.7706794e-08,0.0,0.0,285.9238,288.3354,295.0418,291.95544,288.1067,284.4732,291.02106,285.49548,297.56992,291.68762,295.68335,288.0319,0.002508407,0.001150993,0.00040353843,0.0033941304,5.218408,4.817498,4.4299283,4.574552
Gibraltar,36.25,-5.25,2.219942e-06,7.7706794e-08,0.0,0.0,285.9238,288.3354,295.0418,291.95544,288.1067,284.4732,291.02106,285.49548,297.56992,291.68762,295.68335,288.0319,0.002508407,0.001150993,0.00040353843,0.0033941304,5.218408,4.817498,4.4299283,4.574552
Athens,38.0,23.75,0.0001391817,0.0,0.0,1.7925546e-05,282.9012,288.3159,298.56906,291.46844,286.2392,280.2257,294.0676,280.85904,301.7837,295.8275,297.54816,284.51172,0.0018820657,0.0006506002,0.00013749159,0.0015628391,3.4395037,2.905869,2.9045615,3.1194105
Athens,38.0,23.75,0.0001391817,0.0,0.0,1.7925546e-05,282.9012,288.3159,298.56906,291.46844,286.2392,280.2257,294.0676,280.85904,301.7837,295.8275,297.54816,284.51172,0.0018820657,0.0006506002,0.00013749159,0.0015628391,3.4395037,2.905869,2.9045615,3.1194105
Lisbon,38.75,-9.25,0.0,0.0,0.0,0.0,285.575,287.36163,292.44345,290.75754,287.92462,284.01877,289.92236,284.98193,294.7273,290.5685,294.5449,287.30103,0.0021725337,0.0014256478,0.00037855926,0.0029469808,5.374127,5.2643685,5.370793,4.6941957
Lisbon,38.75,-9.25,0.0,0.0,0.0,0.0,285.575,287.36163,292.44345,290.75754,287.92462,284.01877,289.92236,284.98193,294.7273,290.5685,294.5449,287.30103,0.0021725337,0.0014256478,0.00037855926,0.0029469808,5.374127,5.2643685,5.370793,4.6941957
Ankara,40.0,32.75,0.00073928834,1.7904353e-05,0.0,0.00028245183,274.0185,282.92514,294.1947,284.9443,278.854,268.74402,289.83365,273.2809,298.20535,290.7036,292.67368,276.12827,0.0017705812,0.0015451926,0.00033380723,0.0016351064,2.2324138,2.363593,2.45304,2.136909
Ankara,40.0,32.75,0.00073928834,1.7904353e-05,0.0,0.00028245183,274.0185,282.92514,294.1947,284.9443,278.854,268.74402,289.83365,273.2809,298.20535,290.7036,292.67368,276.12827,0.0017705812,0.0015451926,0.00033380723,0.0016351064,2.2324138,2.363593,2.45304,2.136909
Yerevan,40.25,44.5,0.001296794,0.00032937172,1.9267752e-06,0.000718681,268.7308,279.85526,292.3682,282.03058,273.25598,263.03543,286.82996,268.74075,295.78912,288.8285,291.21524,272.05643,0.0017273373,0.0033454436,0.002074291,0.001781333,1.7571551,1.777235,1.90132,1.714393
Yerevan,40.25,44.5,0.001296794,0.00032937172,1.9267752e-06,0.000718681,268.7308,279.85526,292.3682,282.03058,273.25598,263.03543,286.82996,268.74075,295.78912,288.8285,291.21524,272.05643,0.0017273373,0.0033454436,0.002074291,0.001781333,1.7571551,1.777235,1.90132,1.714393
Madrid,40.5,-3.75,0.00017235897,4.0441973e-05,0.0,5.98413e-05,278.4151,284.6815,296.15277,287.80692,282.0557,275.7323,290.49915,278.78043,299.18085,290.47455,296.09897,280.40323,0.0013384713,0.0018413438,0.0006314313,0.0021073625,2.402387,2.6082535,2.4215276,2.2458465
Madrid,40.5,-3.75,0.00017235897,4.0441973e-05,0.0,5.98413e-05,278.4151,284.6815,296.15277,287.80692,282.0557,275.7323,290.49915,278.78043,299.18085,290.47455,296.09897,280.40323,0.0013384713,0.0018413438,0.0006314313,0.0021073625,2.402387,2.6082535,2.4215276,2.2458465
