city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Prague,50.0,14.5,0.0015704168,0.0020398612,0.0030191485,0.0014372676,0.0005975323,0.00015942665,1.0102427e-08,0.00012580185,3.3247743,3.0794003,2.5280051,3.1054304,274.05634,282.94458,292.10544,282.54724,276.6188,287.91418,297.56845,286.86273,271.31177,277.70322,286.39346,278.35492
Copenhagen,55.75,12.5,0.0017230583,0.001572537,0.001978354,0.002157053,0.00028875296,7.5646465e-05,5.295731e-09,2.4960094e-05,4.892909,4.3857584,4.0879564,4.7278996,275.69397,281.32272,290.477,282.41757,277.71356,284.99768,294.4719,285.2683,273.3668,277.2243,285.72324,279.35025
Tallinn,59.5,24.75,0.0027157143,0.0013928364,0.002114831,0.003114021,0.0016322974,0.0003969861,7.0847976e-09,0.0001916906,5.752585,4.4332857,4.307914,5.4754705,271.46616,277.79456,289.46942,280.58023,273.1874,280.7174,292.29633,282.54865,269.5401,274.34103,285.99432,278.43433
Torshavn,62.0,-6.75,0.006267505,0.0055680545,0.0033924119,0.005830015,0.0007639924,0.00046679965,3.194627e-07,0.00015366898,8.159924,7.553297,5.9241014,7.556658,278.00427,278.78772,283.09393,280.5089,279.4936,280.33643,284.39594,281.82904,276.3687,277.07272,281.7246,279.0358
Helsinki,60.25,25.0,0.002396151,0.0013210428,0.0020051552,0.002723991,0.0014801153,0.00040232384,6.997992e-09,0.00014539881,4.336051,3.5247788,3.4245958,4.030465,270.1352,278.5166,289.7597,279.20358,272.44305,282.87317,294.28323,282.0909,267.42227,273.46234,284.32404,276.0266
Paris,48.75,2.25,0.002449482,0.0022835173,0.0020334003,0.0020655221,3.293028e-05,1.1715111e-05,1.6518666e-08,1.9003383e-07,4.312165,3.7180917,3.1394048,3.5731409,279.52374,285.2464,293.33414,286.30844,281.94925,289.1787,297.91956,289.9124,277.03125,281.12726,288.469,282.80368
Tbilisi,41.75,44.75,0.00081865396,0.0028535414,0.0021112731,0.0016127415,0.0005851141,0.00038153474,6.7189596e-09,6.062481e-05,1.6849117,1.9928911,1.9515954,1.786728,273.78748,283.77405,295.86597,285.816,278.2059,289.23627,302.3004,291.53082,269.7526,278.2895,289.6452,280.55222
Berlin,52.5,13.5,0.0017911422,0.0020145357,0.0020131897,0.001748859,0.00026002267,2.3701572e-05,7.931721e-09,4.699122e-05,3.8230062,3.4465206,3.0452998,3.6056132,275.811,283.8062,292.53055,283.19263,278.15924,288.40274,297.67535,286.92487,273.35468,279.1253,287.04675,279.57523
Gibraltar,36.25,-5.25,0.0035742722,0.0021590195,4.490312e-05,0.004081479,2.0928264e-08,1.5186301e-06,1.0978719e-10,2.317325e-08,3.6176662,3.8334703,3.382103,3.2889335,286.38962,289.87302,297.36426,293.18176,290.70087,294.36298,302.31082,297.48737,282.51288,285.50006,292.56274,289.30435
Athens,38.0,23.75,0.0021591287,0.0011512568,0.00023450468,0.00096017873,2.4755995e-05,1.4470881e-05,1.4346781e-10,3.028429e-07,2.53873,2.38835,2.6745956,2.4245155,282.49603,288.2749,298.89603,291.98123,285.978,293.2472,304.50134,296.66464,279.22296,283.47433,293.08963,287.74063
Saint Peter Port,49.5,-2.5,0.004138339,0.0022552812,0.0013602404,0.0036935057,5.1143534e-06,3.5179764e-07,4.71187e-09,1.16672936e-07,9.482662,7.1928244,5.9495883,7.8691783,282.34555,283.3165,289.36768,287.14377,283.40237,284.19232,290.13538,288.0773,281.29877,282.45358,288.6173,286.23596
Vatican City,42.0,12.5,0.0026925907,0.0023205015,0.0010082312,0.004738625,6.780991e-05,3.2976695e-05,9.332084e-10,3.7155696e-05,2.7217956,2.494463,2.0677056,2.3324037,281.76117,286.98288,297.16443,290.63043,285.9427,292.07385,302.91736,295.66336,277.9125,281.9381,291.2407,286.11612
Budapest,47.5,19.0,0.0018275578,0.001704794,0.0017805386,0.001475664,0.00034219382,0.00011320066,7.086358e-09,6.3012194e-05,2.7013545,2.8046315,2.5625205,2.8913183,274.46515,284.82056,294.68817,284.41998,277.56296,290.68634,301.04675,289.9368,271.15137,278.79062,287.94037,279.2104
Reykjavik,64.25,-22.0,0.0054454384,0.0034818673,0.0028947135,0.003449986,0.0020773604,0.0012481363,7.4632744e-06,0.00021007824,4.7140536,4.3033133,3.6712003,4.1062527,272.6611,275.22244,283.302,276.84073,274.8855,277.73547,285.58142,278.94177,270.23114,272.37274,280.8724,274.55768
Dublin,53.25,-6.25,0.003306964,0.0028785015,0.0024569845,0.004016876,0.00015167816,1.4096483e-05,9.989112e-09,3.5831504e-06,5.0011473,4.375374,3.6754446,4.4564047,278.8834,281.56284,288.28076,283.26266,281.5591,285.20056,292.24744,286.2893,276.21173,278.00366,284.3396,280.16644
Douglas,54.25,-4.5,0.0046987007,0.0028325731,0.002872574,0.004569649,2.518455e-06,9.467065e-06,2.7812764e-08,1.453603e-07,9.463758,7.6836867,6.4544597,8.62525,280.64536,281.59412,287.35706,285.02448,281.7293,282.48743,288.14005,285.9391,279.6018,280.70465,286.58588,284.11658
Rome,42.0,12.5,0.0026925907,0.0023205015,0.0010082312,0.004738625,6.780991e-05,3.2976695e-05,9.332084e-10,3.7155696e-05,2.7217956,2.494463,2.0677056,2.3324037,281.76117,286.98288,297.16443,290.63043,285.9427,292.07385,302.91736,295.66336,277.9125,281.9381,291.2407,286.11612
Saint Helier,49.25,-2.0,0.0038026653,0.0022737158,0.0014116904,0.003632806,1.44841815e-05,6.6428083e-07,4.632515e-09,5.861341e-07,7.854074,6.09453,5.2073174,6.5096054,281.50897,283.7956,290.5285,286.9508,283.1524,285.87598,292.8108,288.88788,279.80405,281.70575,288.19858,284.99896
Pristina,42.75,21.25,0.0014497066,0.0017734182,0.0016814827,0.0017968472,0.0006503385,0.00030657474,7.899736e-09,0.00015805657,2.0014985,2.1454406,1.824893,1.8988768,273.88617,283.54626,293.97043,284.84177,277.13715,288.7386,300.33847,290.25012,270.77963,278.44098,287.955,280.13596
Riga,57.0,24.0,0.002121027,0.0013004352,0.0026215266,0.0026400797,0.0010314288,0.0002333696,8.686287e-09,8.907305e-05,5.1826506,4.117209,3.9261243,4.8525014,272.38483,280.3344,290.8292,281.12418,274.03125,284.18185,294.7355,283.80377,270.47723,275.99548,286.33844,278.27277
Vaduz,47.25,9.5,0.006567945,0.005038856,0.0067962552,0.0046424633,0.0049459734,0.0017799849,5.1918294e-05,0.0008799274,1.5393515,1.4578996,1.2419325,1.3095844,273.182,280.0542,289.8202,281.7754,275.55103,283.93323,294.04315,285.15408,270.77213,276.0442,285.61862,278.55374
Vilnius,54.75,25.25,0.0019971768,0.0016811732,0.0027813972,0.0020258254,0.0012730636,0.00026893496,6.2550685e-09,9.768758e-05,4.295844,3.5203135,3.210557,3.8964984,271.36954,281.71115,291.46396,280.64102,273.14667,286.22226,296.3429,283.8553,269.18292,276.64548,285.91022,277.2515
Luxembourg,49.5,6.0,0.0034799606,0.0028206557,0.002618056,0.0028070253,0.00022658387,5.6188182e-05,1.2490005e-08,5.2719708e-05,4.2287135,3.695198,3.1454139,3.7413776,276.4461,283.22012,291.9139,283.91107,279.14227,287.82782,297.12866,287.91467,273.6151,278.49515,286.47174,280.16785
Skopje,42.0,21.5,0.0014312095,0.0017544383,0.001429663,0.0018337483,0.00047845364,0.00028430266,4.973166e-09,0.00012046776,1.6057183,1.7301787,1.6944098,1.5497756,274.07523,283.6397,294.1999,285.32666,277.5877,288.91586,300.68732,290.83252,270.61127,278.26007,287.6394,280.25125
Valletta,36.0,14.5,0.0022400748,0.0010004094,0.00014763241,0.001388183,6.102705e-07,2.3416939e-07,1.6997834e-10,5.9465832e-09,7.6142435,6.100981,4.1265197,5.528495,287.83405,289.40582,298.04456,295.56113,288.62964,290.12067,298.79202,296.30728,287.03873,288.6921,297.35193,294.82095
Chisinau,47.0,28.75,0.0017660797,0.0010523425,0.0019378024,0.0017341276,0.0007610852,3.3549248e-05,9.974299e-09,0.00012277413,3.211885,2.9666142,2.7792463,3.1018798,273.28284,284.83627,295.8905,284.70947,275.74695,289.87918,301.30197,289.30124,270.57074,279.52673,290.19342,280.22723
Monaco,43.75,7.5,0.0022994163,0.002131904,0.0011810993,0.003939208,0.00028847676,4.7919235e-05,0.0,4.0152216e-05,1.7495348,1.8322195,1.4595011,1.7340438,280.88812,285.88898,295.084,288.9119,284.7437,289.37845,298.42004,292.49316,278.0711,282.28107,291.2223,285.91852
Podgorica,42.5,19.25,0.005854291,0.004391549,0.002168859,0.0065236865,0.0012597704,0.0005557516,7.45306e-08,0.00024300988,1.9224867,1.7361978,1.5557227,1.7090414,275.99976,283.62344,294.36526,286.12936,279.2171,287.99966,299.8241,290.76556,272.82193,278.9282,288.75085,281.8014
Amsterdam,52.25,5.0,0.003177905,0.002635717,0.0025610253,0.0033107544,4.7924834e-05,1.8035544e-05,0.0,2.1420556e-05,5.3410006,4.474368,3.9243894,4.5724754,278.13928,283.29315,290.67548,283.6521,280.68228,287.4406,295.17007,287.27026,275.49268,278.7685,285.65482,280.0636
Oslo,60.0,10.75,0.003397049,0.0027421925,0.0027064257,0.0032311915,0.002133768,0.0006573401,4.012234e-08,0.0003008184,2.684004,2.5574822,2.5037622,2.642947,270.60565,277.8759,288.25955,278.21735,272.86093,282.24734,292.96124,281.39673,267.94623,273.0554,283.04712,274.9277
Warsaw,52.25,21.0,0.0019927497,0.0016732021,0.0026510404,0.0015804744,0.00069766457,0.00021344676,8.718267e-09,5.2004958e-05,3.5630615,3.2104216,2.9335563,3.449155,273.82422,283.17685,292.51443,282.0647,276.0166,287.92548,297.72217,285.93005,271.32227,277.8529,286.7635,278.17346
Lisbon,38.75,-9.25,0.0029444236,0.0014780262,0.0003761914,0.0022870922,3.159483e-09,1.6903241e-08,0.0,0.0,4.443485,4.384474,4.558921,3.9196134,285.93634,289.36502,295.68896,292.3517,289.6856,293.91718,301.15866,296.74026,282.69247,285.3869,291.39908,288.9571
Bucharest,44.5,26.0,0.0020188405,0.0014082233,0.002408798,0.001496046,0.0006161747,0.00010245468,1.2546327e-08,5.9224687e-05,2.6209264,2.6609707,2.2528572,2.5473242,274.77847,286.08386,296.63702,286.33862,278.14816,292.27005,303.30585,292.38574,271.47992,279.8316,289.91364,280.70004
Moscow,55.75,37.5,0.0014082522,0.0014892211,0.002836478,0.002162086,0.0011327623,0.00040320365,3.4314446e-08,0.0003818376,3.6604133,3.3766723,3.0663826,3.779132,267.5443,281.2141,292.10587,279.61975,269.8537,285.58646,296.66028,282.43265,264.8376,276.1726,286.9431,276.49243
San Marino,44.0,12.5,0.0019392017,0.001977711,0.0017035641,0.0029145498,0.00014865928,5.093539e-05,4.8447983e-09,6.083412e-06,2.6738257,2.6751738,2.229322,2.4632854,278.33545,285.35623,295.6371,287.6627,281.42294,289.47003,300.23938,291.42734,275.37354,281.15466,290.77893,284.2249
Belgrade,44.75,20.5,0.001782565,0.0019363501,0.0023355961,0.001509987,0.00035637486,0.0001435418,5.6033866e-09,3.3326858e-05,2.7933547,2.7975218,2.2908232,2.959367,276.5436,286.49585,296.94412,287.24652,279.49017,291.65912,302.74463,292.40033,273.6531,281.41138,291.15576,282.56024
Bratislava,48.25,17.0,0.0019364466,0.0017548107,0.0022937888,0.001676399,0.00046850898,0.00011166015,8.808828e-09,4.4352793e-05,3.3927796,3.3212798,3.0284376,3.4607935,274.81952,284.562,294.39587,284.1428,276.91718,289.3615,299.6925,288.19434,272.50424,279.57532,288.89557,280.29562
Ljubljana,46.0,14.5,0.0044614626,0.0032261477,0.004907274,0.005208255,0.0013332051,0.00034759933,1.5318182e-07,0.00026800373,1.9554338,1.9842288,1.6095673,1.9034485,273.99454,282.22147,291.82956,283.2322,277.2375,287.1532,297.35452,287.67892,270.66766,277.20752,286.4269,279.12012
Madrid,40.5,-3.75,0.0014525278,0.0013611672,0.00055227714,0.0023115268,0.00012270242,3.591356e-05,1.1198827e-09,0.000113189424,2.4973576,2.4981995,2.2359493,2.2231138,279.62778,285.2209,296.52698,288.2533,284.34375,291.07294,303.4733,293.65076,275.37408,279.23413,289.055,283.12424
Stockholm,59.25,18.0,0.0021451612,0.0011624371,0.0021706906,0.0019632028,0.0010436419,0.00024719673,2.7469577e-08,9.392028e-05,4.5124507,3.9171853,3.5519872,4.285451,273.28833,279.43762,289.866,280.44464,275.37735,283.30646,294.01715,283.1785,270.86804,275.14447,284.99823,277.50687
Bern,47.0,7.5,0.0043958584,0.0042172866,0.0050149076,0.004193854,0.0019648164,0.0009156423,8.188418e-05,0.00059714087,2.0894804,1.8710802,1.5431428,1.653216,274.09003,281.15588,290.33768,282.5578,276.83667,285.51196,295.30167,286.42297,271.46704,276.8261,285.4538,279.1133
Ankara,40.0,32.75,0.0013537784,0.001528169,0.0008592637,0.0008684585,0.00035391844,0.00016442496,2.1132307e-09,3.0964064e-05,2.0482059,2.2398102,2.4509208,2.0785499,273.87848,282.7031,294.65765,285.4659,278.24402,288.84296,302.22607,292.76077,269.91556,276.267,286.82434,278.7645
Kyiv,50.5,30.5,0.0016604802,0.0014199393,0.0021327757,0.0015077511,0.0010004134,0.0001893203,3.5714396e-09,0.0001971098,3.9877496,3.2946293,3.0789056,3.7033062,271.4953,283.84296,294.6372,282.86298,273.43683,288.337,299.6167,286.7451,269.22876,278.80182,289.22696,278.90933
London,51.5,-0.0,0.0022118613,0.001713367,0.0013334092,0.0027363636,6.268355e-05,3.4871634e-06,2.5300348e-09,2.3506e-05,4.949084,4.422331,3.7874458,4.300905,278.59454,282.8927,290.33954,283.9981,281.5226,287.45605,295.50565,288.04922,275.60422,278.3322,285.10458,280.03198
North Nicosia,35.25,33.25,0.0028905575,0.0012496884,0.00015569772,0.0010858036,8.16152e-07,5.701385e-09,0.0,0.0,2.4002209,2.3340485,2.1746738,2.0121179,285.5015,291.23352,302.1474,295.48083,290.8115,297.4924,309.2868,302.41443,281.43463,285.53833,295.3912,290.09174
