city,latitude,longitude,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn
Aachen,50.776642,6.08342,0.0032451258,0.0030643642,0.0026967756,0.0027511993,0.0002702386,8.9716035e-05,1.7811521e-08,4.1867897e-05,4.7049317,3.8178148,3.318595,4.087173,277.08014,283.32837,291.5672,283.98102,279.78223,287.8256,296.66843,287.8747,274.32916,278.70874,286.284,280.28104
Aberdeen,57.143688,-2.09814,0.002474563,0.001999381,0.0019509916,0.0031620183,0.00014459135,5.3208576e-05,2.976831e-09,1.06268e-05,6.276683,5.618185,4.8094745,5.9501114,277.99017,280.66815,286.5497,282.1561,280.13876,283.502,289.52478,284.49518,275.71918,277.69702,283.42242,279.63803
Aix-en-Provence,43.528301,5.44973,0.0017813065,0.0016395376,0.0015019207,0.0027686423,1.3050378e-05,1.1085714e-06,8.615158e-09,1.3719683e-06,3.6664586,3.5947478,3.192871,3.2195914,280.60663,286.1273,295.7008,288.8781,284.4541,290.53888,300.56448,293.07303,277.40698,281.70392,290.5671,285.14902
Alcalá de Henares,40.482052,-3.35996,0.0013290482,0.0013134975,0.00055088184,0.0022043595,9.063317e-05,2.4935425e-05,5.6981836e-10,8.5901505e-05,2.6694725,2.6163023,2.337814,2.3643675,279.99518,285.6446,296.7913,288.58142,284.8599,291.74875,304.05402,294.20654,275.5377,279.41254,288.92554,283.19162
Alicante,38.345169,-0.48149,0.0007634288,0.0013154252,0.00045060384,0.0019120965,1.4199043e-06,2.4223089e-06,1.4399111e-09,1.8150891e-07,3.0069,2.701661,2.2261739,2.6083574,284.16473,288.5498,298.29776,292.14264,289.94827,294.43774,304.12198,297.8191,279.18326,282.85126,292.4789,287.2417
Almería,36.838139,-2.45974,0.0008618777,0.0007943159,0.00020450013,0.0012825223,6.0961884e-05,1.9563937e-05,0.0,1.3207202e-06,2.072782,2.1816921,1.9638939,2.000458,282.64587,287.2196,297.24356,290.84653,288.2921,292.62714,303.0571,296.40637,277.9331,281.71915,290.9926,285.93402
Amersfoort,52.154999,5.3875,0.0030460546,0.002845479,0.0024594064,0.003005314,6.9527065e-05,2.4404197e-05,6.124389e-09,2.7245473e-05,4.725818,4.0159783,3.4984949,4.061633,278.06583,283.42987,291.00787,283.5229,280.71323,287.93808,296.06497,287.42767,275.31784,278.66132,285.594,279.71332
Amiens,49.900002,2.3,0.0032376056,0.002613777,0.002527563,0.0028718347,6.966088e-05,1.2258136e-05,6.1871277e-09,2.2376921e-06,4.7120295,4.011785,3.4444098,3.990222,278.84958,283.97412,291.6464,285.15836,281.31323,287.87735,296.0876,288.807,276.38104,279.94028,286.90317,281.6306
Amsterdam,52.374031,4.88969,0.0033366433,0.002623139,0.0026459037,0.003432199,6.772096e-05,1.913922e-05,6.4841648e-09,2.0362128e-05,6.1176567,5.044693,4.4561787,5.2784967,278.2914,283.02808,290.48795,283.9251,280.45966,286.4203,294.1351,286.9088,276.01163,279.33725,286.41577,280.9008
Angers,47.466671,-0.55,0.0034062818,0.002486209,0.0016842497,0.0024658993,5.577057e-06,1.7256824e-06,5.6967244e-09,1.0202595e-08,4.420327,3.7849238,3.2119327,3.5755358,279.88788,284.81244,292.75723,286.42993,282.96393,289.2853,298.19873,290.99106,276.82175,280.16473,287.1255,281.99567
Antwerpen,51.219891,4.40346,0.002700754,0.0026020806,0.0024493753,0.0027994087,9.321553e-05,1.8001732e-05,9.238942e-09,2.0934254e-05,4.6061983,3.944718,3.436072,3.974261,278.35248,283.9458,291.77878,284.37906,281.05786,288.32837,296.5731,288.17743,275.5809,279.41724,286.72556,280.70938
Apeldoorn,52.209999,5.96944,0.0032391145,0.0028449001,0.002555645,0.0029733647,6.5042244e-05,2.5037789e-05,1.3313355e-09,1.6423344e-05,4.665008,3.9477787,3.4466689,4.0221014,278.0663,283.3558,290.89215,283.37097,280.5832,287.7748,295.90308,287.18497,275.4295,278.69037,285.4995,279.62128
Arezzo,43.461391,11.87691,0.0021861102,0.0021341795,0.0014453324,0.0031499802,0.00017118044,6.700575e-05,7.25708e-09,2.4530733e-05,2.3293395,2.3785048,1.8851316,2.1494246,277.51813,283.45007,293.80707,286.24942,280.33716,287.50012,298.71387,289.97168,274.83813,279.47748,288.89685,282.8933
Arnhem,51.98,5.91111,0.0031463616,0.0028429846,0.002431897,0.0028998873,8.199019e-05,2.5888901e-05,6.418619e-09,1.0605127e-05,4.5285406,3.8404603,3.3540204,3.9176118,278.04938,283.51016,291.15692,283.5415,280.5837,287.9673,296.27216,287.3897,275.40338,278.84775,285.73926,279.78174
Athens,37.97945,23.716221,0.0021591287,0.0011512568,0.00023450468,0.00096017873,2.4755995e-05,1.4470881e-05,1.4346781e-10,3.028429e-07,2.53873,2.38835,2.6745956,2.4245155,282.49603,288.2749,298.89603,291.98123,285.978,293.2472,304.50134,296.66464,279.22296,283.47433,293.08963,287.74063
Augsburg,48.366669,10.88333,0.0022816393,0.0025034088,0.0036677588,0.0021698533,0.00073192734,0.00018239823,1.7867716e-08,0.00016921632,3.2434762,2.9777994,2.409461,2.8149407,274.42267,282.74435,292.12912,283.28586,277.153,287.70322,297.53015,287.75348,271.7319,277.9306,287.01202,279.2716
Avignon,43.948341,4.80892,0.0019887001,0.0018425313,0.0018265361,0.003145975,0.000114428345,1.4686882e-05,9.702571e-09,2.2447754e-05,3.6699092,3.5155034,3.2941027,3.152238,279.62946,285.70663,295.53214,288.13873,283.51007,290.55505,301.04474,292.6144,276.3701,280.9628,289.9995,284.19913
Barcelona,41.38879,2.15899,0.0010811646,0.00135533,0.0011792447,0.0021607138,3.970092e-05,4.734562e-07,1.3007831e-09,2.484249e-07,2.4395044,2.3541574,2.0563633,1.9969908,282.30997,286.5227,296.14023,289.98718,286.88312,291.44342,300.99677,294.4851,278.51736,281.8076,291.39563,286.04584
Bari,41.117729,16.851179,0.0019679267,0.0016633179,0.00083509384,0.0018506275,1.5912681e-05,1.1247119e-05,1.1173592e-09,2.0984334e-07,3.906136,3.4102945,2.8897793,3.1686032,282.22992,287.45154,298.04263,291.22177,285.73215,292.06296,303.28903,295.84723,278.88885,282.92972,292.63812,287.1703
Basel,47.558399,7.57327,0.004068141,0.0037665737,0.0040762327,0.0036553664,0.0008429865,0.00022232918,3.8324797e-05,0.00015538448,2.5380833,2.2597306,1.8280454,2.0125172,275.3189,282.72644,291.80908,283.80612,278.03555,287.34573,297.0699,287.91925,272.76163,278.20667,286.68857,280.21207
Bath,51.377949,-2.35907,0.0032519202,0.002310642,0.0016969846,0.0033722576,8.035055e-05,2.489428e-06,3.5719845e-09,1.5717096e-05,4.843793,4.3902645,3.6811955,4.2049427,278.6201,282.49698,289.89044,283.7178,281.38702,286.63248,294.5453,287.2458,275.69745,278.23047,285.10355,280.18842
Belfast,54.583328,-5.93333,0.003324002,0.0024386416,0.0028054202,0.003524046,8.9662775e-05,2.4521936e-05,2.9474057e-09,5.528096e-06,5.5369935,4.7845798,4.0341887,4.9630284,278.35968,281.29092,287.6604,282.74597,280.97787,284.925,291.49606,285.65244,275.6823,277.58557,283.7848,279.71478
Belgrade,44.804008,20.46513,0.001755465,0.0018549418,0.0022526018,0.001444675,0.00034191756,0.00012308283,5.290043e-09,3.8080343e-05,2.8118737,2.8445733,2.3233943,3.01026,276.41058,286.4859,296.85794,287.11923,279.35382,291.70227,302.61365,292.28174,273.48676,281.3164,291.02637,282.38306
Bergamo,45.697979,9.66895,0.0019697628,0.0026185995,0.00317034,0.0037419233,0.00022048267,4.392831e-05,4.8601282e-06,2.9928287e-05,1.4808785,1.7476094,1.4529693,1.5113344,276.4671,285.5065,295.48108,286.57806,279.89072,290.33728,300.5665,290.74542,273.53125,280.74292,290.56317,282.70065
