city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,min_t2m_winter,max_t2m_spring,min_t2m_spring,max_t2m_summer,min_t2m_summer,max_t2m_autumn,min_t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn
Marbella,36.51543,-4.88583,7.609526e-06,0.0,0.0,1.2278557e-06,285.25616,288.46725,295.54428,290.99847,287.1653,283.58423,291.45248,286.12524,298.07812,291.5795,296.26035,286.649,0.0022135468,0.0010493755,0.0004377312,0.0028116915,4.2460093,4.055221,3.4927216,3.7911062
Jerez de la Frontera,36.686451,-6.13606,0.0,0.0,0.0,0.0,285.83118,289.9918,297.14243,292.21286,288.2095,283.9961,293.67334,287.23322,299.1068,292.63843,297.29236,287.32333,0.0020449995,0.0010757168,0.0004023989,0.0028875947,4.114227,4.2850504,3.7456083,3.8107193
Málaga,36.720161,-4.42034,8.564525e-06,0.0,0.0,3.6504532e-06,284.3543,288.1407,295.7604,290.51993,286.42447,282.45605,291.68433,285.59073,298.37827,291.56015,296.21542,285.69308,0.0017654339,0.001003578,0.00043838288,0.0022669765,3.6039484,3.3728678,2.7467859,3.1619008
Roquetas de Mar,36.764191,-2.61475,4.1768286e-05,1.0384452e-06,0.0,1.2233522e-05,285.0667,288.4975,296.46085,291.37308,286.99643,283.1483,292.1212,285.70352,298.99594,291.85507,297.39966,286.32053,0.0011596387,0.0006880972,0.0003578133,0.0010605018,4.3260927,4.5423813,3.8524408,4.1704044
Almería,36.838139,-2.45974,0.000103529295,3.6636989e-06,0.0,2.8944016e-05,283.96426,287.87643,296.31207,290.625,286.22348,281.8102,292.02075,284.75656,299.10107,291.37817,296.76767,285.10455,0.0012444787,0.00084538985,0.00047956573,0.0010522525,3.8587878,4.062227,3.5119667,3.7197087
Siracusa,37.085152,15.273,3.3511054e-07,0.0,0.0,0.0,285.71646,288.51022,297.56607,293.2686,287.7016,283.57883,292.99405,285.13516,300.76636,294.15048,297.66757,288.3795,0.0020651394,0.0006321271,0.000644456,0.0024081203,4.509399,3.8307257,2.7771075,3.6612473
Granada,37.188171,-3.60667,0.00014264783,8.318325e-06,0.0,3.8610895e-05,280.92557,286.09216,295.60696,288.21478,283.98987,278.43884,291.1659,282.9259,299.19165,289.4275,295.12817,282.05893,0.0016649504,0.0013601502,0.0005522927,0.0020401538,2.4338086,2.5179377,2.06945,2.3021262
Sevilla,37.382408,-5.97613,2.082189e-06,0.0,0.0,4.2385526e-08,284.36267,290.31342,299.1529,291.97482,286.795,281.78745,295.8104,286.78525,301.24136,293.24243,298.18814,285.8238,0.0016875664,0.001135683,0.00038405522,0.0023683917,2.7297826,2.798714,2.5101235,2.5523903
Catania,37.502129,15.08719,6.067753e-05,2.3047129e-07,0.0,1.08771865e-05,283.90024,287.4803,297.01715,291.82825,285.9866,281.628,292.91577,283.56906,300.16812,293.50888,296.7164,286.58228,0.0024052223,0.0009512107,0.00086363155,0.002661403,3.2094693,2.879922,2.2739358,2.6914284
Cartagena,37.605122,-0.98623,1.7351574e-07,0.0,0.0,0.0,285.95477,289.31647,297.21515,292.7085,288.0556,284.12875,292.79614,286.32364,299.67685,293.19766,298.15503,287.35928,0.0010722398,0.0006080734,0.00043865308,0.00096103083,4.3022614,4.3016663,3.8278794,4.0849795
Marsala,37.796638,12.43518,2.8875138e-07,0.0,0.0,5.2981907e-08,286.25314,288.6016,297.05246,293.48334,288.31976,284.35913,292.31192,285.52072,300.19327,293.6478,297.61972,288.54922,0.0016172992,0.00074845424,0.0006050746,0.002727029,6.127483,5.544291,4.282814,5.4390106
Córdoba,37.883331,-4.76667,7.898278e-06,0.0,0.0,2.556377e-06,282.62616,289.27457,299.25204,290.7641,285.5065,279.38443,295.2687,285.5499,301.89926,292.33228,297.8523,283.91055,0.0014829158,0.0012152249,0.00050409633,0.002211123,2.4427674,2.6352963,2.4066832,2.3975115
Piraeus,37.947449,23.637079,6.0103335e-05,3.6756198e-08,0.0,2.0307303e-05,283.3149,288.34277,298.71475,292.10233,285.80292,280.72473,293.94385,282.46765,300.67224,296.27783,298.71875,285.9176,0.0017358264,0.00055378675,0.00021555423,0.0016571283,3.742931,3.1521027,3.079041,3.254951
