city,latitude,longitude,hot_days,hot_days_consec,tp_winter,tp_spring,tp_summer,tp_autumn,sf_winter,sf_spring,sf_summer,sf_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,max_t2m_winter,max_t2m_spring,max_t2m_summer,max_t2m_autumn,min_t2m_winter,min_t2m_spring,min_t2m_summer,min_t2m_autumn,temp_range_winter,temp_range_spring,temp_range_summer,temp_range_autumn
Constanţa,44.183331,28.65,44.93333333333333,16.033333333333335,0.0012011677,0.0012570651,0.0012664373,0.0016791136,0.0004057002,7.6759476e-05,4.9857865e-09,4.3809978e-05,4.260137,3.6440585,3.1722445,3.6312613,276.39127,285.45303,297.33524,287.84726,279.46777,289.8024,302.3753,292.1879,273.29684,281.15826,292.23822,283.8222,6.170929,8.6441345,10.137085,8.365692
Copenhagen,55.675941,12.56553,1.1333333333333333,0.8,0.0017438143,0.0015113556,0.0021705288,0.0020211213,0.0002974521,7.787893e-05,5.3607434e-09,3.6117675e-05,5.29954,4.5595345,4.195204,4.8814244,275.795,281.71286,291.3876,284.03885,277.80228,285.17953,295.37308,286.85654,273.53787,277.88422,286.74228,281.1003,4.2644043,7.2953186,8.630798,5.7562256
Cork,51.897968,-8.47061,0.0,0.0,0.00394518,0.0031754824,0.0025208937,0.0039695282,0.00010322324,1.3937848e-05,6.0663194e-09,3.6342237e-05,4.968667,4.5663457,3.726788,4.4057117,279.5851,282.09195,288.89896,284.71478,282.1033,285.63672,292.64493,287.71945,276.98526,278.54422,285.10062,281.72162,5.118042,7.092499,7.5443115,5.9978333
Coventry,52.406559,-1.51217,3.933333333333333,2.533333333333333,0.002048785,0.0020200661,0.002090651,0.0020421995,0.00017089874,5.8200618e-05,1.00376365e-08,8.4001285e-06,4.987454,4.5280156,3.8111644,4.4081483,278.13565,282.43704,290.47946,284.7669,280.98242,286.6889,295.61508,288.4396,275.2126,278.17688,285.30228,281.1132,5.7698364,8.512024,10.312805,7.326416
Córdoba,37.883331,-4.76667,125.33333333333333,80.36666666666666,0.0018569017,0.0011804181,0.00033300216,0.0017476308,4.5712477e-06,1.2002457e-07,1.8909347e-09,3.3568264e-07,2.4619374,2.546106,2.3206391,2.20559,282.5945,289.63977,300.76166,292.1815,288.6409,297.21933,309.4516,299.13663,277.3981,282.0653,291.69385,285.806,11.242798,15.154022,17.757751,13.330627
Debrecen,47.533329,21.633329,49.06666666666667,15.7,0.0011281144,0.0017478768,0.0019489806,0.0015554066,0.00022014978,3.8897033e-05,9.071365e-09,3.2401516e-05,2.717365,2.7553885,2.4453819,2.5212924,274.71222,285.34744,296.23157,286.10806,277.95142,290.74957,302.5272,291.30905,271.41946,279.83963,289.76807,281.3657,6.531952,10.909943,12.759125,9.943359
Derby,52.922771,-1.47663,2.533333333333333,1.7666666666666666,0.0023975717,0.002190966,0.0022318477,0.0023430265,0.0003108412,0.00012280374,1.0246974e-08,2.0618854e-05,5.0524325,4.5769777,3.867727,4.480864,277.87018,281.99738,289.95642,284.3862,280.519,285.9626,294.7462,287.7586,275.1832,278.04892,285.13138,281.0531,5.3358154,7.913666,9.614807,6.7055054
Dijon,47.316669,5.01667,29.0,8.5,0.002626506,0.0028212545,0.0021979369,0.0026224959,0.00018597727,3.736544e-05,1.9714362e-08,3.7234873e-05,3.4654026,3.328287,2.7538416,3.1197863,276.8996,284.39996,294.2563,285.90054,279.86026,289.28503,300.16794,290.32138,273.9771,279.43787,288.2856,281.8893,5.883148,9.847168,11.882324,8.432068
Donostia / San Sebastián,43.312832,-1.97499,5.6,2.466666666666667,0.004572106,0.0038469422,0.0020756063,0.003833496,8.245352e-05,1.5036168e-05,5.1611516e-07,9.063651e-06,4.7107882,4.251807,3.3942785,4.0612283,282.90958,286.2628,294.17618,290.09482,285.57278,289.4158,297.59277,293.3542,280.4184,283.15732,290.8873,287.14627,5.1543884,6.258484,6.705475,6.2079163
Dortmund,51.514938,7.466,14.866666666666667,5.4,0.003489758,0.002670705,0.0026704941,0.0028526667,0.00045094802,0.000108720575,1.1700993e-08,4.4141336e-05,4.3769093,3.6674733,3.2066927,3.825929,276.9552,283.42078,292.47015,285.12836,279.1899,287.58185,297.48285,288.67566,274.6886,279.1413,287.35117,281.8462,4.5013123,8.440552,10.131683,6.829468
Dresden,51.050892,13.73832,20.233333333333334,6.166666666666667,0.002301434,0.0022228856,0.003087655,0.0020655885,0.0007860296,0.00021079398,1.6549334e-08,9.183366e-05,3.7541432,3.1166067,2.796702,3.2079992,275.04044,283.23224,293.31784,284.37277,277.48532,288.0475,298.82898,288.42853,272.53668,278.2642,287.57022,280.53458,4.948639,9.783295,11.258759,7.8939514
Dublin,53.333061,-6.24889,0.0,0.0,0.0030119014,0.0027744195,0.002296428,0.003315749,0.00013917881,3.392713e-05,8.964171e-09,4.408352e-06,5.109079,4.5437794,3.714179,4.5722957,279.17,281.90314,289.0143,284.5657,281.80545,285.51572,293.1042,287.70032,276.5487,278.3676,284.9899,281.44727,5.2567444,7.148102,8.114288,6.2530518
Duisburg,51.432468,6.76516,17.4,6.166666666666667,0.0027495923,0.0022843012,0.0023562973,0.0023762058,0.00019103865,3.980772e-05,1.0717056e-08,1.3541424e-05,4.2859883,3.6408653,3.1792343,3.7438715,277.8421,283.99258,292.9526,285.7576,280.1847,288.27347,298.11813,289.45377,275.5035,279.6273,287.7259,282.33258,4.681183,8.646179,10.392242,7.1211853
Düsseldorf,51.221722,6.77616,19.066666666666666,6.866666666666666,0.002848384,0.0023809494,0.0024645955,0.0024138195,0.00020712236,3.9414725e-05,1.1080035e-08,1.5063934e-05,4.2662945,3.6214936,3.1496255,3.7354147,277.88654,284.27823,293.32727,286.03806,280.21732,288.54816,298.5075,289.74527,275.5703,279.93256,288.1298,282.63455,4.647003,8.615601,10.377716,7.110718
Eastbourne,50.768711,0.28453,1.6,1.3333333333333333,0.0026780653,0.0019592743,0.0017237312,0.0028563521,0.00010931257,2.2791335e-05,6.459105e-11,8.5212105e-06,5.283539,4.6938725,3.9027154,4.5659604,279.61487,283.21756,291.21713,286.49594,281.7996,286.3869,294.66696,289.29782,277.2738,279.9121,287.56805,283.6085,4.5257874,6.4747925,7.0989075,5.689331
Edinburgh,55.952061,-3.19648,0.03333333333333333,0.03333333333333333,0.0026066853,0.002206717,0.0022340526,0.0027991598,0.00041049253,0.00016234779,8.630193e-09,6.479249e-05,5.027742,4.480687,3.72886,4.4702063,277.2779,280.84726,288.13156,283.19363,279.8828,284.5475,292.43265,286.35178,274.6108,277.06006,283.7458,280.02988,5.272003,7.4874268,8.686859,6.3218994
Eindhoven,51.44083,5.47778,15.033333333333333,5.5,0.0026308375,0.0021513195,0.0022914473,0.002328518,0.00013231208,3.5575205e-05,1.0169066e-08,1.6549102e-05,4.4565587,3.7903442,3.2512674,3.8073664,277.8576,283.64285,292.37576,285.34647,280.64587,288.3035,297.8593,289.45978,275.05078,278.82553,286.7073,281.46387,5.595093,9.477966,11.152008,7.9959106
Elche,38.26218,-0.70107,106.8,62.63333333333333,0.0006758886,0.00059280545,0.00028098468,0.0011328973,5.271131e-06,6.59885e-06,2.4755182e-09,4.621766e-08,2.7566614,2.708313,2.4106672,2.3636222,285.22983,290.37286,300.30826,293.71014,291.26715,296.82782,306.51144,299.6327,280.13007,284.15848,294.26227,288.54495,11.137085,12.669342,12.249176,11.087738
Erfurt,50.978699,11.03283,12.633333333333333,4.733333333333333,0.0019805864,0.002092253,0.0022813836,0.0020571018,0.0004884784,0.00013612583,1.1542443e-08,5.884418e-05,3.8415356,3.2342613,2.8759198,3.3230236,275.12473,282.3651,292.08304,283.87665,277.5215,286.8427,297.26202,287.7866,272.70245,277.73395,286.7216,280.23538,4.8190613,9.108765,10.540436,7.5512085
Espoo,60.2052,24.652201,3.1,1.7666666666666666,0.0026524286,0.0015045676,0.0023566496,0.0026615905,0.0016533496,0.00037909162,5.3277766e-08,0.0002483765,4.1709275,3.503155,3.3399382,3.9015324,271.3076,278.4491,290.683,280.5965,273.5989,282.80692,295.59442,283.64993,268.6127,273.48227,284.86932,277.26617,4.986206,9.324646,10.725098,6.3837585
Essen,51.45657,7.01228,17.033333333333335,6.066666666666666,0.003046231,0.0024657324,0.0025150704,0.0025901527,0.0002712879,6.1117426e-05,1.1206823e-08,2.224005e-05,4.3361673,3.665864,3.2011862,3.788213,277.61053,283.86557,292.84634,285.62793,279.89554,288.07712,297.92053,289.24414,275.31757,279.5579,287.69226,282.2792,4.5779724,8.519226,10.2282715,6.9649353
Ferrara,44.826778,11.62071,63.86666666666667,24.033333333333335,0.0017556245,0.0017314014,0.0018535148,0.0023230114,0.00022907538,5.0938383e-05,8.906803e-08,5.7316254e-05,1.966104,2.1738498,1.9074283,1.9593817,277.512,287.43533,298.6511,288.715,281.1904,292.52237,304.16882,293.20166,274.4107,282.56436,293.33868,284.79086,6.7796936,9.958008,10.830139,8.410797
Firenze,43.76667,11.25,48.333333333333336,18.966666666666665,0.0026113007,0.002107584,0.0015293664,0.003154208,0.00026160353,3.0729185e-05,2.835649e-09,3.596294e-05,2.1068685,2.0958712,1.694672,1.8921485,278.86044,285.8083,296.8526,288.39005,282.24078,290.5657,302.60114,292.7438,275.75882,281.0677,291.01746,284.42087,6.481964,9.498016,11.583679,8.322937
Frankfurt am Main,50.11552,8.68417,24.866666666666667,7.833333333333333,0.0022085167,0.002112,0.0021570935,0.0021185197,0.00026525022,4.60599e-05,1.1040866e-08,1.8736115e-05,3.3769355,3.0454223,2.6420987,2.9313722,276.04785,283.98392,293.62827,285.08386,278.70694,288.96713,299.40314,289.28073,273.42963,278.93787,287.84854,281.29364,5.277313,10.029266,11.554596,7.987091
Freiburg,47.995899,7.85222,17.266666666666666,5.666666666666667,0.0034735734,0.0031983992,0.0032095262,0.0031143306,0.0008262688,0.00021033776,8.455822e-06,7.748914e-05,2.6007643,2.426487,2.0263395,2.1915848,275.27817,282.81543,292.84268,284.39548,277.89465,287.4062,298.3708,288.38,272.80142,278.3471,287.4111,280.94983,5.093231,9.059082,10.959686,7.430176
Gdańsk,54.352051,18.64637,3.2,1.9,0.0020357084,0.0015639435,0.00234548,0.0020904434,0.0006781485,0.00015924027,7.481522e-09,8.5418724e-05,5.2744136,4.2277813,3.9900815,4.7584295,274.61044,281.85095,291.64853,283.54343,276.64072,285.5302,295.73447,286.65866,272.35327,277.59305,286.80774,280.3738,4.287445,7.9371643,8.926727,6.284851
Gdynia,54.51889,18.531879,3.2,1.9,0.0020357084,0.0015639435,0.00234548,0.0020904434,0.0006781485,0.00015924027,7.481522e-09,8.5418724e-05,5.2744136,4.2277813,3.9900815,4.7584295,274.61044,281.85095,291.64853,283.54343,276.64072,285.5302,295.73447,286.65866,272.35327,277.59305,286.80774,280.3738,4.287445,7.9371643,8.926727,6.284851
Gelsenkirchen,51.5075,7.12283,17.033333333333335,6.066666666666666,0.003046231,0.0024657324,0.0025150704,0.0025901527,0.0002712879,6.1117426e-05,1.1206823e-08,2.224005e-05,4.3361673,3.665864,3.2011862,3.788213,277.61053,283.86557,292.84634,285.62793,279.89554,288.07712,297.92053,289.24414,275.31757,279.5579,287.69226,282.2792,4.5779724,8.519226,10.2282715,6.9649353
Gent,51.049999,3.71667,9.433333333333334,4.1,0.0024798436,0.0020296476,0.002331957,0.0024176098,0.0001303478,3.4205696e-05,8.397128e-09,9.722675e-06,4.6860347,4.080351,3.3898997,4.00755,277.82553,283.5826,292.29236,285.86026,280.31198,287.6872,297.00815,289.43683,275.36978,279.3987,287.31448,282.44745,4.9421997,8.288483,9.693665,6.98938
Gijón,43.535728,-5.66152,9.233333333333333,4.466666666666667,0.003665788,0.0032652786,0.0016177323,0.0033837757,0.00036439515,0.00014331656,1.0846894e-06,3.1744108e-05,2.6606476,2.676481,2.2506676,2.370979,281.09537,284.92654,293.02582,288.18115,285.1312,289.83444,298.56577,293.18973,277.3221,279.94376,287.4399,283.51492,7.809082,9.890686,11.1258545,9.674805
Glasgow,55.86515,-4.25763,0.0,0.0,0.0054311343,0.0038152025,0.0029863329,0.005480511,0.0008666829,0.00035109994,9.184337e-09,0.000102233425,4.242163,3.9721634,3.254939,3.819011,276.59036,280.18683,287.4581,282.47275,278.79135,283.7067,291.48886,285.244,274.27628,276.49387,283.18927,279.62555,4.5150757,7.2128296,8.299591,5.6184387
Granada,37.188171,-3.60667,85.0,51.233333333333334,0.0017543748,0.001016576,0.0002736397,0.0015134041,0.00015287026,3.0224042e-05,3.1612757e-10,8.652402e-06,1.6469253,1.7731557,1.5525712,1.5975593,281.2686,287.35825,298.49298,290.3492,286.82672,293.59668,305.48715,296.53778,276.48886,280.63412,290.40344,284.60797,10.33786,12.962555,15.08371,11.92981
Graz,47.066669,15.45,16.966666666666665,5.5,0.0017270817,0.0025354242,0.004193703,0.0027261423,0.0010138244,0.00032547367,2.3559992e-06,0.00021792873,1.7955226,2.0223367,1.6412084,1.626773,273.457,282.9121,293.26102,283.97113,276.7301,288.19775,298.8384,288.7167,270.39462,277.6743,287.66278,279.76074,6.3354797,10.523468,11.175629,8.955963
Grenoble,45.166672,5.71667,7.566666666666666,3.7333333333333334,0.003015377,0.0031240322,0.0024165916,0.0036024193,0.0013748427,0.00051596115,1.7457762e-06,0.00027388314,1.6222566,1.7567441,1.7115067,1.586813,275.1378,281.50052,292.16257,284.0763,278.2082,285.87076,297.40588,287.86328,272.23532,276.89877,286.46414,280.46918,5.97287,8.971985,10.941742,7.394104
Groningen,53.21917,6.56667,5.033333333333333,2.6333333333333333,0.0027878266,0.0020728456,0.002710326,0.0028051848,0.00024779784,3.6783047e-05,1.4394843e-09,1.0290798e-05,5.1073704,4.4620457,3.905908,4.494054,277.25775,282.5783,290.9595,284.65158,279.73166,286.79465,295.82083,288.43985,274.6929,278.1752,285.6603,281.0198,5.0387573,8.619446,10.160522,7.420044
Göteborg,57.707161,11.96679,1.3,1.0,0.003063272,0.0022232395,0.0028105332,0.0032598996,0.000717566,0.00024506138,6.9251977e-09,7.366352e-05,4.274453,3.7266622,3.4524329,4.1078706,274.87387,280.57266,290.60547,282.88177,276.91382,284.13336,294.56152,285.64423,272.50314,276.64102,285.98798,280.02322,4.410675,7.49234,8.573547,5.621002
Haarlem,52.38084,4.63683,0.23333333333333334,0.23333333333333334,0.003084503,0.0021996787,0.0026744779,0.003342229,0.000114040704,2.3976703e-05,6.002216e-09,4.536718e-06,6.9266725,5.6817856,4.779176,5.975587,278.4506,282.80878,290.88376,285.93524,280.3606,285.75964,294.0941,288.54013,276.43372,279.6666,287.25845,283.32248,3.92688,6.093048,6.8356323,5.2176514
Hagen,51.360809,7.47168,14.866666666666667,5.4,0.003489758,0.002670705,0.0026704941,0.0028526667,0.00045094802,0.000108720575,1.1700993e-08,4.4141336e-05,4.3769093,3.6674733,3.2066927,3.825929,276.9552,283.42078,292.47015,285.12836,279.1899,287.58185,297.48285,288.67566,274.6886,279.1413,287.35117,281.8462,4.5013123,8.440552,10.131683,6.829468
Hamburg,53.575321,10.01534,8.966666666666667,4.0,0.002569228,0.0021023427,0.0026564917,0.0022720362,0.00029400506,8.095855e-05,1.3418946e-08,4.1754047e-05,4.222926,3.6772552,3.4231894,3.8090057,276.69846,282.61798,291.8759,284.54446,278.95123,286.67804,296.67566,288.06564,274.35056,278.40884,286.83844,281.1949,4.6006775,8.269196,9.837219,6.870758
Hannover,52.370522,9.73322,12.866666666666667,5.333333333333333,0.0024755956,0.002045638,0.0023939756,0.002057357,0.0002678207,6.335237e-05,1.1325909e-08,3.9623246e-05,4.0624266,3.485883,3.1901674,3.6073222,276.52887,282.86865,292.00787,284.50143,278.94055,287.2928,297.2822,288.32974,274.04462,278.29263,286.58408,280.91882,4.895935,9.000153,10.69812,7.410919
Harrogate,53.99078,-1.5373,0.7,0.6333333333333333,0.0025307476,0.00212687,0.0022180774,0.002417409,0.00044029087,0.00015224352,7.837176e-09,4.4501143e-05,5.015605,4.4900784,3.741185,4.410248,277.42435,281.35266,289.04395,283.8216,280.0313,285.1224,293.5019,287.0912,274.78296,277.51132,284.43253,280.5718,5.248352,7.611084,9.069366,6.5193787
Heidelberg,49.407681,8.69079,31.566666666666666,8.933333333333334,0.0022054678,0.0021767777,0.0022597776,0.0021925932,0.0002706013,4.3631928e-05,1.24977095e-08,2.3872004e-05,3.3136759,2.9644454,2.5533056,2.8449783,276.31155,284.48465,294.3722,285.5492,279.15134,289.6449,300.29962,289.9437,273.53006,279.32736,288.49402,281.64697,5.621277,10.317535,11.805603,8.296722
Helsinki,60.169521,24.93545,0.5333333333333333,0.4,0.002623525,0.0014650367,0.0021951708,0.0028643517,0.0015178357,0.0003081503,2.3600913e-08,0.00020711478,5.5601897,4.4002852,4.258056,5.3602824,272.15042,277.7659,290.532,281.62485,273.8054,280.67715,293.64114,283.73993,270.2428,274.46597,286.91483,279.3195,3.5625916,6.2111816,6.7263184,4.4204407
Hoofddorp,52.302502,4.68889,0.23333333333333334,0.23333333333333334,0.003084503,0.0021996787,0.0026744779,0.003342229,0.000114040704,2.3976703e-05,6.002216e-09,4.536718e-06,6.9266725,5.6817856,4.779176,5.975587,278.4506,282.80878,290.88376,285.93524,280.3606,285.75964,294.0941,288.54013,276.43372,279.6666,287.25845,283.32248,3.92688,6.093048,6.8356323,5.2176514
Hull,53.744598,-0.33525,1.5333333333333334,1.2666666666666666,0.0017238823,0.0017405108,0.0019395701,0.0017887023,0.00016752076,4.04344e-05,7.9405185e-09,5.250823e-06,5.38577,4.839075,4.050501,4.8466177,278.07068,282.12064,290.03125,284.69318,280.73703,285.88986,294.66214,288.07602,275.42773,278.3702,285.35953,281.40414,5.3092957,7.5196533,9.302612,6.671875
Innsbruck,47.262661,11.39454,0.9333333333333333,0.8333333333333334,0.002931696,0.0033363765,0.005755287,0.0034712476,0.0025844926,0.0018825196,0.00014650801,0.00092579355,1.338203,1.2935454,1.0878828,1.1813793,270.77124,277.44113,288.26236,280.20996,273.82278,281.3374,292.7221,283.8138,267.7138,273.45074,283.94693,277.0172,6.1089783,7.8866577,8.775177,6.7966003
Jerez de la Frontera,36.686451,-6.13606,94.2,44.63333333333333,0.0026957674,0.0011184079,0.0001908461,0.0021513773,4.1605958e-07,4.2358742e-08,2.759695e-10,2.0170224e-07,3.6357784,3.6976278,3.3764305,3.3605838,285.8664,290.8189,299.03906,293.97266,290.89258,296.65683,305.20486,299.41562,281.4837,285.04892,292.9082,289.1847,9.4088745,11.60791,12.296661,10.2309265
Kaliningrad,54.70649,20.51095,5.833333333333333,2.6666666666666665,0.002403407,0.0016748047,0.0027270177,0.0026019334,0.000758281,0.00014416434,7.453864e-09,6.9119626e-05,4.321499,3.5387697,3.3315406,3.9792082,274.05182,281.36472,291.95364,283.24374,275.93076,285.30197,296.22266,286.32855,271.9383,277.0185,287.153,280.10287,3.9924622,8.283478,9.069641,6.2256775
Karlsruhe,49.004719,8.38583,28.633333333333333,7.933333333333334,0.002742918,0.0025569643,0.0025552285,0.0025445942,0.0004700286,8.451929e-05,1.2933445e-08,4.1783147e-05,3.2409663,2.884848,2.4550104,2.7396915,276.08182,284.0362,294.04556,285.32333,278.89236,289.04343,299.89636,289.69888,273.31174,279.05212,288.26837,281.4531,5.5806274,9.9913025,11.627991,8.245789
Kassel,51.316669,9.5,10.166666666666666,4.366666666666666,0.0026709924,0.002268995,0.002352654,0.0023567465,0.00043108728,0.00010822232,9.093265e-09,4.823761e-05,3.8935695,3.2969558,2.908057,3.4178383,275.0374,281.99155,291.473,283.6156,277.2048,286.2187,296.52243,287.23654,272.85138,277.62997,286.30597,280.2452,4.353424,8.588715,10.216461,6.991333
Katowice,50.258419,19.02754,18.9,6.5,0.002239265,0.002220023,0.0028596695,0.0020048288,0.00090543524,0.00018113197,1.751654e-08,0.00011002426,3.8394494,3.2113173,2.78777,3.281118,274.60745,283.09085,293.14285,284.17316,277.20834,288.08313,298.74643,288.59372,271.77133,277.8054,287.21967,279.97757,5.4370117,10.2777405,11.526764,8.61615
Kaunas,54.900002,23.9,10.466666666666667,4.533333333333333,0.0019349348,0.0016294747,0.002566964,0.0019392729,0.00085731084,0.00017782114,1.321556e-08,9.71782e-05,3.8974557,3.3402417,3.0402734,3.6395338,272.88312,281.3122,292.3983,282.18204,274.79657,285.8266,297.5177,285.6177,270.65204,276.27017,286.68985,278.6121,4.1445312,9.556427,10.82785,7.005615
Kiel,54.321331,10.13489,1.6666666666666667,1.3,0.0025916426,0.0020413739,0.0028387243,0.0026077505,0.00025375924,6.298951e-05,8.175257e-09,4.1485084e-05,4.895777,4.2453017,3.9899817,4.462768,276.59628,282.17093,291.20657,284.42816,278.56732,285.59894,295.19205,287.31104,274.47964,278.58926,286.87955,281.59583,4.087677,7.009674,8.3125,5.71521
Kiev,50.454659,30.5238,28.433333333333334,9.266666666666667,0.0014144876,0.0015755892,0.0022641385,0.0016198498,0.0007532466,0.00017202638,1.1082077e-08,0.00017487761,3.9012003,3.4731534,3.0463908,3.5892253,272.39627,283.53903,295.62952,283.51694,274.39215,287.8721,300.5508,287.2811,270.11426,278.76288,290.20377,279.71722,4.277893,9.109222,10.347046,7.5638733
Košice,48.713951,21.25808,18.8,7.4,0.001470854,0.0021888684,0.0029340235,0.0018968477,0.0007459017,0.00012197799,2.704664e-08,0.00012592797,2.3762896,2.5319934,2.2132695,2.1522107,272.45773,282.29303,292.77618,283.23477,275.07217,287.40393,298.72705,288.05173,269.80255,276.97784,286.50797,278.70612,5.269623,10.426086,12.219086,9.345612
Kraków,50.061432,19.936581,17.0,6.066666666666666,0.0019032741,0.0024671452,0.0032109995,0.0020417112,0.00098057,0.00034250919,1.5882451e-08,0.00015950558,3.2818835,2.8503637,2.5114279,2.8009999,273.27222,282.12708,292.39374,283.26746,276.17957,287.2529,298.26117,288.0304,270.14603,276.68228,286.20712,278.7629,6.033539,10.570618,12.054047,9.267487
Krasnodar,45.044842,38.976028,60.5,26.5,0.0029909075,0.0023727035,0.0019870093,0.0022574805,0.00051193,0.000107416854,1.1033718e-08,5.5436278e-05,3.854471,3.3446977,2.8435495,3.241194,276.71332,286.0015,298.76648,288.1037,279.80872,290.23453,303.37784,292.31836,273.67426,281.6156,293.9013,284.1656,6.1344604,8.618927,9.476532,8.152771
Krefeld,51.339211,6.58615,17.0,5.966666666666667,0.0026872596,0.002229324,0.002290626,0.0023204621,0.000173842,3.7258615e-05,1.0188326e-08,1.3448444e-05,4.2898917,3.6458745,3.187915,3.7355387,277.8584,283.92346,292.8683,285.67776,280.28818,288.32758,298.15027,289.50732,275.424,279.4229,287.50684,282.11414,4.8641663,8.904663,10.643433,7.3931885
Köln,50.933331,6.95,18.3,6.833333333333333,0.0029314877,0.002470099,0.0024959114,0.0024759164,0.00031468386,7.34312e-05,1.0503872e-08,2.6335212e-05,4.2436824,3.583312,3.0937865,3.7103736,277.31992,283.92007,293.06918,285.6425,279.6531,288.2157,298.26727,289.37268,274.99677,279.54266,287.82498,282.23334,4.6563416,8.673035,10.442291,7.1393433
L'viv,49.838261,24.023239,18.766666666666666,6.8,0.0015248745,0.0021894563,0.0027427939,0.0017583709,0.00069766166,0.00021063979,1.4724888e-08,0.0001321754,4.05248,3.424743,2.9122803,3.5316803,272.93158,282.75522,293.526,283.5584,275.23697,287.37708,298.87253,287.86816,270.29846,277.75104,287.8671,279.3892,4.938507,9.626038,11.005432,8.478973
La Spezia,44.110538,9.84339,10.866666666666667,5.333333333333333,0.0033651958,0.0023706055,0.0015428264,0.0044828574,0.00016455202,5.1491148e-05,7.349907e-07,7.107434e-05,2.8292685,2.5489953,1.9828432,2.516793,280.28287,285.60272,295.91022,289.00418,282.8867,288.8326,299.4743,291.9759,277.9224,282.3649,292.24353,286.2567,4.9642944,6.4677124,7.230774,5.7191772
Lausanne,46.515999,6.63282,9.466666666666667,4.366666666666666,0.004801755,0.004282685,0.0036354174,0.004198102,0.0019502876,0.0009452446,5.6258203e-05,0.0003873599,1.9908494,1.8938298,1.6406007,1.7851198,274.68338,281.81412,291.8017,283.6944,277.32495,286.4406,297.6967,287.81335,272.18616,277.27408,285.93564,280.01132,5.138794,9.166534,11.761047,7.8020325
Le Havre,49.493801,0.10767,1.9,1.2666666666666666,0.0029604104,0.002359513,0.0021728536,0.0029371595,6.154833e-05,1.3737791e-05,1.6001971e-08,6.0402535e-06,5.5900483,4.877673,4.0362806,4.8974066,279.87225,283.7872,291.81592,287.05075,282.1263,286.89066,295.43463,290.11383,277.59503,280.68518,288.11703,284.1484,4.5312805,6.205475,7.3175964,5.9654236
Le Mans,48.0,0.2,20.933333333333334,7.0,0.002738023,0.0023858435,0.0017335016,0.0023681275,5.0571056e-05,1.4163045e-05,8.311591e-09,3.5883202e-06,3.9135516,3.745652,3.0914803,3.4018638,278.83432,284.3863,293.2081,286.62305,281.9231,289.09317,298.92642,291.18805,275.76086,279.6307,287.30215,282.30386,6.1622314,9.462463,11.624268,8.884186
Lecce,40.357029,18.17202,83.93333333333334,45.666666666666664,0.002183635,0.0013457696,0.0005418184,0.0025772164,5.6766085e-06,1.5858394e-06,1.9087327e-09,1.0092595e-07,4.050793,3.6507866,3.1078808,3.4286513,283.61975,288.89563,300.1469,292.75592,287.1374,293.35126,305.2935,297.12506,280.21576,284.54205,294.91458,288.9338,6.921631,8.809204,10.378906,8.191254
Leeds,53.796478,-1.54785,1.2333333333333334,0.8,0.0025575657,0.0022017448,0.0022783678,0.0023673691,0.0004446693,0.00016482128,9.841907e-09,3.8604507e-05,4.962205,4.4667263,3.78115,4.4115067,277.7613,281.6946,289.53635,284.17365,280.35226,285.46616,294.05374,287.40564,275.16916,277.91672,284.9236,280.99252,5.1831055,7.5494385,9.130127,6.4131165
Leicester,52.638599,-1.13169,4.166666666666667,2.566666666666667,0.0018571445,0.0018808299,0.001936558,0.0018540251,0.00015472507,4.5554963e-05,8.624705e-09,7.392582e-06,5.117342,4.610378,3.8878229,4.5251284,278.00104,282.40518,290.47015,284.73337,280.89804,286.77985,295.77444,288.54065,275.039,278.04523,285.15582,280.96835,5.8590393,8.734619,10.618622,7.572296
Leipzig,51.339619,12.37129,22.333333333333332,6.733333333333333,0.0016252921,0.0016895932,0.0022068876,0.0016081253,0.00029490478,7.203342e-05,1.2939258e-08,3.3394423e-05,3.92607,3.2426188,2.943839,3.3918712,275.97015,283.7544,293.5868,284.91223,278.43048,288.5445,299.14368,289.02924,273.50156,278.90735,287.89685,281.07047,4.9289246,9.637146,11.246826,7.9587708
Leuven,50.879589,4.70093,15.066666666666666,5.566666666666666,0.0025507624,0.0021932907,0.0023205653,0.002258458,0.00012655127,3.9491548e-05,9.6091535e-09,1.9189314e-05,4.6220922,3.9260595,3.3275206,3.9555,277.85083,283.82385,292.71747,285.6963,280.5489,288.30692,297.95636,289.62158,275.14862,279.17792,287.27698,281.9784,5.4002686,9.128998,10.679382,7.6431885
Leverkusen,51.0303,6.98432,18.3,6.833333333333333,0.0029314877,0.002470099,0.0024959114,0.0024759164,0.00031468386,7.34312e-05,1.0503872e-08,2.6335212e-05,4.2436824,3.583312,3.0937865,3.7103736,277.31992,283.92007,293.06918,285.6425,279.6531,288.2157,298.26727,289.37268,274.99677,279.54266,287.82498,282.23334,4.6563416,8.673035,10.442291,7.1393433
Lille,50.632969,3.05858,8.066666666666666,3.6666666666666665,0.0025933096,0.002226997,0.0022889336,0.0024828718,0.00011595625,2.9116978e-05,8.169787e-09,9.113871e-06,4.6282907,4.0878124,3.352856,3.949914,277.9028,283.50873,291.93073,285.72595,280.43945,287.63492,296.80896,289.45767,275.38763,279.29086,286.81335,282.14075,5.051819,8.344055,9.995605,7.316925
