city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,max_t2m_winter,min_t2m_winter,temp_range_winter,max_t2m_spring,min_t2m_spring,temp_range_spring,max_t2m_summer,min_t2m_summer,temp_range_summer,max_t2m_autumn,min_t2m_autumn,temp_range_autumn,hot_days,hot_days_consec
Leuven,50.879589,4.70093,0.0001775458,4.9008263e-06,0.0,9.2840535e-05,277.24478,283.27158,291.03284,284.44107,0.0023210477,0.0022539657,0.0025010845,0.0023956152,4.557076,3.746223,3.2989657,3.8894773,279.46466,275.09686,4.367798,287.2324,279.1164,8.115997,295.26617,286.4806,8.7855835,287.7382,281.35117,6.387024,5.225806451612903,2.548387096774193
Leverkusen,51.0303,6.98432,0.0003112465,1.5166784e-05,0.0,0.00017028813,276.54785,283.16284,291.2976,284.0222,0.0028288201,0.002400218,0.0028461677,0.002941618,4.1620603,3.4165292,2.9702666,3.566759,278.74277,274.43405,4.308716,287.15433,279.0455,8.108826,295.62552,286.79623,8.829285,287.27225,281.0466,6.225647,6.806451612903226,3.096774193548387
Lille,50.632969,3.05858,0.00012343962,3.2346736e-06,0.0,5.6494628e-05,277.908,283.3373,290.8741,284.90237,0.0021089795,0.0021184324,0.0022061,0.0023580303,4.570702,3.8851686,3.4336057,3.9555666,280.1552,275.71243,4.4427795,287.11502,279.3993,7.7157288,294.9501,286.50958,8.440521,288.1314,281.8465,6.284912,3.3548387096774195,1.967741935483871
Limoges,45.831532,1.2578,0.000150998,4.8123807e-06,0.0,5.2804164e-05,278.13525,284.17676,292.2993,285.36353,0.0029464818,0.0030936503,0.0022538998,0.0033181626,3.6375027,3.2976856,2.6780317,3.222074,281.18665,275.4676,5.719055,288.72943,279.66547,9.063965,297.4123,287.03192,10.380371,289.6376,281.61688,8.020721,12.03225806451613,3.838709677419355
Lisbon,38.716671,-9.13333,2.3500039e-07,0.0,0.0,4.2727344e-10,285.4607,288.40826,293.47803,290.82846,0.0020824762,0.0011748105,0.0004460376,0.0027036574,4.803897,4.8336473,5.105235,4.418792,287.85522,283.31918,4.5360413,291.2736,285.75623,5.5173645,297.09296,290.37088,6.7220764,293.63885,288.4392,5.199646,1.6129032258064515,1.1935483870967742
Liverpool,53.41058,-2.97794,0.00015150945,1.3490091e-05,0.0,4.7088524e-05,278.7638,282.1086,288.64215,284.39575,0.0027346876,0.0025638577,0.0030927418,0.003478669,5.502128,4.608097,4.161408,4.9339743,280.596,276.96075,3.635254,284.75607,279.3828,5.3732605,291.25888,285.90738,5.3515015,286.57352,282.19308,4.380432,0.064516129032258,0.064516129032258
Livorno,43.542641,10.316,4.865491e-05,2.5209133e-07,0.0,1.64496e-05,282.3654,287.2273,296.52725,290.34763,0.002544972,0.0020091773,0.0018216992,0.004110308,3.8047426,3.31485,2.7065492,3.495851,284.37268,280.48108,3.8916016,289.45416,284.85696,4.5971985,298.91962,294.0267,4.892914,292.52402,288.2273,4.2967224,3.7096774193548394,2.064516129032258
Liège,50.633732,5.56749,0.0003853437,2.3055461e-05,0.0,0.00019768746,276.26648,282.59302,290.4869,283.61713,0.0027448593,0.0024731017,0.0027388784,0.0026992413,4.5976324,3.728819,3.2476041,3.924414,278.41727,274.21167,4.205597,286.48065,278.52704,7.9536133,294.68698,285.97974,8.707245,286.82413,280.64847,6.175659,4.258064516129032,2.3225806451612905
Ljubljana,46.051079,14.50513,0.0010315343,0.00013567833,7.6652856e-07,0.00063608156,273.595,282.51404,292.04373,283.04327,0.0026072874,0.003978419,0.004454341,0.0036792797,1.9335055,2.0568147,1.6930918,1.7978728,276.951,270.64236,6.3086243,287.1552,278.0078,9.1474,297.00986,287.34442,9.665436,287.0312,279.70828,7.3229065,5.483870967741935,2.419354838709677
London,51.50853,-0.12574,0.00010638168,5.1670177e-06,0.0,3.8212773e-05,278.49158,282.7464,290.0416,284.6621,0.0018344446,0.0019377824,0.0020044337,0.0021735597,4.7362328,4.1148615,3.6800807,4.131535,280.8168,276.13525,4.681549,286.33276,279.10568,7.2270813,293.96295,285.99374,7.969208,287.7691,281.5854,6.183716,1.096774193548387,0.6774193548387096
Lublin,51.25,22.566669,0.00073393993,8.454523e-05,0.0,0.00038402824,272.26102,281.9678,292.00955,282.0681,0.0016763159,0.0023448304,0.0025975902,0.0016292722,3.9517808,3.44814,2.928624,3.5059733,274.49405,269.87494,4.61911,286.2763,277.15192,9.12439,296.9039,286.5782,10.325714,285.73596,278.4682,7.267761,7.516129032258065,3.3225806451612905
Lucca,43.843571,10.50585,0.0003624142,3.2562082e-05,0.0,0.00018099303,279.04,285.26105,294.82126,287.53708,0.0031326585,0.0030084075,0.002377599,0.004723425,2.468569,2.3064048,1.9209224,2.2961886,281.85535,276.56815,5.287201,288.58615,281.87888,6.7072754,298.47528,291.07483,7.4004517,290.7292,284.6256,6.1035767,4.161290322580645,2.3870967741935485
Luimneach,52.664719,-8.62306,8.561278e-05,3.4839877e-06,0.0,2.5364981e-05,278.895,281.9157,287.62982,283.64108,0.002986326,0.0026392424,0.0028220338,0.0033691602,4.395388,3.8522189,3.5101485,3.909495,281.3004,276.51508,4.7853394,285.28458,278.51047,6.774109,290.85315,284.31323,6.539917,286.41385,280.8585,5.555359,0.0,0.0
Luton,51.879669,-0.41748,0.00012343514,5.0737654e-06,0.0,4.2316413e-05,278.34164,282.62894,289.97095,284.4904,0.0017691927,0.0019470172,0.002012126,0.002103999,4.850261,4.190628,3.757979,4.2468762,280.7002,275.99576,4.7044373,286.3067,278.9252,7.3815002,293.9905,285.83438,8.156128,287.66302,281.3874,6.275635,1.2903225806451613,0.8064516129032258
Lyon,45.748459,4.84671,0.0002736695,1.9393729e-05,0.0,0.00016419841,277.2437,284.71307,293.82263,285.45596,0.002427865,0.0028933233,0.0025563906,0.0032162615,2.8303127,2.9308512,2.5392878,2.6799512,280.4708,274.31577,6.1550293,289.5589,279.85815,9.700745,299.28165,288.30774,10.973907,289.82214,281.6103,8.211853,21.93548387096774,7.419354838709677
Lübeck,53.868931,10.68729,0.00036286283,1.2262854e-05,0.0,0.0001460921,275.42746,281.56635,290.4644,283.32492,0.0019872617,0.00206385,0.0024098824,0.0020414123,4.8429375,4.164999,3.764931,4.283248,277.2716,273.5658,3.7058105,285.17065,277.73596,7.4346924,294.3944,286.15512,8.239288,286.14328,280.58893,5.554352,2.064516129032258,1.096774193548387
Maastricht,50.848331,5.68889,0.00028378764,1.3768192e-05,0.0,0.00014531372,276.77933,283.0605,290.9593,284.0915,0.002567561,0.0023402455,0.0026436173,0.0025617755,4.476108,3.6336951,3.1973891,3.8083816,278.95557,274.68994,4.265625,287.00803,278.92123,8.086792,295.20764,286.4058,8.801849,287.3543,281.05573,6.298584,5.806451612903226,2.774193548387097
Madrid,40.4165,-3.70256,0.00015264771,1.33909625e-05,0.0,4.8138976e-05,279.23163,286.3925,297.71005,288.03918,0.0015208875,0.0013869347,0.0005887777,0.0019909104,2.492643,2.7182188,2.5414615,2.4241085,283.86023,275.3312,8.529022,291.92172,280.7467,11.175018,304.31363,290.52917,13.784454,293.35175,283.09546,10.256287,70.06451612903226,24.70967741935484
Magdeburg,52.127731,11.62916,0.00033736965,7.3682236e-06,0.0,0.00016523257,275.22092,282.55768,291.60233,283.35696,0.0016793993,0.0018041088,0.0021948174,0.0017532655,3.8846009,3.3366964,2.9614582,3.3315911,277.42038,273.04483,4.3755493,286.78308,278.08383,8.699249,296.31024,286.53897,9.771271,286.80704,280.1126,6.6944275,8.03225806451613,2.967741935483871
Mainz,49.984192,8.2791,0.00029129794,1.4198867e-05,0.0,0.0001833547,275.56265,283.07413,291.89075,283.47034,0.0019533038,0.0021636672,0.0021829777,0.0021530879,3.3679438,2.98144,2.5984154,2.8476417,277.82147,273.3356,4.4858704,287.332,278.69656,8.635437,296.65634,286.98288,9.673462,286.99228,280.23495,6.757324,9.064516129032258,3.645161290322581
Malmö,55.605869,13.00073,0.00050120754,2.0316853e-05,0.0,0.0001654625,274.8577,280.16843,289.8076,283.0303,0.0018414229,0.0018357418,0.002380171,0.002116282,5.6136093,4.807074,4.3917084,5.1914377,276.48044,273.16992,3.3105164,283.11276,276.90866,6.2041016,292.8474,286.23737,6.6100464,285.16412,280.77454,4.3895874,0.0,0.0
Manchester,53.480949,-2.23743,0.000285777,2.6997985e-05,0.0,9.091239e-05,277.5991,281.4928,288.0923,283.2785,0.0029682561,0.0027509436,0.0031127043,0.0032815898,4.7608423,4.205833,3.7020662,4.2521853,279.81592,275.4007,4.415222,284.92087,277.9811,6.9397583,291.54025,284.4654,7.0748596,286.0264,280.48425,5.542145,0.1290322580645161,0.1290322580645161
Mannheim,49.496712,8.47955,0.00025847706,1.0336884e-05,0.0,0.00016722002,275.95282,283.67963,292.64752,284.00055,0.002205466,0.0021486122,0.0021143472,0.0023730025,3.3509283,2.9341276,2.5335374,2.80002,278.30563,273.6793,4.626343,288.04688,279.28055,8.766327,297.48343,287.73315,9.750275,287.64157,280.7501,6.8914795,12.870967741935484,4.774193548387097
Marbella,36.51543,-4.88583,6.5214745e-06,0.0,0.0,1.0933927e-06,285.43027,288.7242,296.15482,291.50516,0.0023282412,0.0009779263,0.000432628,0.0026742378,4.2572227,4.0830774,3.5137026,3.6829197,287.8052,283.3601,4.445099,291.29062,286.13068,5.1599426,299.1061,293.15668,5.9494324,293.9662,289.24164,4.7245483,3.4838709677419355,1.3548387096774193
Marsala,37.796638,12.43518,2.350004e-08,0.0,0.0,1.768912e-07,286.50186,289.0442,297.67667,293.86542,0.002100788,0.0007221382,0.00060679496,0.002582133,6.296751,5.562529,4.295383,5.3027472,287.6759,285.3121,2.3638,290.34125,287.5991,2.742157,299.11285,296.08896,3.0238953,295.1091,292.53485,2.5742493,1.5161290322580645,1.2258064516129032
Marseille,43.296951,5.38107,3.394773e-05,1.5809117e-07,0.0,1.0228926e-05,282.12918,287.12564,295.83878,289.65646,0.0017426176,0.0014451593,0.0010587665,0.0028355848,5.814804,5.252028,4.5582023,5.2472205,284.77332,279.82776,4.9455566,289.90994,284.242,5.667938,298.75128,292.70236,6.0489197,292.3564,287.18427,5.1721497,2.5806451612903225,1.5806451612903225
Messina,38.193272,15.54969,8.319868e-06,2.3072765e-08,0.0,3.1545599e-06,285.0537,288.0885,297.33392,292.65665,0.003100671,0.0013477436,0.0012482246,0.003566684,4.227105,3.753266,3.038482,3.4527125,286.4528,283.77386,2.6789246,289.6675,286.44412,3.2233887,298.99478,295.55756,3.4372253,294.13977,291.239,2.9007568,3.032258064516129,1.903225806451613
Mestre,45.49028,12.2425,9.469177e-05,1.4698206e-06,0.0,4.2440213e-05,278.821,286.86014,297.00534,288.4673,0.0023353696,0.0031180764,0.003144163,0.003554712,2.5428717,2.7117593,2.4565144,2.6479447,281.53494,276.4697,5.0652466,290.07928,283.641,6.4382935,300.36603,293.59305,6.7729797,291.34836,285.81583,5.5325317,17.129032258064516,7.580645161290323
Metz,49.11911,6.17269,0.00025919784,8.508243e-06,0.0,0.00017244426,276.08746,283.10934,291.6734,283.7828,0.0025073194,0.0023869781,0.0023150828,0.0027511497,4.1133513,3.5492198,3.035132,3.495502,278.4306,273.8253,4.605316,287.41107,278.69736,8.713715,296.4541,286.66647,9.787628,287.41513,280.5023,6.912842,8.35483870967742,3.419354838709677
Milan,45.464272,9.18951,0.0002869752,8.184849e-06,0.0,0.00016075416,277.44693,286.6907,296.63855,287.04132,0.002336843,0.0038004706,0.0036339401,0.003908083,1.7802982,2.028781,1.8108677,1.7606547,281.23688,274.52136,6.715515,291.22177,282.41095,8.810822,301.42264,292.17728,9.245361,290.8232,283.95822,6.86499,32.74193548387097,11.387096774193548
Modena,44.647831,10.92539,0.00051648705,2.8840957e-05,0.0,0.00024147924,277.30655,286.0467,296.4436,287.0922,0.002338758,0.003136804,0.002569501,0.0031403194,1.9026791,2.1549299,1.8430755,1.8783953,280.8052,274.43356,6.371643,290.56458,281.72653,8.838043,301.37592,291.60037,9.775543,291.09512,283.63086,7.464264,31.93548387096774,10.35483870967742
Montpellier,43.61092,3.87723,7.77533e-05,8.227684e-07,1.6022754e-10,1.7628874e-05,281.1158,286.53024,295.39517,288.58536,0.0021677113,0.0019484771,0.0018669495,0.0038421885,4.54074,4.277916,3.7967536,4.215799,284.17615,278.5171,5.6590576,290.1031,282.9887,7.11438,299.3533,291.3227,8.030609,291.96017,285.59296,6.367218,7.806451612903226,3.6774193548387095
Moscow,55.75222,37.615559,0.0011844836,0.00010678161,1.536689e-06,0.000824896,266.7893,279.21002,291.14508,278.69864,0.0014334614,0.0020526429,0.0023203853,0.0018698638,3.8643322,3.5108793,3.0115967,3.6252801,269.1753,264.07697,5.0983276,283.41187,274.11438,9.297485,295.80838,285.6353,10.173065,281.78043,275.41812,6.3623047,5.064516129032258,3.225806451612903
Mulhouse,47.75,7.33333,0.00059342175,5.5451972e-05,3.845461e-08,0.00034976113,275.34808,282.989,291.87363,283.3394,0.0029169652,0.0033737218,0.003214954,0.0031983529,2.6800945,2.4576135,2.053988,2.2232761,278.11978,272.87537,5.2444153,287.56802,278.48355,9.084473,296.83978,286.9286,9.911194,287.31604,279.9625,7.353546,9.387096774193548,4.0
Murcia,37.987041,-1.13004,7.6140127e-06,4.272734e-09,0.0,2.2645493e-06,284.33508,289.6864,298.79752,292.12033,0.0009367398,0.000822762,0.00066485116,0.0010840107,2.878596,2.9284756,2.6317213,2.5561504,289.3353,280.1733,9.161987,294.6507,284.78275,9.86795,303.8421,293.7346,10.107513,296.84778,287.9021,8.945679,65.80645161290323,29.06451612903226
Málaga,36.720161,-4.42034,1.1160382e-05,5.554554e-09,0.0,2.2090037e-06,284.55612,288.44702,296.4983,291.10413,0.0019151267,0.0009592673,0.0004098817,0.002227603,3.6416793,3.410915,2.7836156,3.07566,287.4703,282.00256,5.467743,291.47372,285.2834,6.190338,299.88156,292.87537,7.006195,294.06207,288.31766,5.7444153,7.774193548387097,2.774193548387097
Mülheim (Ruhr),51.433331,6.88333,0.0002584858,1.06522475e-05,0.0,0.00014203883,276.74976,283.28006,291.36182,284.17908,0.0027039666,0.0023113156,0.0027607975,0.0027791741,4.262613,3.5055134,3.0857813,3.6450536,278.92746,274.63727,4.2901917,287.26828,279.11548,8.1528015,295.67,286.8348,8.835205,287.43857,281.16278,6.2757874,6.838709677419355,3.032258064516129
München,48.137428,11.57549,0.0009990991,0.00014501442,2.9092514e-06,0.0005864991,273.91525,282.183,291.12302,282.39172,0.0025015492,0.0038825306,0.004030411,0.0025781766,2.8760743,2.67135,2.2271788,2.3966177,276.82004,271.2834,5.5366516,286.75696,277.71997,9.036987,295.8559,286.51245,9.343445,286.29184,279.08408,7.2077637,6.129032258064516,2.7419354838709675
Münster,51.96236,7.62571,0.00025596799,1.0868128e-05,0.0,0.00013328753,276.4778,283.01837,291.23572,283.95447,0.0024106912,0.0021571617,0.0025686962,0.002432765,4.284376,3.5270603,3.14531,3.6538572,278.65082,274.33307,4.317749,287.1259,278.64624,8.479645,295.71472,286.40915,9.3055725,287.31747,280.76645,6.5510254,7.193548387096774,3.419354838709677
Namur,50.4669,4.86746,0.0002519704,9.507261e-06,0.0,0.00012944675,276.72128,282.83405,290.62668,283.95956,0.0024816017,0.0023767084,0.0025971236,0.002505892,4.707673,3.8404279,3.3393207,4.027366,278.95178,274.58752,4.364258,286.7967,278.68887,8.107819,294.89175,286.04385,8.8479,287.2517,280.8887,6.3630066,4.129032258064516,2.290322580645161
Nantes,47.217251,-1.55336,3.0348378e-05,1.2775476e-07,0.0,1.0598517e-05,279.78543,284.65274,292.01874,286.38828,0.0022027749,0.001967655,0.0016327674,0.0026768262,4.4428854,4.043166,3.5599523,3.8765311,282.59976,277.0696,5.5301514,288.7422,280.46915,8.273041,296.58197,287.27127,9.310699,290.3088,282.75647,7.5523376,7.129032258064516,3.225806451612903
Napoli,40.833328,14.25,3.8712256e-05,2.15474e-06,0.0,8.319227e-06,283.24026,287.46042,296.94736,291.11688,0.003746525,0.0019915744,0.0015396439,0.004849047,3.7883518,3.1501195,2.4681826,3.2221215,285.42828,281.23712,4.191162,289.91977,284.91937,5.0003967,299.56125,294.2015,5.359741,293.56232,288.82364,4.738678,6.225806451612903,3.4838709677419355
Neuß,51.198071,6.68504,0.0002457413,1.0648241e-05,0.0,0.00013365188,276.84055,283.28882,291.36252,284.24228,0.002505896,0.0022770616,0.0026559702,0.0025892507,4.2737126,3.481785,3.0575118,3.634556,279.02792,274.73755,4.2903748,287.26065,279.1649,8.095764,295.653,286.86652,8.786499,287.5092,281.23776,6.2714233,6.548387096774194,3.096774193548387
Newcastle upon Tyne,54.973282,-1.61396,0.00026968258,1.9290543e-05,4.2727344e-10,8.436087e-05,278.02988,281.17905,287.78284,283.4694,0.002136409,0.0020822436,0.0024057801,0.002554356,5.7437983,4.7335253,4.1369276,5.0430956,279.90182,276.2182,3.6836243,283.85553,278.43274,5.4227905,290.59418,284.83304,5.761139,285.7705,281.13187,4.6386414,0.032258064516129,0.032258064516129
Nice,43.703129,7.26608,0.0005251561,6.21586e-05,2.9253988e-07,0.00025513695,279.608,284.7874,293.78757,287.36148,0.002276097,0.002577056,0.0017473979,0.0036477963,2.7071478,2.6488051,2.1377935,2.5560086,282.57623,277.29944,5.2767944,287.58875,281.80164,5.7871094,296.39868,290.7625,5.6361694,290.1269,284.88654,5.2403564,0.1290322580645161,0.1290322580645161
Nijmegen,51.842499,5.85278,0.0001698947,5.2785363e-06,0.0,8.599572e-05,277.06647,283.17245,291.03854,284.2922,0.0023132376,0.0022164097,0.0025787968,0.0023812922,4.433888,3.6915739,3.285211,3.7818942,279.266,274.90134,4.3646545,287.1766,278.93015,8.24646,295.27463,286.44156,8.833069,287.55264,281.18765,6.36499,5.129032258064516,2.5161290322580645
Northampton,52.25,-0.88333,0.00015208029,7.785777e-06,0.0,5.2058567e-05,278.10867,282.3409,289.62964,284.17538,0.0017754468,0.002018414,0.0021017238,0.0021439001,5.0477138,4.348388,3.900639,4.441793,280.48276,275.76764,4.7151184,286.04498,278.6115,7.4334717,293.67596,285.47592,8.200043,287.3429,281.07303,6.269867,1.1612903225806452,0.7419354838709677
Norwich,52.627831,1.29834,0.00010499561,1.595439e-06,0.0,2.6663572e-05,278.65216,282.05426,289.37265,285.05872,0.0018684454,0.00186853,0.00219214,0.0022729058,6.320721,5.2379923,4.612946,5.6462545,280.36584,276.92178,3.4440613,284.35858,279.65997,4.6986084,291.93387,286.69818,5.2356873,287.15317,282.93048,4.222687,0.032258064516129,0.032258064516129
Nottingham,52.953602,-1.15047,0.00018177879,1.6152859e-05,0.0,6.3085216e-05,278.0086,282.11887,289.25272,283.9646,0.0018131091,0.0021026288,0.0022018426,0.0021909,5.1274586,4.429858,3.957312,4.547016,280.35797,275.71835,4.639618,285.78442,278.44235,7.3420715,293.18475,285.21713,7.967621,287.03268,280.9629,6.0697937,0.6774193548387096,0.4838709677419355
Novi Sad,45.251671,19.836941,0.00037875056,1.1578683e-05,0.0,0.00021045566,275.47742,285.99225,296.12106,285.9546,0.0015984377,0.0022751584,0.0019222468,0.0017317717,2.8869855,2.9787207,2.5120077,2.827234,278.70517,272.3955,6.309662,291.17584,280.65524,10.520599,301.89917,290.09262,11.806549,290.97614,281.5308,9.445343,44.064516129032256,11.258064516129032
Nîmes,43.833328,4.35,7.207868e-05,2.5796635e-07,0.0,1.4658416e-05,280.64847,287.1935,296.6475,288.64667,0.0019854929,0.0019551048,0.0019128579,0.0035516242,4.0147643,3.880585,3.573992,3.772154,284.47064,277.4829,6.987732,291.78384,282.73557,9.048279,301.77875,291.5055,10.273254,292.96265,284.94406,8.018585,35.54838709677419,11.806451612903226
Nürnberg,49.454208,11.07752,0.0005854902,3.477237e-05,2.221822e-08,0.00035108117,274.1415,282.31357,291.3716,282.4662,0.0023274166,0.0024497244,0.0026312764,0.002380713,3.4573283,3.0551345,2.578502,2.9028156,276.4578,271.93274,4.525055,286.7145,277.82516,8.889343,296.22476,286.2866,9.938171,286.0499,279.23398,6.815918,8.0,3.3548387096774195
Oberhausen,51.47311,6.88074,0.00024954052,9.749952e-06,0.0,0.00013767797,276.75323,283.25677,291.30634,284.16544,0.0026808367,0.0023390555,0.0027998765,0.0027362823,4.3131533,3.5394819,3.1222212,3.684261,278.9274,274.62955,4.2978516,287.249,279.07648,8.172516,295.61856,286.77493,8.843628,287.42166,281.13275,6.28891,6.67741935483871,2.870967741935484
Odessa,46.47747,30.73262,0.00044978163,1.2084432e-05,0.0,0.00015724033,274.11255,283.68213,296.12234,285.617,0.001221994,0.0013752291,0.0011992916,0.0013140254,4.8435984,4.323301,3.8934133,4.5194287,276.2105,271.88812,4.3223877,286.83655,280.2776,6.55896,299.79007,292.06497,7.7250977,288.55362,282.57596,5.977661,14.258064516129032,6.290322580645161
Olsztyn,53.779949,20.49416,0.00068261544,6.081696e-05,0.0,0.00033240762,271.96387,280.83472,290.83664,281.57562,0.0016607982,0.0020908187,0.0024434982,0.0017161911,4.3758755,3.7452245,3.3068736,3.9623432,274.03482,269.80377,4.2310486,284.97708,276.15048,8.826599,295.30475,285.72614,9.578613,284.76694,278.38077,6.3861694,3.4516129032258065,1.903225806451613
Oradea,47.066669,21.933331,0.0004641186,2.1437803e-05,0.0,0.00020917914,274.3767,284.9687,294.9449,284.79935,0.0017288513,0.002407044,0.002297755,0.0018832978,2.6939359,2.7844973,2.324225,2.482038,277.23376,271.65698,5.576782,289.93878,279.77908,10.1596985,300.5279,289.09988,11.428009,289.6606,280.5043,9.156311,29.774193548387096,8.774193548387096
Orléans,47.902889,1.90389,0.00010822377,7.5547285e-07,0.0,4.2689102e-05,278.20187,284.35837,292.6911,285.49014,0.0020262855,0.0021136883,0.0017976249,0.0023752465,4.1379604,3.698284,3.211161,3.575969,280.96524,275.55634,5.408905,288.9387,279.64374,9.294952,297.8425,287.1889,10.653595,289.6748,281.62027,8.054535,13.580645161290322,4.580645161290323
Oslo,59.912731,10.74609,0.0015337582,0.00020677214,6.3108286e-07,0.00079525117,270.10056,278.58493,289.05725,279.8735,0.002141725,0.0025499936,0.0033496749,0.002769601,2.807195,2.6494238,2.5143232,2.8062837,272.44922,267.58005,4.869171,282.73587,274.1757,8.560181,293.10852,284.617,8.491516,282.6335,277.15298,5.48053,0.3870967741935484,0.3548387096774194
Osnabrück,52.27264,8.0498,0.0002771119,1.1984735e-05,0.0,0.0001403935,276.29333,282.8503,291.11966,283.81226,0.0023684793,0.0021632286,0.0025406112,0.0024053534,4.2630453,3.5415385,3.1675012,3.6587987,278.43726,274.1719,4.2653503,286.96576,278.49704,8.4687195,295.61096,286.30365,9.307312,287.1549,280.64035,6.514557,7.451612903225806,3.5161290322580645
Ostrava,49.834648,18.28204,0.00079446624,7.677334e-05,4.2727344e-10,0.0004240116,273.08914,282.1186,291.6426,282.64935,0.0018395762,0.002789412,0.0032507183,0.0018540052,3.855855,3.3387957,2.7527158,3.3629348,275.42484,270.67252,4.7523193,286.4708,277.3993,9.071503,296.4383,286.44565,9.992645,286.33173,279.1783,7.153412,6.870967741935484,2.677419354838709
Oulu,65.01236,25.468161,0.0011586169,0.0002227476,2.5616466e-06,0.0008466546,265.52597,274.65335,288.05542,276.98022,0.0013077997,0.0017194144,0.002552659,0.0018704014,3.9305449,3.4828715,3.1599135,3.9096582,267.99118,262.75992,5.231262,278.09387,270.30643,7.787445,291.56915,283.38913,8.180023,279.33493,274.33746,4.997467,0.064516129032258,0.064516129032258
Oviedo,43.360291,-5.84476,0.0005462897,7.3831245e-05,4.4863713e-09,0.00020327988,280.72098,283.80673,290.22632,286.4464,0.003703568,0.0032678645,0.0023163827,0.0042461087,3.6799343,3.3649917,2.8491557,3.2873642,283.39246,278.35287,5.0395813,286.77042,280.7904,5.980011,293.25772,287.1641,6.093628,289.3849,283.7461,5.638794,0.0,0.0
Oxford,51.75222,-1.25596,0.00013216422,6.7970655e-06,0.0,4.7834114e-05,278.24948,282.42212,289.61655,284.25357,0.0018582531,0.0020224825,0.0020908369,0.002258876,4.8650575,4.2068834,3.7613924,4.259366,280.6313,275.85706,4.774231,286.11908,278.66937,7.449707,293.64413,285.44998,8.194153,287.4287,281.10873,6.319977,1.064516129032258,0.6774193548387096
Padova,45.415192,11.88181,0.00016249636,8.790243e-06,0.0,7.6683296e-05,278.02905,286.811,297.02585,287.93875,0.0021874155,0.0032751407,0.0031584322,0.003259098,2.16815,2.379429,2.131583,2.2227895,281.49823,275.1242,6.3740234,290.86755,282.78836,8.079193,301.23938,292.76663,8.472748,291.59625,284.65775,6.938507,28.35483870967742,10.483870967741936
Palermo,38.115822,13.35976,1.1579324e-05,7.0500117e-09,0.0,3.994152e-06,284.7667,288.2938,297.91113,292.7593,0.0023627037,0.0011092194,0.0008789224,0.0025942505,4.313357,3.6795967,2.7814033,3.5116954,286.721,282.94125,3.7797546,290.51404,285.98083,4.533203,300.30777,295.37903,4.9287415,294.92096,290.74014,4.1808167,12.774193548387096,5.193548387096774
Palma,39.569389,2.65024,1.7243688e-06,0.0,0.0,8.652287e-09,286.05164,288.90604,297.61957,293.31912,0.0011981335,0.00084674294,0.00087396946,0.0019702911,5.246713,4.523075,3.502368,4.590208,287.32037,284.84412,2.4762573,290.28082,287.42706,2.8537598,299.08228,296.06598,3.0162964,294.59766,292.0011,2.5965576,1.4516129032258065,0.9032258064516128
Pamplona,42.816872,-1.64323,0.0003210947,2.3522845e-05,0.0,9.5680516e-05,279.26117,284.58658,292.5637,286.57883,0.0029955276,0.0029401227,0.0020510613,0.0033031798,3.014172,3.0310686,2.7258077,2.8658144,282.85043,276.14313,6.707306,289.05933,280.185,8.874329,297.7652,287.64178,10.123413,291.01947,282.66537,8.354095,11.870967741935484,3.935483870967742
Paris,48.853409,2.3488,0.000118248885,3.26736e-06,0.0,5.8821133e-05,277.9522,283.92395,292.0102,285.1055,0.0019858466,0.002062742,0.0018857333,0.0023302257,4.1576357,3.6342764,3.1510272,3.5783904,280.50687,275.491,5.015869,288.22534,279.4515,8.773834,296.80792,286.8681,9.939819,288.93542,281.52478,7.4106445,8.290322580645162,3.419354838709677
Parma,44.802662,10.32898,0.00040100885,1.752024e-05,0.0,0.00019325156,277.46933,286.44342,296.74115,287.24203,0.0022921383,0.0030804847,0.0026365314,0.0031805185,1.828,2.1084948,1.8129557,1.8235948,280.97336,274.62396,6.3493958,290.9775,282.09204,8.885468,301.64877,291.96252,9.686249,291.1815,283.85623,7.3252563,35.225806451612904,11.870967741935484
Perpignan,42.697639,2.89541,0.00012454775,1.2212543e-05,0.0,3.8373695e-05,280.89587,286.3205,295.27817,288.57028,0.0018640974,0.0021657725,0.0018040583,0.0024228627,3.8745265,3.867758,3.471367,3.6053133,284.59814,277.88538,6.7127686,290.18155,282.49884,7.6827087,299.25534,291.12286,8.132477,292.4316,285.19913,7.232483,8.483870967741936,3.741935483870968
Perugia,43.112202,12.38878,0.00030832042,7.5427115e-06,0.0,9.340977e-05,278.30377,285.09412,295.49286,287.1306,0.002510295,0.0024232275,0.0019702616,0.0032293475,2.4972284,2.4969964,2.1204562,2.3104904,281.80524,275.20572,6.599518,289.76147,280.5486,9.21286,301.03113,290.01343,11.0177,291.56052,283.26794,8.292572,29.61290322580645,10.419354838709678
Piraeus,37.947449,23.637079,6.4741536e-05,1.1856838e-08,0.0,9.663003e-06,283.92764,289.03586,299.46198,292.56003,0.001842309,0.00060768344,0.00036972185,0.0016407338,3.6797152,3.135289,3.1838267,3.2988873,286.4036,281.60037,4.8032227,292.43692,285.71524,6.7216797,303.10257,295.80652,7.296051,295.66266,289.73245,5.9302063,52.903225806451616,16.93548387096774
