city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,max_t2m_winter,min_t2m_winter,temp_range_winter,max_t2m_spring,min_t2m_spring,temp_range_spring,max_t2m_summer,min_t2m_summer,temp_range_summer,max_t2m_autumn,min_t2m_autumn,temp_range_autumn,hot_days,hot_days_consec
Clermont-Ferrand,45.779659,3.08628,0.0005558426,6.555977e-05,3.008005e-07,0.00027959,276.20276,282.5648,291.1049,283.7081,0.0023321952,0.0030461536,0.0025910083,0.0026593483,3.1316755,2.9396284,2.35531,2.7783413,279.6133,273.26767,6.345642,287.4538,277.7227,9.73111,296.51718,285.5252,10.991974,288.35474,279.6586,8.696136,9.193548387096774,3.5806451612903225
Cluj-Napoca,46.76667,23.6,0.0006848206,7.570517e-05,8.291241e-07,0.0003819724,271.91272,282.40546,292.17935,282.2636,0.0015628312,0.0031412698,0.003002235,0.0016770781,2.1886215,2.3883195,1.9858036,2.1109169,275.08807,268.8798,6.2082825,287.40442,277.18942,10.214996,297.65607,286.43863,11.217438,287.34332,277.88553,9.457794,9.03225806451613,3.645161290322581
Coimbra,40.205639,-8.41955,3.709588e-06,3.845461e-08,0.0,2.461095e-07,282.68665,287.09674,293.4504,289.01144,0.0035566736,0.002328883,0.0009626095,0.004418468,3.2605171,3.228718,3.0719244,2.9878633,286.6015,279.4236,7.177887,291.66147,282.85248,8.8089905,299.10657,288.39084,10.715729,293.56064,285.22925,8.33139,18.12903225806452,5.096774193548387
Como,45.809978,9.08744,0.00090150425,0.00017268058,7.207996e-06,0.00057856756,275.13437,283.6342,293.17346,284.42865,0.0024783907,0.004731325,0.004620629,0.00443074,1.5762655,1.6129217,1.4754381,1.4500426,278.70517,272.18805,6.5171204,287.78403,279.4351,8.348938,297.45282,288.8155,8.637329,287.87064,281.40036,6.470276,4.387096774193548,2.290322580645161
Constanţa,44.183331,28.65,0.0003859436,8.453285e-06,0.0,0.00013896663,276.77313,284.37268,296.2183,287.50488,0.0014851812,0.0014663787,0.0013933374,0.0017047928,5.19242,4.435281,3.9154236,4.6452327,278.95532,274.65265,4.3026733,287.07468,281.57126,5.503418,299.23196,293.0194,6.212555,290.1368,284.93103,5.20578,5.612903225806452,3.3548387096774195
Copenhagen,55.675941,12.56553,0.00047083537,1.6376696e-05,0.0,0.00015601404,275.07455,280.3326,289.95294,283.2415,0.0018146301,0.0018520477,0.0023854382,0.0021144869,5.7875676,4.917505,4.5180354,5.3451133,276.62857,273.48236,3.1462097,283.14688,277.23514,5.911743,292.88235,286.5467,6.335663,285.27078,281.11124,4.159546,0.0,0.0
Cork,51.897968,-8.47061,4.6179284e-05,2.1897765e-06,0.0,9.84438e-06,280.09103,282.26047,287.93167,284.64774,0.002868131,0.0024030285,0.0025289103,0.0034218696,5.938597,4.9633207,4.479428,5.2488046,281.88406,278.283,3.6010742,284.5071,279.9101,4.5970154,290.18167,285.5578,4.623871,286.5903,282.6165,3.973816,0.0,0.0
Coventry,52.406559,-1.51217,0.00015740753,1.1444092e-05,0.0,5.699101e-05,278.1037,282.24857,289.37473,284.04752,0.001872132,0.0021089695,0.002176618,0.002266177,4.954529,4.3064156,3.8503435,4.382328,280.46185,275.7799,4.681946,285.91867,278.5343,7.384369,293.32404,285.29352,8.030518,287.1401,280.9997,6.1404114,0.7419354838709677,0.4838709677419355
Córdoba,37.883331,-4.76667,1.1988439e-05,2.9909142e-09,0.0,9.690561e-07,282.8466,289.55054,300.20215,291.55493,0.0018683267,0.001135733,0.0004599513,0.0022681025,2.5334196,2.6778147,2.5119674,2.3945572,287.885,278.5172,9.367798,295.2293,283.8729,11.356415,307.1224,292.982,14.140411,297.10794,286.47046,10.637482,104.48387096774194,50.80645161290322
Debrecen,47.533329,21.633329,0.0004039836,1.5229307e-05,0.0,0.0001771185,274.3399,285.2951,295.40616,284.90366,0.0014943505,0.0022755233,0.0022287865,0.0017227563,2.8684282,3.011452,2.523231,2.6635823,277.13242,271.6613,5.4711304,290.34073,280.04364,10.297089,301.05807,289.51907,11.539001,289.72882,280.61984,9.108978,35.225806451612904,10.096774193548388
Derby,52.922771,-1.47663,0.00022105248,2.1283986e-05,0.0,7.635675e-05,277.82153,281.89035,288.91617,283.6969,0.0020091098,0.0022387034,0.0023314364,0.0023769136,5.032084,4.3794303,3.9043772,4.464251,280.1071,275.59125,4.5158386,285.4868,278.2795,7.2072754,292.73712,284.98746,7.7496643,286.67032,280.77652,5.893799,0.4516129032258064,0.3548387096774194
Dijon,47.316669,5.01667,0.00025889094,6.4484107e-06,0.0,0.00015337087,276.6534,283.84958,292.59033,284.49823,0.0025691038,0.0028394952,0.0024225258,0.0030917942,3.5794075,3.312549,2.776146,3.1398456,279.3327,274.11856,5.214142,288.4763,279.18192,9.294373,297.83615,287.20206,10.634094,288.59335,280.87122,7.7221375,13.387096774193548,4.645161290322581
Donostia / San Sebastián,43.312832,-1.97499,0.00015319078,7.80714e-06,0.0,3.9902214e-05,282.19873,285.5291,292.24997,288.51434,0.0040337793,0.003122259,0.0024504438,0.0046105785,4.8198795,4.1430216,3.421752,4.19773,284.16733,280.42432,3.7430115,287.77893,283.24924,4.5296936,294.5689,289.97452,4.594391,290.74905,286.44116,4.307892,0.5483870967741935,0.4516129032258064
Dortmund,51.514938,7.466,0.00041247613,2.1938498e-05,0.0,0.00021375806,276.0996,282.74106,290.86044,283.6468,0.0029143912,0.0024974225,0.0030033335,0.00287684,4.4257364,3.5636957,3.1318796,3.7627692,278.25064,273.98572,4.264923,286.68524,278.57986,8.105377,295.17438,286.28583,8.88855,286.86392,280.64474,6.2191772,5.612903225806452,2.7096774193548385
Dresden,51.050892,13.73832,0.0006727817,4.187942e-05,4.2727344e-10,0.00035056396,274.04355,282.0491,291.2484,282.55194,0.0020524259,0.0022220234,0.0027053314,0.0019987442,3.8170683,3.2280476,2.7739146,3.2298408,276.31485,271.78732,4.527527,286.21133,277.64676,8.564575,295.86395,286.29837,9.565582,285.94373,279.35718,6.586548,5.774193548387097,2.3870967741935485
Dublin,53.333061,-6.24889,0.00011985576,3.0379142e-06,0.0,3.2996406e-05,279.25333,281.95438,287.90082,284.18433,0.002405264,0.002347777,0.0026629202,0.0030357821,5.7174163,4.743801,4.1471515,5.0819488,281.21228,277.34335,3.868927,284.488,279.34854,5.1394653,290.46237,285.2651,5.1972656,286.39056,281.94925,4.4413147,0.0,0.0
Duisburg,51.432468,6.76516,0.00022083713,8.1684e-06,0.0,0.00012274626,276.9095,283.3952,291.4687,284.31125,0.0025866006,0.0022527778,0.00267936,0.0026804854,4.233159,3.4887302,3.0750766,3.6190279,279.10382,274.77902,4.3247986,287.40515,279.2128,8.192352,295.79224,286.9342,8.858032,287.59497,281.27026,6.324707,7.064516129032258,3.193548387096774
Düsseldorf,51.221722,6.77616,0.00022707475,8.561706e-06,0.0,0.0001268159,276.92023,283.41748,291.50693,284.33725,0.0026211299,0.0022718082,0.002696077,0.0027340362,4.233685,3.4823458,3.0622995,3.620159,279.13916,274.77084,4.3683167,287.43106,279.2488,8.182251,295.83603,286.9896,8.846436,287.63156,281.30057,6.3309937,7.064516129032258,3.193548387096774
Eastbourne,50.768711,0.28453,6.3395986e-05,2.1095914e-06,0.0,2.2844317e-05,280.10065,282.69113,289.35443,286.29123,0.0024956744,0.001715864,0.0020695622,0.0036761342,7.573405,5.9968634,5.3039303,6.6582036,281.48114,278.70822,2.7729187,284.3218,280.94162,3.380188,290.984,287.5853,3.3987122,287.78665,284.67538,3.111267,0.0,0.0
Edinburgh,55.952061,-3.19648,0.00036770126,3.895858e-05,0.0,0.00013067646,277.62314,280.96744,287.2971,282.9709,0.0025258288,0.002286558,0.002616344,0.0029234614,5.1607103,4.391362,3.8232327,4.571683,279.62344,275.67712,3.9463196,283.86642,278.01346,5.8529663,290.27094,284.2125,6.058441,285.44086,280.5007,4.940155,0.0,0.0
Eindhoven,51.44083,5.47778,0.00016515357,5.1191632e-06,0.0,8.8356726e-05,277.26306,283.44595,291.30862,284.5041,0.0023179268,0.0021920435,0.0025294384,0.0023903684,4.3152304,3.5697987,3.174973,3.6690516,279.47153,275.10165,4.369873,287.4718,279.19626,8.275543,295.5949,286.68277,8.91214,287.82028,281.37915,6.4411316,6.451612903225806,2.935483870967742
Elche,38.26218,-0.70107,1.2584057e-05,3.6118848e-07,0.0,7.3587876e-06,284.47546,289.50546,298.5323,292.13614,0.0008980558,0.00089285336,0.0006822018,0.0011050522,3.2128427,3.1847053,2.780119,2.824508,289.0488,280.67206,8.3767395,294.05453,285.05652,8.998016,303.08286,294.0269,9.055969,296.46057,288.28534,8.175232,53.64516129032258,20.580645161290324
Erfurt,50.978699,11.03283,0.00053290796,3.5329533e-05,0.0,0.00029874133,274.10657,281.5373,290.5614,282.31808,0.0018175505,0.00214794,0.002352196,0.0018705233,3.873037,3.2013695,2.7876568,3.222888,276.35733,271.85522,4.5021057,285.69708,277.12473,8.572357,295.24088,285.55084,9.690033,285.80957,279.02374,6.7858276,5.193548387096774,2.2580645161290325
Espoo,60.2052,24.652201,0.0012103431,0.00012260547,0.0,0.00064487313,269.8277,276.78903,289.19867,280.19604,0.0017079853,0.0017266461,0.0023595868,0.002346185,5.050073,4.1935234,3.9642456,4.9473968,271.6977,267.80087,3.89682,279.61273,273.43756,6.175171,291.9759,285.78677,6.1891174,282.10794,278.065,4.042938,0.0,0.0
Essen,51.45657,7.01228,0.00027005392,1.0963836e-05,0.0,0.0001488333,276.65253,283.1913,291.2569,284.08798,0.0027606864,0.0023732819,0.0028546879,0.0028025901,4.34641,3.5563982,3.1339,3.7122967,278.82773,274.52634,4.3013916,287.18463,279.0094,8.175232,295.58356,286.71503,8.86853,287.34055,281.05783,6.282715,6.612903225806452,2.806451612903226
Ferrara,44.826778,11.62071,0.0001356137,3.7108697e-07,0.0,4.587667e-05,278.36972,287.62222,298.33282,288.66513,0.001897421,0.0026183373,0.0024652353,0.002571616,2.2223299,2.4803386,2.1860447,2.2430415,282.22095,275.2198,7.0011597,292.3654,283.09927,9.266113,303.4013,293.38104,10.020264,292.89792,285.03412,7.8638,56.32258064516129,17.483870967741936
Firenze,43.76667,11.25,0.00030504077,9.689138e-06,0.0,0.0001117434,278.20755,285.1794,295.25974,287.0401,0.0026259166,0.0024576155,0.0018770657,0.0036755258,2.2001395,2.238824,1.9117558,2.0798879,281.66882,275.0996,6.569214,289.65588,280.6715,8.984375,300.4061,290.06418,10.341919,291.21475,283.24243,7.9723206,21.06451612903226,8.548387096774194
Frankfurt am Main,50.11552,8.68417,0.00032187148,1.556242e-05,0.0,0.0002024068,275.4918,283.0413,291.82843,283.4306,0.0021554846,0.002192844,0.0022496139,0.002282715,3.4313452,3.0051162,2.605408,2.9031758,277.7198,273.31296,4.40683,287.29175,278.676,8.615753,296.57562,286.92764,9.64798,286.9236,280.24338,6.680237,8.483870967741936,3.548387096774193
Freiburg,47.995899,7.85222,0.00080482126,7.804769e-05,3.648915e-07,0.00046407472,274.9305,282.6652,291.54288,283.09167,0.003158589,0.0035078432,0.003225465,0.0033064925,2.7709646,2.5083227,2.0972452,2.3129337,277.60306,272.50348,5.099579,287.10812,278.28256,8.825562,296.38315,286.72632,9.65683,286.91577,279.84225,7.073517,7.935483870967742,3.5806451612903225
Gdańsk,54.352051,18.64637,0.0005785237,3.882137e-05,0.0,0.000245318,273.66806,280.38138,290.53885,282.77664,0.0016378036,0.001938552,0.0025658351,0.002003798,5.63753,4.6444845,4.1997843,5.082962,275.36414,271.9719,3.3922424,283.38144,277.01883,6.36261,293.6645,286.91663,6.747864,285.2043,280.33694,4.8673706,0.2580645161290322,0.2258064516129032
Gdynia,54.51889,18.531879,0.0005990744,4.2797703e-05,0.0,0.00024988689,273.7381,280.21118,290.37213,282.77097,0.0016594549,0.0019421573,0.0026124797,0.002017118,5.8039393,4.763687,4.3174996,5.224635,275.41385,272.0637,3.3501587,283.1292,276.94635,6.1828613,293.4033,286.85843,6.544861,285.12994,280.39908,4.7308655,0.1935483870967742,0.1612903225806451
Gelsenkirchen,51.5075,7.12283,0.0003074792,1.3673392e-05,0.0,0.00016624035,276.50644,283.07324,291.14987,283.9695,0.002807852,0.0024169218,0.0029083493,0.002829468,4.3740053,3.5626297,3.1369514,3.7303407,278.67093,274.39078,4.2801514,287.0469,278.90253,8.144379,295.46387,286.60522,8.858643,287.20798,280.9529,6.255066,6.258064516129032,2.774193548387097
Gent,51.049999,3.71667,0.00012540305,2.408113e-06,0.0,6.5345484e-05,277.77792,283.39273,290.96783,284.86035,0.0021660586,0.0021319715,0.0023686672,0.0023536957,4.5860877,3.8567982,3.4231715,3.947651,279.9329,275.66797,4.264923,287.0909,279.55954,7.531372,294.90524,286.76,8.145233,287.9642,281.9277,6.036499,3.419354838709677,1.935483870967742
Gijón,43.535728,-5.66152,0.00030487753,3.6112935e-05,0.0,0.000106925814,282.17215,284.82678,290.88965,287.69632,0.003923951,0.0033145898,0.002484207,0.0045089712,4.0081577,3.6625803,3.1390617,3.599645,284.60916,280.0074,4.601776,287.32132,282.26688,5.0544434,293.2582,288.46637,4.7918396,290.1887,285.3754,4.8132935,0.0,0.0
Glasgow,55.86515,-4.25763,0.0005985584,4.9225746e-05,4.2727344e-10,0.00019346921,277.2723,280.78754,286.9512,282.56015,0.0040979,0.002936047,0.0034725573,0.00441894,4.44153,3.922721,3.4171221,3.9875233,279.35437,275.198,4.156372,283.9183,277.5362,6.3821106,289.99942,283.67154,6.327881,285.10486,279.95944,5.1454163,0.0,0.0
Granada,37.188171,-3.60667,0.0001567583,9.304093e-06,0.0,4.0381827e-05,281.1988,286.56635,296.6662,288.98965,0.0019569595,0.0013545963,0.0005397771,0.0020879763,2.521649,2.544153,2.1322618,2.260864,285.4553,277.50726,7.9480286,290.89542,282.0142,8.881226,301.6188,291.2901,10.328705,293.38098,284.8026,8.578369,32.74193548387097,12.258064516129032
Graz,47.066669,15.45,0.0009748125,0.00016104277,1.3656353e-05,0.00060896156,272.12674,281.48978,290.74997,281.61136,0.001735097,0.0035940453,0.0040067625,0.0021749157,1.870128,2.08674,1.7350272,1.7449237,275.6388,269.17712,6.46167,286.22134,276.7562,9.465149,295.6622,285.7873,9.874908,285.84363,278.07297,7.7706604,2.3225806451612905,1.1935483870967742
Grenoble,45.166672,5.71667,0.001828241,0.00039293797,1.0367577e-05,0.0011763695,273.27524,281.00165,290.2366,282.09985,0.0036847095,0.004159342,0.0033804884,0.004291156,1.7198972,1.7799605,1.7077041,1.6609256,277.1241,269.85382,7.270294,285.60245,276.07285,9.529602,295.18973,284.71985,10.469879,286.68872,277.8637,8.825012,1.7741935483870968,1.1290322580645162
Groningen,53.21917,6.56667,0.00018238595,5.311009e-06,0.0,6.953705e-05,276.8574,282.08243,290.04074,284.20813,0.0022382608,0.0022823203,0.003032004,0.002553522,5.8117776,4.844574,4.3236575,5.0869455,278.6824,275.0524,3.630005,285.12488,278.8554,6.26947,293.17813,286.591,6.5871277,286.73816,281.72052,5.017639,0.8064516129032258,0.6451612903225806
Göteborg,57.707161,11.96679,0.0006679702,5.358265e-05,0.0,0.00027267766,273.9358,279.88937,289.2963,282.08496,0.0021712885,0.0023726996,0.0032829733,0.0028490955,4.802417,4.047839,3.7884102,4.599375,275.69415,272.0434,3.6507568,283.05865,276.47662,6.5820312,292.43146,285.7232,6.708252,284.33804,279.72565,4.6123962,0.0967741935483871,0.064516129032258
Haarlem,52.38084,4.63683,0.00012461217,2.054117e-06,0.0,5.6281846e-05,278.07175,282.47354,290.16895,285.25818,0.002321146,0.0020437087,0.0029037423,0.0030695226,6.5539083,5.28361,4.7488317,5.7450514,279.58603,276.56836,3.0176697,284.77875,280.03366,4.7450867,292.49557,287.6124,4.8831787,287.2062,283.31903,3.8871765,0.1935483870967742,0.1935483870967742
Hagen,51.360809,7.47168,0.00048522366,2.80411e-05,0.0,0.00025267265,275.88754,282.6086,290.73044,283.46878,0.0031335815,0.0025722443,0.0030793853,0.0030947176,4.3671474,3.5499165,3.1089287,3.7328532,278.01324,273.80826,4.2049866,286.51733,278.51193,8.005402,295.00412,286.21582,8.7883,286.6394,280.53625,6.1031494,5.129032258064516,2.677419354838709
Hamburg,53.575321,10.01534,0.00034882946,9.876426e-06,0.0,0.00013879422,275.51282,281.89038,290.52945,283.25946,0.0021457672,0.0021970195,0.0025356696,0.0021414808,4.304916,3.741223,3.3540442,3.768818,277.48642,273.50943,3.9769897,285.87054,277.6654,8.205139,294.8254,285.82635,8.999054,286.35483,280.25888,6.0959473,3.741935483870968,1.903225806451613
Hannover,52.370522,9.73322,0.00035681564,1.3698814e-05,0.0,0.00017298656,275.64758,282.45773,291.0308,283.43027,0.0021807763,0.0021364398,0.0024678751,0.0021860343,4.133927,3.441821,3.0621305,3.5366132,277.7474,273.57132,4.1760864,286.55093,278.1214,8.429535,295.5595,286.16818,9.391327,286.72906,280.29712,6.431946,6.225806451612903,2.774193548387097
Harrogate,53.99078,-1.5373,0.00030081873,2.6136884e-05,0.0,9.082466e-05,277.61252,281.4051,288.2409,283.3194,0.0021970002,0.0022433964,0.0023998206,0.002434072,4.942274,4.2692714,3.7690284,4.367323,279.8527,275.43866,4.414032,284.88516,277.8691,7.0160522,291.842,284.46414,7.3778687,286.17896,280.45575,5.7232056,0.1290322580645161,0.1290322580645161
Heidelberg,49.407681,8.69079,0.00030814257,1.379495e-05,0.0,0.00019565017,275.84308,283.58987,292.5147,283.90173,0.002341412,0.002282403,0.0022390645,0.002479056,3.368611,2.9342854,2.5140593,2.7997787,278.16742,273.61172,4.5556946,287.91544,279.23645,8.678986,297.3005,287.66083,9.639679,287.51138,280.70187,6.8095093,11.870967741935484,4.354838709677419
Helsinki,60.169521,24.93545,0.0011475503,0.000116319585,0.0,0.00062878465,270.19525,276.5834,289.1099,280.62445,0.0016680795,0.0016826411,0.00236356,0.0024481774,5.66958,4.627525,4.3866143,5.59631,271.9055,268.40305,3.5024414,278.90546,273.79477,5.1106873,291.33124,286.38925,4.941986,282.23694,278.82526,3.4116821,0.0,0.0
Hoofddorp,52.302502,4.68889,0.00012461217,2.054117e-06,0.0,5.6281846e-05,278.07175,282.47354,290.16895,285.25818,0.002321146,0.0020437087,0.0029037423,0.0030695226,6.5539083,5.28361,4.7488317,5.7450514,279.58603,276.56836,3.0176697,284.77875,280.03366,4.7450867,292.49557,287.6124,4.8831787,287.2062,283.31903,3.8871765,0.1935483870967742,0.1935483870967742
Hull,53.744598,-0.33525,0.00012615719,7.489463e-06,0.0,4.0479033e-05,278.29858,281.88995,288.8276,284.25427,0.0018699289,0.0020904618,0.0022781005,0.0022393777,5.793631,4.9466805,4.321845,5.1938324,280.42517,276.23468,4.1904907,284.82877,278.91425,5.9145203,291.9798,285.55573,6.4240723,286.86893,281.65982,5.2091064,0.064516129032258,0.064516129032258
Innsbruck,47.262661,11.39454,0.0027497234,0.0013604073,0.0003052326,0.0022656443,267.89746,276.08066,285.38815,277.33136,0.0031624634,0.0056405556,0.0062001105,0.0035335438,1.5642526,1.5067543,1.326233,1.4358772,271.7196,264.31134,7.408264,280.46918,271.6624,8.806763,290.1134,280.76526,9.348145,281.81418,273.42355,8.390625,0.0,0.0
Jerez de la Frontera,36.686451,-6.13606,6.056601e-08,0.0,0.0,0.0,285.97812,290.1867,297.59183,292.74338,0.002277944,0.001048588,0.00038741739,0.0028629059,4.1312256,4.312877,3.731807,3.8343139,289.4014,282.9808,6.4205933,293.8251,286.60156,7.2235413,301.87238,293.46942,8.402954,296.33533,289.53735,6.7979736,38.516129032258064,10.03225806451613
Kaliningrad,54.70649,20.51095,0.00060421595,4.9374863e-05,0.0,0.00029792494,272.99094,280.67664,290.9011,282.39642,0.0017510406,0.0019589723,0.0025973462,0.0021165726,4.7527695,3.972468,3.585872,4.3212633,274.8596,271.04645,3.8131409,284.2157,276.69128,7.524414,294.64413,286.62833,8.015808,285.10745,279.64368,5.4637756,2.096774193548387,1.1935483870967742
Karlsruhe,49.004719,8.38583,0.0004025172,2.140704e-05,0.0,0.000245851,275.75256,283.4625,292.33994,283.84464,0.0026047274,0.0026119158,0.0025422547,0.0027192058,3.3847837,2.9304843,2.4857516,2.787023,278.11346,273.4958,4.617676,287.76428,279.1653,8.5989685,297.0855,287.57343,9.512085,287.44382,280.6801,6.7637024,10.387096774193548,4.0
Kassel,51.316669,9.5,0.00048072234,2.7289097e-05,0.0,0.00025241583,274.87994,281.88504,290.39673,282.65536,0.0021699457,0.002223942,0.002453252,0.0021760822,3.865699,3.1950114,2.7807531,3.2748256,276.91122,272.87885,4.032379,285.87436,277.69824,8.176117,294.88348,285.65573,9.227753,285.88864,279.629,6.2596436,4.387096774193548,2.290322580645161
Katowice,50.258419,19.02754,0.00073686725,7.2345654e-05,1.7090938e-09,0.00039278393,273.04782,282.2919,291.85016,282.72684,0.0019316872,0.002677858,0.0030827587,0.0018834247,4.169775,3.5701563,2.9718783,3.5547771,275.4957,270.52966,4.966034,286.70828,277.5196,9.18869,296.62766,286.6938,9.933868,286.59204,279.13312,7.4589233,7.096774193548387,2.935483870967742
Kaunas,54.900002,23.9,0.00076623115,6.504581e-05,0.0,0.00040132256,271.19897,280.59918,291.00793,281.14227,0.0016407429,0.0020847935,0.0024757693,0.001838747,4.0099044,3.5136247,3.081698,3.703151,273.20322,269.0404,4.1628113,284.77313,275.8138,8.95932,295.5471,285.7692,9.777893,284.19376,277.99728,6.196472,3.3548387096774195,1.7741935483870968
Kiel,54.321331,10.13489,0.00036451156,1.0986482e-05,0.0,0.00013273762,275.6609,281.17926,290.11594,283.56018,0.0021355068,0.002067111,0.0024599324,0.0023077354,5.384861,4.616306,4.206563,4.830349,277.28424,274.03268,3.2515564,284.14948,278.03137,6.118103,293.34015,286.5456,6.7945557,285.8586,281.27582,4.582794,0.2580645161290322,0.1935483870967742
Kiev,50.454659,30.5238,0.00078892853,2.8826715e-05,8.602439e-08,0.0005113478,270.68332,282.34015,293.4222,281.8428,0.0014410407,0.0020306164,0.00212905,0.0016641173,3.8427405,3.5154097,3.0466974,3.5292733,272.80133,268.31686,4.4844666,286.34103,277.8223,8.518738,298.05533,288.23755,9.81778,285.3646,278.264,7.100586,11.161290322580646,4.161290322580645
Košice,48.713951,21.25808,0.00066188246,4.0915704e-05,0.0,0.0003560746,272.339,282.78888,292.6509,282.40433,0.0014460414,0.0025926782,0.002769249,0.0016619149,2.5052264,2.7206507,2.3500624,2.3219752,274.98834,269.77493,5.2134094,287.62823,277.62357,10.004669,297.97336,286.947,11.026367,286.75104,278.38422,8.366821,12.548387096774194,5.064516129032258
Kraków,50.061432,19.936581,0.00085999054,0.00011546974,8.011377e-09,0.00047594533,272.61652,281.88184,291.42386,282.11902,0.0019266894,0.0029517259,0.0032295655,0.0018616626,3.735307,3.2923722,2.7606008,3.1742346,275.26324,269.97202,5.2912292,286.38458,277.015,9.369568,296.27213,286.16638,10.105743,286.24548,278.31964,7.9258423,5.903225806451613,2.548387096774193
Krasnodar,45.044842,38.976028,0.00055119355,4.6407595e-06,0.0,0.00022114022,275.02225,284.94666,296.94153,286.06458,0.0021884958,0.002183472,0.0014548398,0.0021964908,3.833863,3.6105921,3.0813694,3.372954,278.68875,271.62372,7.065033,289.69855,280.00943,9.689117,302.36996,291.2669,11.103058,291.12677,281.43457,9.6922,45.29032258064516,15.161290322580646
Krefeld,51.339211,6.58615,0.00021239571,7.705343e-06,0.0,0.000117207084,276.95416,283.40042,291.45197,284.33502,0.0025225794,0.0022362573,0.0026420625,0.0026106194,4.23392,3.487642,3.0791533,3.6127958,279.14697,274.82422,4.322754,287.40756,279.21487,8.192688,295.76492,286.91653,8.848389,287.62292,281.28586,6.3370667,6.935483870967742,3.193548387096774
Köln,50.933331,6.95,0.00035253455,2.1890446e-05,0.0,0.00019022774,276.28912,282.87048,290.9991,283.7659,0.002621643,0.0024200147,0.002778366,0.0027057957,4.2344313,3.4554245,3.005022,3.612779,278.42676,274.2429,4.1838684,286.78995,278.8228,7.9671326,295.25937,286.54648,8.712891,286.96274,280.8461,6.116638,5.806451612903226,2.774193548387097
L'viv,49.838261,24.023239,0.000818996,7.2179944e-05,0.0,0.00047238648,272.058,282.19177,292.0745,282.23428,0.0017519835,0.0026631886,0.0028957399,0.0017691145,4.1706204,3.602596,2.970776,3.643677,274.4269,269.5043,4.9226074,286.6172,277.3029,9.314301,297.00867,286.69562,10.313049,286.25003,278.4528,7.797241,7.290322580645161,3.3548387096774195
La Spezia,44.110538,9.84339,0.0003411254,2.8971703e-05,0.0,0.00015990372,280.4334,285.55945,294.72833,288.3254,0.0035278292,0.0029484776,0.0024968924,0.005482163,3.2383761,2.8823092,2.3340406,2.972754,282.25415,278.794,3.460144,287.6851,283.3168,4.368286,297.0284,292.26373,4.764679,290.32422,286.4175,3.9067078,0.3870967741935484,0.3548387096774194
Lausanne,46.515999,6.63282,0.0017166159,0.00032701032,9.777939e-06,0.0010504193,273.81787,281.07642,290.0768,282.3739,0.0038246734,0.004577599,0.0046088104,0.004162491,1.9993008,1.8886266,1.6352645,1.7542641,276.739,271.18356,5.5554504,285.1597,276.95642,8.203278,294.35294,285.76358,8.589355,285.98993,279.26828,6.721649,1.2903225806451613,0.7419354838709677
Le Havre,49.493801,0.10767,7.778726e-05,2.1538854e-06,0.0,2.7306618e-05,279.5742,283.37836,290.3241,286.06342,0.0026273427,0.002159293,0.002387645,0.0035327645,5.9625072,4.920912,4.329915,5.249669,281.38284,277.80173,3.5811157,285.9707,280.69666,5.274048,293.06924,287.4478,5.6214294,288.4244,283.80862,4.6157837,0.4838709677419355,0.3548387096774194
Le Mans,48.0,0.2,8.354264e-05,3.153278e-07,0.0,3.6224672e-05,278.593,284.12622,291.95337,285.46683,0.0021371816,0.0020665259,0.0017707853,0.002514857,4.0576277,3.6699069,3.1958346,3.540876,281.3286,275.9344,5.394226,288.4852,279.6469,8.838287,296.83575,286.77625,10.059509,289.44965,281.73636,7.7132874,7.451612903225806,3.3225806451612905
Lecce,40.357029,18.17202,3.7938678e-06,0.0,0.0,3.8678928e-07,284.66464,288.76678,298.6289,292.46982,0.0022671581,0.0011855152,0.0010858133,0.0029779193,5.1274557,4.568091,3.997759,4.447812,286.4847,282.88623,3.5984802,291.05048,286.46252,4.5879517,301.2893,295.9013,5.3880005,294.6696,290.40924,4.2603455,23.516129032258064,9.612903225806452
Leeds,53.796478,-1.54785,0.00030079763,2.9138055e-05,0.0,9.207686e-05,277.65015,281.50354,288.367,283.40192,0.0022304563,0.0023300953,0.0024804396,0.0024783853,4.966611,4.2859945,3.7951128,4.3885303,279.89392,275.4838,4.4101257,285.0127,277.96985,7.0428467,291.99884,284.59836,7.400482,286.26227,280.561,5.7012634,0.1290322580645161,0.1290322580645161
Leicester,52.638599,-1.13169,0.00016492381,1.1747883e-05,0.0,5.7872265e-05,278.03687,282.20816,289.4047,284.03226,0.001795174,0.002069681,0.0021580136,0.0021771789,5.098163,4.407846,3.9472053,4.5089493,280.3911,275.7343,4.6567993,285.88608,278.50552,7.380554,293.37823,285.31418,8.064056,287.1347,280.99588,6.1388245,0.967741935483871,0.6129032258064516
Leipzig,51.339619,12.37129,0.00040677958,1.2870918e-05,0.0,0.00020759544,275.12085,282.68298,291.87106,283.42194,0.0017873459,0.0018716787,0.002238052,0.0018645064,3.8876238,3.241101,2.826872,3.2702577,277.3616,272.92398,4.437622,286.8935,278.2615,8.631989,296.56683,286.86914,9.697693,286.89694,280.19894,6.697998,8.806451612903226,3.064516129032258
